Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,46,27,82,26,36,82,26,79,22,45,25,17,73,33,45,58,64,95,74,23,90,68,15,60,75,15,84,15,95,83,25,56,97,33,63,81,22,85,12,2,8,72,29,90,11,74,75,10,72,70,49,91,78,57,28,14,58,92,8,42,12,5,91,91,20,55,33,38,63,44,9,71,1,31,87,73,49,22,47,52,71,19,102,99,37,34,38,101,3,87,80,3,96,72,61,45,75,55,46,55
11,66,60,4,85,18,4,33,1,56,30,26,24,6,91,69,79,67,18,18,51,57,32,68,85,34,23,39,101,78,61,90,9,14,38,72,23,35,33,79,13,93,56,7,33,37,86,95,41,84,91,22,40,80,30,8,42,30,89,36,92,58,22,101,59,97,37,42,71,85,39,17,33,16,75,36,8,34,75,85,77,38,71,52,74,52,95,19,58,78,33,30,89,59,37,60,14,1,71,17,23
12,26,93,69,23,49,79,82,6,66,17,61,8,61,37,65,37,0,29,37,64,22,90,35,48,48,86,68,40,58,67,39,22,57,80,74,1,91,68,84,25,10,96,26,99,28,82,94,74,85,78,48,59,31,76,50,28,16,23,60,93,88,101,69,17,87,9,49,68,42,57,7,76,64,59,21,29,7,20,75,48,65,12,69,100,94,70,56,9,20,34,27,71,23,81,9,18,25,101,53,98
13,58,75,100,89,5,1,8,93,31,53,80,66,54,55,42,83,57,78,58,12,87,77,85,63,69,3,31,79,28,57,91,49,92,95,60,82,9,74,23,24,31,11,79,102,100,20,83,19,52,0,76,52,86,27,44,2,102,2,3,28,48,70,32,51,36,44,102,65,67,31,56,13,79,4,83,93,75,9,71,85,67,65,68,21,21,64,93,50,29,17,62,19,80,40,51,93,62,34,2,84
14,25,18,28,65,69,98,58,56,74,58,10,46,66,61,100,52,53,11,68,87,14,83,61,83,62,50,100,1,15,73,76,20,23,18,35,88,89,97,24,37,48,64,69,21,4,60,102,21,0,17,67,99,93,9,23,36,4,4,40,58,63,4,102,16,2,90,98,89,35,24,64,55,5,48,9,89,82,101,27,97,8,50,82,90,16,48,22,72,56,72,8,88,51,56,98,95,80,70,23,96
15,98,19,71,80,12,17,43,71,52,11,28,49,99,29,47,101,79,69,39,3,34,65,95,8,20,10,45,42,70,18,31,55,83,99,48,20,7,64,28,101,85,63,94,14,62,71,24,0,59,32,3,65,77,40,61,29,31,60,99,23,22,94,86,58,5,33,75,91,22,37,97,81,75,70,99,28,43,28,28,79,16,56,73,79,69,91,50,87,54,15,73,62,72,102,6,8,79,26,12,3
16,16,58,53,98,54,87,22,85,19,9,71,62,97,72,16,51,23,35,67,32,64,48,32,90,49,83,57,26,11,66,54,90,67,40,4,67,69,78,74,31,51,33,74,25,73,14,96,72,60,82,2,22,27,28,15,93,68,83,0,98,61,33,23,21,62,40,46,63,53,100,23,91,9,20,67,64,22,95,0,24,10,37,40,77,73,68,67,1,40,10,16,54,8,22,15,84,84,64,100,59
17,74,40,51,12,40,64,4,40,40,81,22,69,38,39,34,68,77,68,31,22,15,6,3,5,79,38,22,0,18,88,73,73,25,55,56,74,74,56,36,72,54,55,46,23,9,92,40,56,24,87,6,56,102,44,90,82,65,53,39,16,37,11,13,49,19,30,56,52,92,84,15,80,72,64,64,15,72,15,5,4,46,7,57,51,96,81,64,69,23,70,61,5,71,5,59,64,99,8,45,45
18,48,69,35,35,45,3,30,63,98,24,12,19,90,26,18,13,44,85,29,5,100,62,30,84,32,60,6,7,67,7,40,75,68,11,79,61,53,89,39,56,38,15,19,32,91,51,34,3,86,11,27,54,66,96,62,46,69,75,23,87,29,96,11,64,41,98,65,42,76,95,2,63,12,41,47,100,15,90,12,91,18,91,35,60,101,51,82,55,86,65,78,43,6,86,77,44,73,81,102,35
19,82,61,90,64,42,34,19,46,93,18,88,42,84,77,99,32,49,33,91,1,85,53,75,67,88,47,15,33,42,20,83,54,47,45,73,87,67,42,63,19,68,73,88,35,30,102,85,24,78,44,75,92,3,20,4,50,41,33,82,82,25,48,28,68,22,5,67,90,15,87,69,25,37,9,44,9,40,99,72,37,22,70,1,20,57,0,59,46,69,77,99,87,7,79,102,4,10,19,37,20
