Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,884,485,618,701,208,543,732,222,247,463,684,946,963,669,734,631,592,755,405,820,99,171,499,393,910,427,888,649,410,414,78,316,282,120,188,950,579,882,708,214,156,492,509,303,412,101,287,856,569,987,648,851,802,760,144,739,950,429,435,169,77,236,550,69,96,477,871,514,163,563,874,928,474,426,824,296,145,890,393,833,952,765,140,605,416,19,87,730,290,990,989,598,763,229,260,785,370,397,807,704
11,897,835,413,284,946,14,248,259,107,238,391,781,644,474,124,249,470,13,142,268,850,580,115,605,484,34,879,548,873,79,547,714,334,717,872,44,650,956,88,537,992,740,241,754,897,470,826,49,837,594,30,829,534,793,103,972,223,162,633,770,106,252,782,531,983,72,667,807,4,903,829,400,560,350,367,609,228,701,141,302,50,648,815,340,487,550,986,935,623,345,525,799,112,275,794,248,240,304,866,242
12,577,982,609,268,470,481,825,988,79,685,679,484,433,120,455,802,188,453,726,379,448,136,684,576,377,788,615,562,170,642,733,32,716,644,55,2,7,966,325,437,990,750,567,234,204,797,316,594,978,315,373,203,314,863,210,129,609,828,669,406,894,222,698,89,1,914,7,470,209,240,684,614,856,313,161,380,233,653,86,646,454,332,858,322,614,974,584,317,599,482,780,36,949,76,911,379,455,655,93,370
13,548,872,622,169,146,158,378,184,710,911,945,993,485,395,456,317,527,77,683,590,431,287,268,658,573,575,664,109,827,147,651,687,430,646,313,974,595,762,323,43,482,741,711,278,200,929,260,731,976,702,998,714,844,942,897,696,143,795,526,450,328,381,57,668,177,287,706,443,223,976,86,907,747,655,193,696,165,531,864,209,274,533,340,145,610,603,776,34,834,355,113,490,183,878,109,173,453,294,327,683
14,911,505,872,795,352,207,556,480,25,866,920,527,197,62,739,836,917,974,803,670,847,785,989,904,858,903,982,492,839,518,874,764,379,436,291,389,99,16,255,306,757,830,867,208,168,286,204,749,717,636,706,899,296,982,446,214,889,118,4,963,468,646,383,783,882,489,787,175,750,804,19,206,252,230,348,741,8,309,478,865,741,701,379,58,958,969,456,760,846,412,320,270,152,215,284,324,552,355,830,326
15,551,190,581,73,447,208,265,69,674,707,154,267,939,779,697,654,396,691,407,819,709,862,539,525,843,39,355,656,821,507,831,728,3,586,53,829,535,968,892,250,998,795,731,76,244,798,196,43,54,684,56,537,11,764,41,274,451,418,76,816,365,696,369,995,824,420,915,330,578,19,44,108,21,429,868,916,371,796,503,326,486,404,696,284,660,160,215,67,845,819,146,824,824,860,616,719,93,804,716,579
16,187,601,858,203,119,587,254,263,884,806,331,574,626,589,481,691,702,689,556,771,755,982,516,636,492,327,611,201,949,320,522,716,536,983,194,32,403,524,570,648,802,47,131,526,619,15,443,830,680,518,486,954,412,421,362,12,130,604,168,24,554,453,74,501,15,330,633,278,960,541,113,462,313,634,305,902,748,465,753,55,645,280,599,101,582,527,492,175,774,898,853,158,325,266,836,579,849,614,374,657
17,417,503,947,872,670,582,296,207,554,877,57,320,342,166,122,198,964,868,75,351,115,885,350,985,788,790,694,559,964,937,527,971,11,297,369,433,744,373,545,542,551,762,22,6,770,387,457,695,24,910,509,653,280,653,649,632,671,281,330,869,495,295,108,677,102,993,294,363,802,9,447,296,459,976,187,377,443,738,215,60,681,186,386,163,756,302,69,864,203,611,316,638,703,64,454,231,787,157,730,504
18,403,296,641,399,417,304,696,520,507,546,60,173,473,249,81,299,642,200,90,285,916,802,674,838,616,740,715,304,563,106,610,240,928,613,849,229,344,303,550,630,382,591,714,523,688,98,190,384,304,537,422,282,658,21,377,892,490,21,809,127,584,728,512,156,335,339,81,417,732,856,625,624,160,555,780,849,114,122,580,641,184,995,914,973,816,498,966,350,218,202,26,110,44,853,933,744,287,221,259,408
19,57,195,316,39,419,521,268,473,961,424,54,46,527,965,524,509,171,545,121,555,777,926,94,14,983,551,511,983,777,341,60,804,963,903,869,237,84,594,359,213,184,807,698,291,886,64,317,219,935,549,713,6,1,685,254,234,436,234,349,784,488,571,60,287,157,725,722,786,73,136,777,1,276,224,609,638,970,245,562,289,716,591,919,974,857,881,633,541,237,753,104,196,444,907,736,41,685,207,819,996
20,958,35,959,447,100,26,699,462,430,814,594,283,410,185,129,657,205,574,687,251,72,509,641,901,345,959,684,406,440,561,815,132,826,745,853,273,528,56,51,661,567,981,616,215,632,196,296,477,500,970,149,255,75,798,146,830,957,972,184,109,191,45,468,778,956,349,541,978,560,308,89,77,955,420,335,779,796,145,398,524,887,922,308,589,357,233,781,422,719,244,654,486,787,596,764,101,470,223,853,81
21,858,938,258,897,958,772,544,511,533,773,769,62,637,100,653,622,245,122,760,658,845,276,628,841,619,822,122,769,977,799,661,885,479,814,772,30,246,731,875,9,787,505,500,154,968,392,328,615,461,253,533,485,470,633,637,477,744,437,898,663,789,521,784,601,717,932,674,750,565,755,807,355,191,234,45,257,101,439,925,254,660,994,452,412,41,255,443,305,515,664,50,17,6,602,224,632,135,684,800,468
22,591,472,834,853,291,780,262,163,31,266,370,390,901,612,128,148,26,363,920,104,537,19,461,451,254,463,724,131,102,811,184,227,167,115,201,697,614,175,938,758,26,20,860,45,727,147,79,714,417,575,183,775,139,205,86,952,418,530,580,320,531,275,448,929,812,359,991,197,321,926,733,909,385,47,107,699,896,692,668,384,315,871,324,578,713,811,84,113,808,19,950,268,250,769,691,549,191,171,250,231
23,297,188,662,579,89,987,514,732,250,915,643,912,450,434,334,618,502,344,551,929,677,932,783,961,882,173,369,813,270,404,602,706,614,217,203,809,874,742,772,914,442,968,270,265,662,408,604,435,793,32,0,869,403,243,542,970,108,578,818,689,947,531,734,742,19,989,539,140,745,359,697,413,805,963,162,803,205,92,490,540,596,929,302,158,955,428,468,328,728,794,89,24,823,438,674,133,481,412,499,501
24,560,912,474,988,82,240,210,50,495,802,279,460,31,650,392,881,211,54,258,943,849,323,379,363,907,701,650,852,530,134,77,843,15,224,777,166,592,151,102,201,298,424,207,539,626,682,399,840,6,366,387,617,149,83,431,472,352,542,378,628,916,899,688,757,805,14,367,752,498,505,668,854,413,730,285,711,605,715,252,735,868,621,493,407,160,773,548,564,619,856,997,380,75,264,60,84,598,781,79,37
25,533,413,337,884,269,104,722,237,551,829,281,358,204,594,106,477,626,395,536,397,983,11,351,68,350,298,753,259,315,218,297,546,130,746,327,262,848,938,195,340,545,652,670,727,986,446,868,759,906,460,564,144,915,654,65,187,455,655,602,954,261,149,740,80,39,257,133,337,681,65,551,10,491,928,731,10,718,856,907,675,238,188,304,473,142,395,654,268,503,785,836,930,512,649,45,470,246,194,527,842
26,12,717,538,830,204,95,288,876,867,950,120,116,130,554,533,342,273,239,167,205,174,830,603,164,118,430,412,951,354,154,764,367,164,104,807,831,662,399,679,774,941,192,436,346,354,751,966,865,884,859,126,190,160,676,715,238,64,616,614,846,830,623,308,878,873,57,680,367,995,400,608,838,343,188,754,399,418,476,468,409,304,131,510,68,589,766,224,483,138,602,710,908,940,833,206,512,568,63,339,897
27,192,142,504,562,104,394,842,307,499,484,358,18,264,792,286,808,314,356,336,983,87,111,485,951,853,54,619,88,349,603,975,449,320,597,976,643,395,158,805,992,622,642,8,294,798,538,417,543,426,399,294,978,770,124,205,956,636,826,203,772,608,242,426,11,196,501,8,168,948,932,374,423,769,754,302,206,586,179,914,391,122,882,733,38,869,823,857,302,225,652,129,181,391,181,630,990,582,116,159,140
28,709,998,398,835,373,512,346,516,306,591,272,530,929,35,339,660,660,528,259,114,551,123,48,767,407,139,919,771,143,860,912,89,663,664,231,482,908,405,628,859,311,215,329,35,335,922,315,967,983,893,44,742,820,662,44,896,922,231,289,910,276,701,806,299,143,612,895,176,379,837,262,7,308,236,887,431,799,105,357,887,758,445,64,3,279,521,404,259,270,46,688,264,895,443,641,138,381,762,438,546
29,459,388,423,814,384,128,159,938,125,147,62,163,324,418,906,530,321,371,565,967,486,551,961,587,72,16,593,167,61,163,641,459,974,166,783,778,743,216,124,719,415,244,693,971,59,134,390,920,923,788,946,765,843,617,27,733,705,796,630,29,118,588,237,254,778,757,937,525,87,281,971,345,661,451,444,373,65,957,254,786,765,337,328,800,132,216,145,640,508,997,610,814,432,139,775,973,241,585,958,900
30,706,516,605,987,74,905,687,878,565,778,212,445,622,577,256,577,112,420,843,97,705,190,941,245,931,241,25,641,905,974,886,379,660,696,167,696,890,622,404,387,484,363,817,89,610,138,922,652,163,454,676,784,841,257,80,417,53,731,66,892,373,192,537,706,318,109,290,155,65,499,503,602,130,310,418,420,160,854,276,329,233,474,927,614,402,464,926,962,314,434,641,215,68,456,472,260,564,732,4,637
31,49,852,940,745,630,722,486,137,37,441,542,997,748,259,705,506,837,502,756,611,314,611,692,650,552,261,766,453,269,452,997,434,69,538,364,41,172,948,730,873,182,59,736,122,790,748,483,606,676,578,872,979,586,287,437,347,412,994,741,556,614,824,427,140,416,227,935,776,491,451,667,71,663,296,128,566,628,84,178,231,253,380,124,86,271,583,728,252,745,387,509,456,167,539,476,544,278,591,689,236
32,524,108,660,43,459,973,843,873,606,304,13,689,161,465,757,145,180,40,106,500,396,884,522,234,163,801,658,500,620,367,852,895,667,165,306,17,543,217,287,386,606,221,73,18,823,794,850,999,852,548,313,763,973,406,113,629,456,814,660,809,797,55,445,664,23,579,93,383,370,939,318,900,871,98,155,740,402,198,281,911,829,124,57,148,662,520,684,106,183,488,826,886,904,915,939,491,320,946,906,813
33,429,285,480,692,418,990,27,960,330,471,308,833,495,651,995,913,989,490,933,125,600,657,938,995,787,739,338,927,667,71,737,803,459,782,342,750,845,309,831,917,675,176,91,197,799,393,224,829,28,625,951,794,229,198,911,760,464,927,841,888,248,475,627,369,927,711,472,512,730,113,319,331,99,117,480,374,878,178,390,883,428,485,77,708,206,929,12,958,946,776,337,569,730,815,498,471,957,269,686,416
34,891,660,422,503,473,80,253,884,552,51,244,887,26,4,585,28,456,256,396,909,472,616,696,111,200,865,774,253,458,250,820,998,241,275,266,897,545,627,47,329,437,449,443,826,544,120,652,350,862,16,823,998,438,710,204,241,360,214,432,375,601,894,838,879,749,707,557,777,562,348,131,481,372,44,569,827,314,675,508,483,447,386,469,43,832,842,973,980,894,62,984,309,554,659,606,25,728,111,225,765
35,6,883,119,391,653,286,909,370,419,108,708,263,697,9,93,782,732,73,88,577,70,130,83,853,554,483,814,857,115,95,279,855,94,812,609,519,803,695,725,841,360,55,979,393,72,975,548,686,572,34,606,469,942,223,519,762,652,6,301,781,541,172,951,311,17,473,764,51,823,797,685,546,87,168,596,928,376,131,749,891,622,830,889,632,821,49,798,628,784,727,651,398,366,300,152,666,350,987,170,688
36,947,637,917,366,901,435,295,901,675,111,247,425,333,234,97,501,978,8,352,458,599,391,740,645,110,163,426,900,945,258,712,414,862,124,901,940,813,401,587,2,279,803,55,140,642,97,658,547,549,904,109,552,962,91,720,296,685,669,503,634,530,183,199,346,221,918,526,542,113,609,605,432,458,765,481,787,670,440,583,395,840,841,673,524,16,917,141,230,136,344,456,577,345,12,776,877,571,843,703,604
37,665,127,650,693,948,107,912,465,393,173,617,131,75,771,421,682,271,881,806,862,804,20,233,913,61,250,890,156,828,133,615,878,353,829,162,468,938,941,607,791,291,254,842,186,747,485,177,368,878,221,871,118,638,832,670,571,149,236,595,273,669,569,255,441,943,311,658,33,685,298,920,250,330,490,954,172,912,236,972,850,202,111,708,771,900,179,927,768,208,575,421,15,584,118,453,488,794,618,639,621
38,602,850,681,356,49,480,973,783,799,69,518,430,513,601,941,156,135,925,225,752,754,352,131,738,224,987,604,136,85,749,340,962,723,710,534,551,398,866,433,514,813,919,671,856,976,872,892,54,634,118,764,162,244,902,624,436,285,208,320,685,206,200,895,356,630,151,484,934,71,974,417,620,214,727,590,117,480,877,129,227,753,390,762,78,648,692,587,37,422,853,505,632,535,335,780,573,417,727,2,792
39,39,504,875,839,278,74,714,243,779,119,9,145,281,510,414,642,748,496,184,860,277,353,801,664,572,907,742,765,877,278,629,859,999,626,440,324,723,452,674,489,473,385,531,304,411,769,638,673,933,138,58,583,922,439,411,534,7,348,67,953,997,184,224,22,85,120,479,762,775,80,826,197,466,161,759,167,297,282,144,4,511,507,714,115,804,436,955,90,787,554,887,377,398,212,492,208,252,465,881,850
40,347,260,714,362,432,402,307,407,549,577,17,763,318,71,356,869,40,733,9,601,723,642,42,264,521,234,733,946,48,992,341,187,920,347,834,31,61,160,263,806,22,948,626,895,316,358,901,347,361,376,393,790,954,293,958,577,879,290,863,670,651,991,849,87,715,751,904,336,720,622,975,112,121,674,381,441,772,469,960,207,610,317,238,404,762,237,388,161,952,451,721,580,185,663,407,650,82,663,141,583
41,460,837,659,678,844,805,661,375,490,810,903,821,848,252,17,804,509,985,278,23,9,343,893,578,352,965,252,940,703,229,117,657,369,334,671,278,102,986,360,71,547,197,839,831,861,774,453,37,436,31,818,843,748,649,743,125,282,454,384,588,453,651,34,233,199,994,596,737,59,482,549,865,614,913,58,736,415,407,847,123,700,566,576,116,255,845,432,921,121,675,40,163,348,536,947,668,904,1,537,673
42,237,179,789,321,963,570,858,470,156,123,312,898,362,403,181,494,610,156,561,737,359,420,689,242,819,928,28,151,360,70,436,307,361,256,330,941,195,77,75,708,859,68,268,500,715,989,908,823,734,48,456,404,153,812,740,918,207,966,57,27,547,744,966,654,667,84,491,223,23,543,595,574,20,121,412,927,381,601,645,356,419,66,109,541,188,560,123,756,605,634,696,725,615,668,192,746,442,104,24,332
43,31,284,256,323,259,452,79,3,777,34,320,919,335,88,58,797,335,123,404,258,707,770,451,174,902,503,826,255,851,132,896,16,864,529,308,752,57,723,466,65,905,722,705,662,658,184,882,957,917,85,599,393,756,986,8,763,837,832,821,649,324,249,26,122,156,96,502,530,848,982,564,613,700,72,911,664,452,243,715,129,120,481,206,696,771,85,227,931,662,22,98,957,919,240,140,358,101,594,293,269
44,488,199,968,392,642,679,717,818,132,510,737,140,365,958,267,116,385,369,439,900,763,773,971,945,6,924,663,886,136,990,59,58,808,288,19,313,201,102,299,985,985,744,306,189,403,327,756,541,528,819,360,218,866,250,73,56,734,944,207,680,85,448,960,235,384,899,358,296,691,349,997,916,71,99,710,293,635,321,905,145,368,609,380,310,296,609,582,917,178,437,632,607,211,236,87,761,299,728,752,951
45,950,949,952,784,241,323,122,522,830,175,23,500,618,892,115,861,42,320,602,316,835,958,75,702,251,86,610,317,986,289,316,277,546,338,936,406,658,961,534,603,7,713,440,763,442,725,182,893,709,54,897,924,742,161,400,950,869,347,363,99,758,959,136,418,887,571,356,552,584,973,563,362,106,399,907,235,321,80,767,401,48,628,501,105,996,207,916,910,323,988,79,544,579,202,259,327,534,148,824,337
46,969,691,643,394,253,671,51,211,201,16,783,813,980,310,905,210,282,527,619,467,192,118,942,837,143,151,894,143,133,109,792,817,509,215,354,390,578,432,584,447,453,168,165,421,372,296,501,968,969,166,709,223,528,936,118,501,74,452,663,796,873,33,465,192,645,173,960,55,264,411,708,433,270,394,18,980,581,994,72,343,772,364,312,40,256,152,64,25,357,251,406,892,502,932,32,406,877,835,543,91
47,40,105,249,942,390,626,631,934,137,930,898,941,227,901,593,874,384,996,969,53,629,531,824,120,699,525,16,474,361,907,114,255,236,139,757,143,728,774,493,180,714,185,7,885,552,575,424,295,736,119,439,271,74,926,701,638,46,337,205,428,490,951,19,399,908,753,812,11,327,999,909,975,860,582,835,596,121,908,908,192,824,422,857,919,807,388,41,791,192,844,5,643,537,423,278,268,132,74,840,80
48,742,419,664,146,667,669,828,188,859,530,325,421,713,555,24,686,391,125,203,843,559,297,705,275,333,779,599,318,340,480,214,320,371,116,622,241,391,318,527,554,821,35,219,797,837,117,685,666,485,998,174,474,176,610,206,348,787,563,428,864,122,271,368,484,757,419,132,941,902,450,160,288,435,65,42,607,238,931,235,899,207,986,753,470,535,347,105,544,338,363,726,414,196,498,517,344,286,189,696,703
49,595,90,874,918,843,859,20,175,926,611,111,805,906,727,530,178,673,265,54,417,684,406,835,298,486,668,722,132,451,688,334,836,981,44,605,623,20,821,168,474,835,641,326,537,189,814,426,461,57,452,122,355,338,645,867,382,472,512,177,148,417,713,248,853,456,788,885,107,135,131,362,984,102,205,122,727,681,960,37,418,969,84,938,709,82,421,393,803,699,911,975,971,175,831,257,619,915,343,19,921
