Iteration,Sim_0,Sim_1,Sim_2
130,[57.0],[282.0],[76.0]
131,[121.0],[102.0],[287.0]
132,[247.0],[104.0],[240.0]
133,[134.0],[121.0],[148.0]
134,[225.0],[139.0],[153.0]
135,[209.0],[162.0],[17.0]
136,[275.0],[211.0],[174.0]
137,[170.0],[86.0],[183.0]
138,[50.0],[117.0],[131.0]
139,[93.0],[48.0],[271.0]
140,[16.0],[44.0],[198.0]
141,[233.0],[253.0],[247.0]
142,[200.0],[142.0],[260.0]
143,[86.0],[214.0],[282.0]
144,[274.0],[304.0],[159.0]
145,[159.0],[271.0],[300.0]
146,[44.0],[30.0],[296.0]
147,[176.0],[19.0],[93.0]
148,[282.0],[268.0],[253.0]
149,[232.0],[9.0],[30.0]
150,[103.0],[107.0],[246.0]
151,[286.0],[2.0],[284.0]
152,[299.0],[255.0],[251.0]
153,[36.0],[244.0],[72.0]
154,[303.0],[184.0],[5.0]
155,[5.0],[286.0],[44.0]
156,[129.0],[156.0],[220.0]
157,[269.0],[298.0],[243.0]
158,[2.0],[226.0],[226.0]
159,[213.0],[251.0],[212.0]
160,[229.0],[303.0],[33.0]
161,[256.0],[296.0],[75.0]
162,[58.0],[145.0],[256.0]
163,[73.0],[103.0],[128.0]
164,[115.0],[114.0],[299.0]
165,[72.0],[262.0],[232.0]
166,[220.0],[47.0],[200.0]
167,[212.0],[4.0],[114.0]
168,[198.0],[10.0],[268.0]
169,[130.0],[58.0],[285.0]
170,[128.0],[171.0],[270.0]
171,[241.0],[116.0],[136.0]
172,[285.0],[283.0],[184.0]
173,[254.0],[241.0],[214.0]
174,[74.0],[243.0],[130.0]
175,[158.0],[192.0],[254.0]
176,[60.0],[45.0],[158.0]
177,[304.0],[97.0],[241.0]
178,[101.0],[220.0],[94.0]
179,[116.0],[158.0],[144.0]
180,[283.0],[101.0],[108.0]
181,[17.0],[276.0],[45.0]
182,[45.0],[143.0],[46.0]
183,[228.0],[38.0],[171.0]
184,[270.0],[87.0],[38.0]
185,[88.0],[31.0],[52.0]
186,[298.0],[269.0],[143.0]
187,[248.0],[18.0],[87.0]
188,[164.0],[185.0],[255.0]
189,[18.0],[150.0],[3.0]
190,[24.0],[172.0],[199.0]
191,[111.0],[227.0],[115.0]
192,[46.0],[24.0],[178.0]
193,[59.0],[157.0],[290.0]
194,[32.0],[129.0],[32.0]
195,[185.0],[284.0],[66.0]
196,[144.0],[73.0],[213.0]
