Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
52,[914.0],[79.0],[221.0],[739.0],[991.0],[347.0],[671.0],[711.0],[510.0],[86.0],[739.0],[748.0],[991.0],[113.0],[442.0],[920.0],[42.0],[120.0],[786.0],[113.0],[449.0],[850.0],[565.0],[414.0],[931.0],[956.0],[523.0],[875.0],[920.0],[44.0],[679.0],[525.0],[455.0],[263.0],[819.0],[893.0],[243.0],[946.0],[708.0],[440.0],[671.0],[983.0],[512.0],[981.0],[380.0],[503.0],[4.0],[79.0],[812.0],[671.0],[260.0],[638.0],[614.0],[385.0],[236.0],[736.0],[934.0],[943.0],[917.0],[185.0],[428.0],[787.0],[29.0],[869.0],[718.0],[755.0],[408.0],[738.0],[346.0],[647.0],[421.0],[501.0],[599.0],[972.0],[871.0],[561.0],[978.0],[970.0],[95.0],[946.0],[426.0],[512.0],[79.0],[815.0],[494.0],[710.0],[441.0],[460.0],[721.0],[58.0],[787.0],[755.0],[602.0],[543.0],[237.0],[380.0],[869.0],[407.0],[461.0],[221.0],[617.0],[837.0],[308.0],[742.0],[314.0],[743.0],[502.0],[345.0],[614.0],[843.0],[920.0],[959.0],[420.0],[442.0],[220.0],[27.0],[614.0],[507.0],[561.0],[279.0],[113.0],[442.0],[302.0],[933.0],[181.0]
53,[442.0],[389.0],[984.0],[502.0],[518.0],[471.0],[442.0],[762.0],[463.0],[566.0],[54.0],[768.0],[808.0],[841.0],[29.0],[819.0],[319.0],[145.0],[614.0],[976.0],[62.0],[289.0],[581.0],[108.0],[252.0],[288.0],[442.0],[285.0],[651.0],[75.0],[488.0],[365.0],[221.0],[676.0],[538.0],[311.0],[671.0],[189.0],[85.0],[275.0],[412.0],[436.0],[27.0],[115.0],[113.0],[542.0],[968.0],[840.0],[291.0],[305.0],[671.0],[717.0],[927.0],[947.0],[37.0],[815.0],[957.0],[480.0],[991.0],[933.0],[164.0],[165.0],[245.0],[654.0],[673.0],[371.0],[280.0],[194.0],[822.0],[109.0],[965.0],[167.0],[869.0],[609.0],[729.0],[869.0],[482.0],[25.0],[46.0],[673.0],[481.0],[645.0],[110.0],[189.0],[862.0],[658.0],[220.0],[167.0],[378.0],[17.0],[604.0],[654.0],[972.0],[918.0],[846.0],[85.0],[460.0],[591.0],[570.0],[740.0],[229.0],[16.0],[896.0],[850.0],[583.0],[450.0],[485.0],[79.0],[220.0],[880.0],[880.0],[650.0],[561.0],[592.0],[125.0],[382.0],[671.0],[847.0],[869.0],[51.0],[847.0],[311.0],[433.0],[755.0],[847.0]
54,[991.0],[848.0],[111.0],[708.0],[431.0],[123.0],[792.0],[954.0],[844.0],[708.0],[141.0],[247.0],[880.0],[847.0],[991.0],[544.0],[388.0],[614.0],[175.0],[11.0],[182.0],[864.0],[559.0],[880.0],[614.0],[576.0],[991.0],[37.0],[47.0],[145.0],[614.0],[880.0],[359.0],[85.0],[880.0],[892.0],[519.0],[412.0],[448.0],[957.0],[925.0],[847.0],[195.0],[866.0],[750.0],[491.0],[525.0],[187.0],[10.0],[442.0],[442.0],[616.0],[572.0],[257.0],[975.0],[78.0],[183.0],[104.0],[237.0],[685.0],[479.0],[157.0],[687.0],[471.0],[442.0],[632.0],[472.0],[708.0],[271.0],[997.0],[382.0],[708.0],[420.0],[623.0],[545.0],[33.0],[775.0],[78.0],[255.0],[442.0],[982.0],[357.0],[991.0],[946.0],[793.0],[197.0],[632.0],[655.0],[140.0],[866.0],[909.0],[259.0],[740.0],[587.0],[87.0],[253.0],[622.0],[431.0],[726.0],[375.0],[504.0],[496.0],[114.0],[864.0],[141.0],[954.0],[749.0],[958.0],[978.0],[599.0],[382.0],[373.0],[614.0],[991.0],[909.0],[363.0],[775.0],[762.0],[62.0],[537.0],[474.0],[669.0],[316.0],[894.0],[240.0]
55,[763.0],[285.0],[568.0],[123.0],[847.0],[861.0],[510.0],[362.0],[922.0],[96.0],[314.0],[947.0],[679.0],[705.0],[43.0],[74.0],[762.0],[259.0],[327.0],[291.0],[382.0],[845.0],[707.0],[782.0],[284.0],[271.0],[503.0],[708.0],[669.0],[519.0],[113.0],[901.0],[380.0],[767.0],[203.0],[195.0],[442.0],[254.0],[671.0],[959.0],[130.0],[805.0],[294.0],[288.0],[994.0],[71.0],[99.0],[654.0],[494.0],[400.0],[249.0],[706.0],[115.0],[717.0],[442.0],[978.0],[790.0],[869.0],[221.0],[410.0],[739.0],[533.0],[94.0],[137.0],[687.0],[497.0],[802.0],[167.0],[913.0],[321.0],[933.0],[442.0],[561.0],[71.0],[134.0],[704.0],[400.0],[485.0],[139.0],[507.0],[160.0],[910.0],[708.0],[472.0],[362.0],[922.0],[114.0],[271.0],[260.0],[708.0],[558.0],[433.0],[64.0],[400.0],[58.0],[739.0],[106.0],[236.0],[761.0],[608.0],[204.0],[130.0],[290.0],[183.0],[220.0],[429.0],[499.0],[784.0],[630.0],[305.0],[311.0],[739.0],[431.0],[857.0],[378.0],[446.0],[442.0],[614.0],[182.0],[687.0],[3.0],[234.0],[960.0],[382.0],[442.0]
56,[431.0],[236.0],[13.0],[671.0],[28.0],[223.0],[991.0],[480.0],[616.0],[490.0],[762.0],[155.0],[635.0],[958.0],[431.0],[293.0],[59.0],[220.0],[220.0],[591.0],[236.0],[934.0],[709.0],[708.0],[471.0],[123.0],[542.0],[110.0],[819.0],[460.0],[413.0],[221.0],[568.0],[445.0],[253.0],[816.0],[156.0],[815.0],[738.0],[787.0],[614.0],[57.0],[290.0],[73.0],[847.0],[643.0],[596.0],[431.0],[179.0],[223.0],[991.0],[368.0],[288.0],[342.0],[991.0],[185.0],[599.0],[38.0],[740.0],[220.0],[47.0],[139.0],[365.0],[365.0],[991.0],[13.0],[112.0],[420.0],[928.0],[546.0],[56.0],[991.0],[323.0],[191.0],[260.0],[412.0],[223.0],[499.0],[625.0],[633.0],[752.0],[573.0],[442.0],[764.0],[480.0],[802.0],[349.0],[815.0],[366.0],[113.0],[977.0],[445.0],[221.0],[861.0],[531.0],[250.0],[831.0],[807.0],[165.0],[429.0],[975.0],[412.0],[575.0],[787.0],[125.0],[464.0],[360.0],[654.0],[526.0],[931.0],[202.0],[399.0],[629.0],[934.0],[141.0],[70.0],[905.0],[113.0],[50.0],[94.0],[491.0],[991.0],[693.0],[446.0],[705.0]
57,[711.0],[701.0],[260.0],[19.0],[864.0],[635.0],[587.0],[1.0],[665.0],[232.0],[397.0],[177.0],[285.0],[308.0],[77.0],[818.0],[212.0],[125.0],[723.0],[879.0],[285.0],[957.0],[467.0],[671.0],[759.0],[922.0],[431.0],[31.0],[412.0],[395.0],[314.0],[581.0],[13.0],[952.0],[739.0],[614.0],[605.0],[643.0],[106.0],[854.0],[624.0],[709.0],[497.0],[416.0],[496.0],[7.0],[789.0],[111.0],[651.0],[978.0],[869.0],[940.0],[12.0],[477.0],[704.0],[775.0],[382.0],[444.0],[525.0],[329.0],[883.0],[281.0],[633.0],[184.0],[537.0],[839.0],[628.0],[671.0],[775.0],[495.0],[656.0],[431.0],[252.0],[426.0],[140.0],[315.0],[997.0],[906.0],[38.0],[141.0],[602.0],[642.0],[37.0],[113.0],[407.0],[112.0],[217.0],[420.0],[981.0],[671.0],[374.0],[762.0],[29.0],[229.0],[789.0],[257.0],[529.0],[60.0],[792.0],[675.0],[526.0],[946.0],[810.0],[616.0],[378.0],[659.0],[677.0],[791.0],[460.0],[167.0],[428.0],[893.0],[220.0],[959.0],[569.0],[200.0],[400.0],[880.0],[285.0],[365.0],[667.0],[715.0],[429.0],[993.0],[916.0]
58,[566.0],[253.0],[496.0],[442.0],[566.0],[520.0],[498.0],[551.0],[25.0],[315.0],[740.0],[965.0],[37.0],[495.0],[93.0],[637.0],[806.0],[378.0],[185.0],[847.0],[782.0],[157.0],[240.0],[844.0],[420.0],[984.0],[578.0],[767.0],[646.0],[505.0],[898.0],[740.0],[471.0],[728.0],[734.0],[968.0],[614.0],[880.0],[442.0],[826.0],[282.0],[839.0],[686.0],[631.0],[481.0],[44.0],[950.0],[948.0],[755.0],[482.0],[460.0],[250.0],[220.0],[548.0],[506.0],[281.0],[558.0],[639.0],[757.0],[328.0],[795.0],[868.0],[654.0],[880.0],[51.0],[512.0],[461.0],[561.0],[130.0],[654.0],[984.0],[566.0],[125.0],[311.0],[919.0],[775.0],[321.0],[123.0],[857.0],[623.0],[296.0],[708.0],[389.0],[893.0],[654.0],[508.0],[264.0],[913.0],[215.0],[442.0],[614.0],[841.0],[568.0],[790.0],[81.0],[52.0],[447.0],[255.0],[683.0],[379.0],[69.0],[457.0],[349.0],[857.0],[507.0],[596.0],[707.0],[991.0],[100.0],[399.0],[54.0],[651.0],[323.0],[981.0],[26.0],[879.0],[431.0],[269.0],[79.0],[708.0],[351.0],[431.0],[546.0],[68.0],[303.0]
59,[943.0],[739.0],[936.0],[991.0],[616.0],[438.0],[431.0],[870.0],[128.0],[384.0],[525.0],[854.0],[431.0],[158.0],[566.0],[161.0],[880.0],[680.0],[364.0],[394.0],[880.0],[89.0],[910.0],[429.0],[561.0],[608.0],[566.0],[546.0],[450.0],[801.0],[709.0],[568.0],[413.0],[505.0],[59.0],[220.0],[931.0],[874.0],[869.0],[474.0],[961.0],[138.0],[114.0],[82.0],[457.0],[302.0],[614.0],[110.0],[79.0],[417.0],[126.0],[607.0],[149.0],[900.0],[869.0],[445.0],[708.0],[392.0],[608.0],[442.0],[564.0],[20.0],[977.0],[648.0],[431.0],[652.0],[354.0],[252.0],[6.0],[445.0],[473.0],[79.0],[893.0],[764.0],[197.0],[526.0],[886.0],[969.0],[275.0],[163.0],[785.0],[178.0],[13.0],[118.0],[285.0],[273.0],[596.0],[597.0],[759.0],[847.0],[548.0],[405.0],[13.0],[959.0],[635.0],[247.0],[121.0],[239.0],[391.0],[455.0],[522.0],[948.0],[21.0],[0.0],[714.0],[829.0],[744.0],[143.0],[210.0],[924.0],[113.0],[160.0],[669.0],[614.0],[431.0],[764.0],[220.0],[280.0],[17.0],[901.0],[894.0],[225.0],[521.0],[70.0],[159.0]
60,[236.0],[42.0],[457.0],[431.0],[236.0],[531.0],[566.0],[547.0],[518.0],[441.0],[423.0],[205.0],[399.0],[132.0],[245.0],[119.0],[373.0],[622.0],[542.0],[651.0],[566.0],[592.0],[507.0],[970.0],[134.0],[22.0],[44.0],[495.0],[909.0],[728.0],[571.0],[975.0],[141.0],[661.0],[388.0],[943.0],[252.0],[834.0],[460.0],[434.0],[141.0],[1.0],[879.0],[177.0],[739.0],[635.0],[608.0],[13.0],[219.0],[775.0],[994.0],[471.0],[282.0],[105.0],[501.0],[222.0],[671.0],[393.0],[143.0],[542.0],[608.0],[351.0],[581.0],[26.0],[279.0],[829.0],[948.0],[869.0],[20.0],[235.0],[276.0],[285.0],[764.0],[568.0],[897.0],[472.0],[654.0],[502.0],[934.0],[815.0],[118.0],[671.0],[295.0],[479.0],[236.0],[740.0],[995.0],[529.0],[321.0],[740.0],[220.0],[287.0],[672.0],[797.0],[174.0],[909.0],[493.0],[854.0],[845.0],[188.0],[749.0],[983.0],[933.0],[793.0],[788.0],[220.0],[421.0],[523.0],[267.0],[106.0],[203.0],[752.0],[785.0],[869.0],[676.0],[479.0],[461.0],[419.0],[288.0],[559.0],[961.0],[202.0],[542.0],[654.0],[254.0]
61,[456.0],[594.0],[450.0],[985.0],[25.0],[789.0],[236.0],[880.0],[751.0],[304.0],[880.0],[426.0],[418.0],[337.0],[236.0],[980.0],[86.0],[185.0],[768.0],[669.0],[195.0],[165.0],[188.0],[141.0],[960.0],[429.0],[167.0],[975.0],[234.0],[858.0],[847.0],[608.0],[919.0],[738.0],[678.0],[353.0],[220.0],[704.0],[991.0],[20.0],[643.0],[319.0],[564.0],[825.0],[708.0],[433.0],[490.0],[762.0],[904.0],[142.0],[431.0],[280.0],[816.0],[201.0],[482.0],[412.0],[442.0],[638.0],[561.0],[37.0],[79.0],[571.0],[808.0],[985.0],[865.0],[43.0],[471.0],[922.0],[416.0],[273.0],[107.0],[37.0],[479.0],[110.0],[738.0],[393.0],[635.0],[703.0],[957.0],[732.0],[428.0],[829.0],[748.0],[847.0],[399.0],[304.0],[708.0],[426.0],[740.0],[911.0],[284.0],[999.0],[718.0],[740.0],[835.0],[284.0],[196.0],[79.0],[183.0],[589.0],[52.0],[257.0],[654.0],[223.0],[443.0],[910.0],[492.0],[148.0],[44.0],[518.0],[594.0],[982.0],[869.0],[420.0],[887.0],[629.0],[223.0],[471.0],[236.0],[671.0],[141.0],[501.0],[35.0],[200.0],[7.0]
62,[464.0],[164.0],[954.0],[221.0],[280.0],[14.0],[79.0],[725.0],[38.0],[951.0],[603.0],[113.0],[13.0],[823.0],[640.0],[69.0],[483.0],[106.0],[69.0],[819.0],[900.0],[338.0],[640.0],[665.0],[869.0],[968.0],[732.0],[958.0],[172.0],[127.0],[474.0],[49.0],[844.0],[575.0],[568.0],[699.0],[561.0],[925.0],[431.0],[294.0],[815.0],[393.0],[924.0],[372.0],[197.0],[903.0],[721.0],[464.0],[13.0],[716.0],[160.0],[802.0],[813.0],[605.0],[952.0],[911.0],[991.0],[933.0],[323.0],[236.0],[975.0],[266.0],[762.0],[838.0],[566.0],[337.0],[575.0],[802.0],[74.0],[271.0],[822.0],[236.0],[669.0],[608.0],[106.0],[221.0],[349.0],[204.0],[621.0],[612.0],[838.0],[442.0],[939.0],[614.0],[762.0],[525.0],[903.0],[837.0],[694.0],[525.0],[420.0],[847.0],[687.0],[978.0],[710.0],[125.0],[809.0],[218.0],[618.0],[498.0],[674.0],[630.0],[309.0],[352.0],[982.0],[526.0],[461.0],[975.0],[221.0],[575.0],[847.0],[240.0],[734.0],[431.0],[842.0],[708.0],[978.0],[628.0],[355.0],[101.0],[99.0],[106.0],[406.0],[81.0],[256.0]
63,[37.0],[847.0],[464.0],[614.0],[643.0],[721.0],[37.0],[936.0],[368.0],[294.0],[91.0],[566.0],[448.0],[745.0],[569.0],[104.0],[946.0],[770.0],[247.0],[67.0],[431.0],[363.0],[791.0],[655.0],[246.0],[977.0],[614.0],[784.0],[443.0],[401.0],[436.0],[670.0],[717.0],[256.0],[975.0],[951.0],[869.0],[116.0],[285.0],[727.0],[189.0],[156.0],[889.0],[767.0],[156.0],[679.0],[220.0],[1.0],[564.0],[903.0],[566.0],[575.0],[780.0],[931.0],[978.0],[710.0],[221.0],[382.0],[252.0],[268.0],[568.0],[436.0],[670.0],[43.0],[236.0],[672.0],[588.0],[442.0],[339.0],[23.0],[526.0],[110.0],[920.0],[576.0],[869.0],[32.0],[992.0],[583.0],[113.0],[720.0],[629.0],[995.0],[926.0],[651.0],[670.0],[402.0],[256.0],[452.0],[87.0],[49.0],[81.0],[113.0],[865.0],[755.0],[860.0],[374.0],[519.0],[37.0],[64.0],[723.0],[238.0],[819.0],[382.0],[858.0],[452.0],[704.0],[671.0],[762.0],[608.0],[40.0],[614.0],[426.0],[739.0],[220.0],[199.0],[671.0],[482.0],[977.0],[842.0],[442.0],[264.0],[167.0],[681.0],[708.0],[472.0]
64,[285.0],[113.0],[407.0],[717.0],[716.0],[430.0],[285.0],[29.0],[835.0],[698.0],[903.0],[285.0],[113.0],[240.0],[95.0],[255.0],[143.0],[427.0],[993.0],[838.0],[446.0],[70.0],[589.0],[113.0],[291.0],[226.0],[236.0],[762.0],[849.0],[549.0],[975.0],[721.0],[16.0],[679.0],[13.0],[151.0],[991.0],[766.0],[236.0],[554.0],[442.0],[382.0],[211.0],[738.0],[387.0],[670.0],[796.0],[659.0],[394.0],[808.0],[567.0],[78.0],[616.0],[259.0],[188.0],[155.0],[740.0],[465.0],[284.0],[344.0],[740.0],[282.0],[898.0],[337.0],[94.0],[690.0],[654.0],[707.0],[991.0],[367.0],[635.0],[127.0],[734.0],[911.0],[671.0],[740.0],[101.0],[898.0],[933.0],[751.0],[202.0],[221.0],[294.0],[955.0],[442.0],[630.0],[413.0],[752.0],[525.0],[614.0],[869.0],[888.0],[531.0],[113.0],[107.0],[252.0],[7.0],[285.0],[298.0],[815.0],[152.0],[442.0],[286.0],[839.0],[382.0],[130.0],[442.0],[761.0],[495.0],[564.0],[734.0],[517.0],[14.0],[561.0],[541.0],[442.0],[743.0],[226.0],[566.0],[991.0],[645.0],[566.0],[199.0],[294.0],[426.0]
65,[319.0],[37.0],[26.0],[568.0],[79.0],[158.0],[97.0],[431.0],[738.0],[500.0],[413.0],[431.0],[511.0],[754.0],[37.0],[344.0],[844.0],[223.0],[675.0],[451.0],[173.0],[869.0],[137.0],[857.0],[224.0],[948.0],[220.0],[287.0],[454.0],[844.0],[913.0],[879.0],[33.0],[808.0],[113.0],[909.0],[431.0],[72.0],[767.0],[956.0],[472.0],[236.0],[785.0],[769.0],[605.0],[654.0],[929.0],[122.0],[118.0],[460.0],[429.0],[460.0],[78.0],[785.0],[627.0],[858.0],[525.0],[648.0],[869.0],[13.0],[221.0],[378.0],[564.0],[167.0],[901.0],[673.0],[762.0],[128.0],[583.0],[880.0],[196.0],[768.0],[739.0],[118.0],[991.0],[111.0],[625.0],[822.0],[787.0],[38.0],[804.0],[740.0],[259.0],[488.0],[879.0],[635.0],[314.0],[274.0],[58.0],[14.0],[605.0],[204.0],[789.0],[436.0],[922.0],[822.0],[119.0],[429.0],[313.0],[578.0],[932.0],[869.0],[762.0],[180.0],[954.0],[412.0],[656.0],[25.0],[575.0],[853.0],[566.0],[731.0],[286.0],[460.0],[653.0],[991.0],[98.0],[220.0],[767.0],[581.0],[357.0],[296.0],[842.0],[579.0],[328.0]
66,[632.0],[431.0],[985.0],[285.0],[44.0],[985.0],[961.0],[14.0],[727.0],[678.0],[306.0],[188.0],[943.0],[982.0],[285.0],[60.0],[653.0],[213.0],[871.0],[135.0],[113.0],[460.0],[77.0],[281.0],[705.0],[443.0],[822.0],[523.0],[221.0],[897.0],[56.0],[113.0],[305.0],[306.0],[682.0],[378.0],[236.0],[775.0],[248.0],[723.0],[378.0],[79.0],[225.0],[584.0],[931.0],[314.0],[98.0],[325.0],[955.0],[931.0],[200.0],[620.0],[567.0],[252.0],[700.0],[768.0],[49.0],[134.0],[49.0],[291.0],[607.0],[17.0],[853.0],[640.0],[614.0],[901.0],[933.0],[991.0],[382.0],[932.0],[331.0],[930.0],[892.0],[880.0],[988.0],[568.0],[589.0],[564.0],[959.0],[533.0],[46.0],[679.0],[267.0],[163.0],[430.0],[676.0],[306.0],[11.0],[477.0],[580.0],[31.0],[503.0],[635.0],[421.0],[269.0],[583.0],[40.0],[869.0],[138.0],[44.0],[44.0],[977.0],[104.0],[471.0],[362.0],[861.0],[330.0],[802.0],[894.0],[296.0],[814.0],[274.0],[733.0],[713.0],[681.0],[431.0],[984.0],[367.0],[248.0],[854.0],[43.0],[489.0],[400.0],[762.0],[609.0]
67,[764.0],[1.0],[113.0],[566.0],[474.0],[961.0],[623.0],[520.0],[151.0],[558.0],[679.0],[536.0],[847.0],[487.0],[221.0],[882.0],[842.0],[769.0],[171.0],[257.0],[991.0],[533.0],[995.0],[847.0],[546.0],[627.0],[125.0],[542.0],[13.0],[740.0],[493.0],[808.0],[76.0],[793.0],[458.0],[115.0],[291.0],[978.0],[732.0],[680.0],[991.0],[708.0],[715.0],[844.0],[550.0],[306.0],[984.0],[952.0],[571.0],[394.0],[211.0],[240.0],[265.0],[284.0],[608.0],[806.0],[188.0],[708.0],[396.0],[60.0],[392.0],[97.0],[880.0],[887.0],[365.0],[555.0],[296.0],[421.0],[933.0],[95.0],[809.0],[975.0],[204.0],[113.0],[431.0],[13.0],[498.0],[924.0],[847.0],[985.0],[268.0],[399.0],[158.0],[471.0],[566.0],[62.0],[679.0],[630.0],[115.0],[520.0],[769.0],[9.0],[828.0],[429.0],[769.0],[74.0],[15.0],[505.0],[327.0],[40.0],[223.0],[822.0],[621.0],[186.0],[480.0],[643.0],[431.0],[961.0],[995.0],[86.0],[67.0],[544.0],[967.0],[195.0],[975.0],[566.0],[704.0],[933.0],[653.0],[431.0],[137.0],[622.0],[985.0],[671.0],[434.0]
68,[479.0],[975.0],[679.0],[37.0],[738.0],[473.0],[397.0],[422.0],[951.0],[154.0],[808.0],[498.0],[866.0],[676.0],[568.0],[218.0],[26.0],[424.0],[336.0],[348.0],[70.0],[35.0],[220.0],[868.0],[9.0],[815.0],[378.0],[880.0],[975.0],[248.0],[498.0],[118.0],[654.0],[140.0],[663.0],[866.0],[807.0],[400.0],[221.0],[759.0],[659.0],[991.0],[727.0],[897.0],[628.0],[808.0],[330.0],[285.0],[913.0],[579.0],[428.0],[933.0],[638.0],[924.0],[14.0],[247.0],[14.0],[121.0],[14.0],[505.0],[35.0],[41.0],[256.0],[106.0],[79.0],[559.0],[382.0],[716.0],[57.0],[130.0],[33.0],[851.0],[883.0],[179.0],[63.0],[954.0],[148.0],[853.0],[258.0],[146.0],[956.0],[898.0],[356.0],[220.0],[479.0],[406.0],[399.0],[482.0],[866.0],[414.0],[846.0],[756.0],[515.0],[74.0],[984.0],[12.0],[278.0],[501.0],[980.0],[328.0],[189.0],[224.0],[934.0],[637.0],[779.0],[815.0],[769.0],[141.0],[520.0],[678.0],[285.0],[74.0],[767.0],[900.0],[613.0],[236.0],[490.0],[657.0],[37.0],[967.0],[220.0],[460.0],[635.0],[951.0],[986.0]
69,[273.0],[407.0],[847.0],[236.0],[138.0],[420.0],[903.0],[635.0],[931.0],[696.0],[113.0],[37.0],[614.0],[62.0],[975.0],[456.0],[117.0],[635.0],[188.0],[671.0],[580.0],[244.0],[704.0],[530.0],[965.0],[189.0],[165.0],[965.0],[568.0],[525.0],[220.0],[847.0],[818.0],[236.0],[998.0],[915.0],[882.0],[482.0],[558.0],[670.0],[286.0],[442.0],[580.0],[898.0],[442.0],[762.0],[898.0],[991.0],[654.0],[311.0],[814.0],[455.0],[193.0],[564.0],[49.0],[152.0],[614.0],[390.0],[630.0],[595.0],[906.0],[408.0],[544.0],[718.0],[565.0],[654.0],[86.0],[248.0],[581.0],[170.0],[324.0],[516.0],[538.0],[140.0],[875.0],[319.0],[314.0],[879.0],[614.0],[842.0],[386.0],[564.0],[664.0],[56.0],[113.0],[977.0],[564.0],[775.0],[915.0],[635.0],[288.0],[959.0],[600.0],[14.0],[32.0],[585.0],[20.0],[167.0],[145.0],[73.0],[142.0],[625.0],[957.0],[226.0],[705.0],[189.0],[566.0],[198.0],[623.0],[800.0],[431.0],[898.0],[421.0],[951.0],[985.0],[13.0],[142.0],[575.0],[431.0],[875.0],[887.0],[13.0],[167.0],[418.0],[837.0]
70,[367.0],[875.0],[256.0],[220.0],[542.0],[830.0],[220.0],[652.0],[252.0],[173.0],[256.0],[991.0],[288.0],[182.0],[365.0],[421.0],[430.0],[13.0],[677.0],[415.0],[358.0],[325.0],[985.0],[779.0],[709.0],[412.0],[869.0],[821.0],[851.0],[49.0],[373.0],[326.0],[226.0],[991.0],[110.0],[775.0],[458.0],[714.0],[568.0],[961.0],[525.0],[62.0],[173.0],[853.0],[232.0],[256.0],[924.0],[146.0],[667.0],[225.0],[67.0],[283.0],[704.0],[920.0],[697.0],[366.0],[630.0],[671.0],[520.0],[728.0],[499.0],[78.0],[314.0],[673.0],[555.0],[254.0],[113.0],[368.0],[865.0],[402.0],[832.0],[728.0],[451.0],[835.0],[566.0],[896.0],[762.0],[220.0],[790.0],[575.0],[245.0],[633.0],[487.0],[587.0],[764.0],[614.0],[671.0],[993.0],[397.0],[288.0],[585.0],[981.0],[40.0],[172.0],[234.0],[234.0],[434.0],[556.0],[991.0],[928.0],[873.0],[740.0],[157.0],[799.0],[916.0],[946.0],[781.0],[314.0],[546.0],[388.0],[104.0],[203.0],[875.0],[727.0],[268.0],[720.0],[441.0],[719.0],[938.0],[769.0],[673.0],[607.0],[501.0],[853.0],[991.0]
71,[176.0],[769.0],[808.0],[822.0],[453.0],[218.0],[769.0],[113.0],[284.0],[108.0],[568.0],[13.0],[612.0],[856.0],[101.0],[709.0],[347.0],[303.0],[875.0],[442.0],[614.0],[250.0],[770.0],[888.0],[571.0],[254.0],[338.0],[894.0],[38.0],[396.0],[927.0],[614.0],[564.0],[119.0],[855.0],[568.0],[285.0],[142.0],[975.0],[709.0],[721.0],[449.0],[48.0],[691.0],[726.0],[413.0],[564.0],[697.0],[20.0],[677.0],[736.0],[156.0],[412.0],[594.0],[53.0],[12.0],[520.0],[720.0],[665.0],[561.0],[437.0],[921.0],[399.0],[622.0],[581.0],[365.0],[388.0],[637.0],[246.0],[984.0],[314.0],[748.0],[838.0],[194.0],[459.0],[497.0],[110.0],[909.0],[382.0],[430.0],[29.0],[525.0],[692.0],[575.0],[431.0],[943.0],[326.0],[142.0],[603.0],[912.0],[576.0],[68.0],[11.0],[943.0],[284.0],[487.0],[543.0],[88.0],[259.0],[948.0],[415.0],[898.0],[683.0],[902.0],[185.0],[472.0],[830.0],[880.0],[635.0],[817.0],[13.0],[711.0],[393.0],[566.0],[291.0],[846.0],[954.0],[954.0],[576.0],[566.0],[365.0],[488.0],[106.0],[442.0],[425.0]
72,[656.0],[393.0],[614.0],[583.0],[207.0],[246.0],[852.0],[666.0],[420.0],[915.0],[975.0],[442.0],[309.0],[379.0],[344.0],[996.0],[499.0],[287.0],[393.0],[13.0],[442.0],[875.0],[555.0],[220.0],[122.0],[578.0],[843.0],[738.0],[680.0],[721.0],[867.0],[162.0],[232.0],[926.0],[285.0],[221.0],[37.0],[796.0],[430.0],[646.0],[870.0],[977.0],[110.0],[225.0],[991.0],[649.0],[853.0],[250.0],[762.0],[202.0],[366.0],[393.0],[189.0],[91.0],[641.0],[850.0],[526.0],[149.0],[531.0],[858.0],[126.0],[271.0],[691.0],[901.0],[37.0],[581.0],[800.0],[431.0],[365.0],[490.0],[65.0],[926.0],[91.0],[483.0],[184.0],[361.0],[13.0],[125.0],[604.0],[397.0],[596.0],[608.0],[676.0],[856.0],[510.0],[132.0],[651.0],[400.0],[667.0],[12.0],[276.0],[17.0],[246.0],[964.0],[252.0],[980.0],[452.0],[454.0],[577.0],[98.0],[770.0],[394.0],[133.0],[671.0],[64.0],[114.0],[38.0],[671.0],[308.0],[113.0],[349.0],[758.0],[71.0],[151.0],[395.0],[709.0],[362.0],[456.0],[199.0],[945.0],[559.0],[624.0],[803.0],[271.0],[126.0]
