Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
29,[207.0],[389.0],[380.0],[836.0],[553.0],[204.0],[75.0],[305.0],[860.0],[673.0],[120.0],[419.0],[133.0],[947.0],[173.0],[14.0],[667.0],[884.0],[968.0],[823.0],[412.0],[390.0],[988.0],[296.0],[84.0],[779.0],[580.0],[130.0],[858.0],[955.0],[477.0],[412.0],[349.0],[586.0],[373.0],[500.0],[753.0],[74.0],[824.0],[70.0],[741.0],[722.0],[870.0],[82.0],[209.0],[776.0],[498.0],[329.0],[32.0],[653.0]
30,[328.0],[753.0],[693.0],[153.0],[794.0],[632.0],[702.0],[194.0],[305.0],[691.0],[158.0],[481.0],[7.0],[365.0],[592.0],[747.0],[498.0],[729.0],[805.0],[463.0],[300.0],[211.0],[640.0],[161.0],[673.0],[586.0],[714.0],[37.0],[823.0],[522.0],[32.0],[160.0],[933.0],[84.0],[894.0],[204.0],[738.0],[940.0],[804.0],[949.0],[385.0],[714.0],[570.0],[837.0],[102.0],[194.0],[389.0],[975.0],[858.0],[187.0]
31,[770.0],[220.0],[527.0],[645.0],[813.0],[257.0],[936.0],[819.0],[729.0],[970.0],[628.0],[233.0],[718.0],[965.0],[669.0],[992.0],[433.0],[673.0],[384.0],[84.0],[811.0],[919.0],[261.0],[604.0],[340.0],[715.0],[375.0],[286.0],[4.0],[307.0],[363.0],[151.0],[831.0],[529.0],[176.0],[157.0],[54.0],[772.0],[955.0],[558.0],[556.0],[96.0],[162.0],[180.0],[619.0],[284.0],[875.0],[32.0],[329.0],[594.0]
32,[427.0],[546.0],[411.0],[20.0],[919.0],[324.0],[194.0],[45.0],[159.0],[988.0],[851.0],[140.0],[428.0],[823.0],[804.0],[917.0],[138.0],[238.0],[577.0],[245.0],[974.0],[965.0],[612.0],[115.0],[172.0],[319.0],[290.0],[885.0],[877.0],[537.0],[153.0],[967.0],[655.0],[955.0],[365.0],[888.0],[666.0],[388.0],[217.0],[715.0],[336.0],[949.0],[265.0],[310.0],[47.0],[882.0],[978.0],[238.0],[596.0],[127.0]
33,[807.0],[966.0],[62.0],[392.0],[273.0],[340.0],[328.0],[181.0],[791.0],[907.0],[238.0],[386.0],[832.0],[903.0],[837.0],[707.0],[556.0],[882.0],[682.0],[949.0],[868.0],[949.0],[949.0],[382.0],[829.0],[335.0],[537.0],[934.0],[100.0],[322.0],[628.0],[235.0],[200.0],[443.0],[274.0],[231.0],[138.0],[21.0],[877.0],[722.0],[444.0],[204.0],[21.0],[682.0],[481.0],[173.0],[504.0],[239.0],[238.0],[724.0]
34,[936.0],[415.0],[943.0],[543.0],[851.0],[339.0],[832.0],[669.0],[82.0],[229.0],[32.0],[951.0],[319.0],[951.0],[142.0],[654.0],[875.0],[779.0],[338.0],[629.0],[135.0],[739.0],[928.0],[612.0],[684.0],[159.0],[56.0],[655.0],[7.0],[73.0],[685.0],[141.0],[236.0],[53.0],[245.0],[829.0],[152.0],[811.0],[405.0],[513.0],[182.0],[174.0],[913.0],[416.0],[22.0],[586.0],[612.0],[246.0],[683.0],[247.0]
35,[433.0],[544.0],[804.0],[92.0],[874.0],[203.0],[137.0],[142.0],[945.0],[447.0],[788.0],[393.0],[84.0],[188.0],[985.0],[435.0],[896.0],[568.0],[932.0],[768.0],[601.0],[829.0],[405.0],[383.0],[888.0],[590.0],[798.0],[856.0],[130.0],[398.0],[305.0],[170.0],[604.0],[113.0],[829.0],[346.0],[851.0],[153.0],[229.0],[258.0],[257.0],[888.0],[293.0],[20.0],[183.0],[813.0],[739.0],[328.0],[246.0],[238.0]
36,[769.0],[574.0],[419.0],[651.0],[24.0],[840.0],[127.0],[122.0],[850.0],[383.0],[819.0],[431.0],[75.0],[227.0],[39.0],[685.0],[152.0],[772.0],[52.0],[538.0],[309.0],[591.0],[354.0],[335.0],[92.0],[84.0],[895.0],[995.0],[444.0],[912.0],[67.0],[97.0],[801.0],[970.0],[739.0],[625.0],[244.0],[892.0],[836.0],[105.0],[669.0],[693.0],[463.0],[906.0],[721.0],[145.0],[463.0],[127.0],[813.0],[155.0]
37,[442.0],[940.0],[105.0],[620.0],[676.0],[39.0],[653.0],[890.0],[936.0],[581.0],[477.0],[85.0],[74.0],[70.0],[717.0],[631.0],[112.0],[812.0],[615.0],[341.0],[120.0],[818.0],[466.0],[653.0],[390.0],[951.0],[288.0],[16.0],[676.0],[638.0],[909.0],[437.0],[618.0],[988.0],[70.0],[860.0],[689.0],[123.0],[322.0],[584.0],[894.0],[906.0],[345.0],[966.0],[340.0],[197.0],[113.0],[263.0],[653.0],[325.0]
38,[803.0],[397.0],[955.0],[926.0],[145.0],[227.0],[159.0],[163.0],[894.0],[335.0],[728.0],[73.0],[81.0],[236.0],[760.0],[632.0],[593.0],[370.0],[127.0],[441.0],[231.0],[21.0],[188.0],[100.0],[145.0],[754.0],[797.0],[793.0],[479.0],[347.0],[465.0],[366.0],[437.0],[836.0],[131.0],[352.0],[382.0],[365.0],[673.0],[383.0],[107.0],[409.0],[155.0],[56.0],[597.0],[297.0],[340.0],[99.0],[158.0],[40.0]
39,[900.0],[254.0],[522.0],[525.0],[765.0],[290.0],[464.0],[385.0],[447.0],[822.0],[194.0],[747.0],[786.0],[907.0],[400.0],[250.0],[60.0],[129.0],[249.0],[995.0],[252.0],[345.0],[463.0],[715.0],[31.0],[312.0],[53.0],[473.0],[782.0],[293.0],[882.0],[223.0],[435.0],[644.0],[558.0],[974.0],[467.0],[831.0],[236.0],[413.0],[718.0],[947.0],[623.0],[288.0],[373.0],[261.0],[428.0],[697.0],[729.0],[396.0]
40,[98.0],[972.0],[101.0],[924.0],[153.0],[709.0],[939.0],[556.0],[107.0],[207.0],[159.0],[294.0],[731.0],[538.0],[877.0],[66.0],[505.0],[784.0],[760.0],[127.0],[610.0],[580.0],[691.0],[312.0],[189.0],[386.0],[233.0],[982.0],[769.0],[474.0],[525.0],[790.0],[238.0],[986.0],[715.0],[422.0],[230.0],[288.0],[946.0],[928.0],[804.0],[615.0],[823.0],[555.0],[435.0],[7.0],[669.0],[851.0],[851.0],[190.0]
41,[252.0],[578.0],[245.0],[24.0],[753.0],[779.0],[564.0],[317.0],[606.0],[127.0],[263.0],[966.0],[766.0],[176.0],[347.0],[965.0],[608.0],[993.0],[688.0],[803.0],[618.0],[412.0],[798.0],[953.0],[947.0],[190.0],[107.0],[279.0],[933.0],[761.0],[284.0],[517.0],[506.0],[538.0],[823.0],[923.0],[211.0],[61.0],[995.0],[791.0],[773.0],[293.0],[829.0],[920.0],[633.0],[444.0],[965.0],[532.0],[392.0],[317.0]
42,[959.0],[775.0],[266.0],[237.0],[626.0],[538.0],[953.0],[623.0],[663.0],[151.0],[201.0],[718.0],[744.0],[722.0],[928.0],[5.0],[540.0],[104.0],[508.0],[517.0],[770.0],[142.0],[895.0],[207.0],[519.0],[100.0],[66.0],[764.0],[903.0],[549.0],[620.0],[975.0],[146.0],[524.0],[142.0],[135.0],[207.0],[285.0],[984.0],[207.0],[943.0],[220.0],[754.0],[836.0],[198.0],[505.0],[696.0],[104.0],[776.0],[223.0]
43,[190.0],[43.0],[261.0],[684.0],[599.0],[294.0],[17.0],[505.0],[686.0],[392.0],[330.0],[656.0],[44.0],[866.0],[935.0],[715.0],[536.0],[750.0],[532.0],[618.0],[975.0],[42.0],[966.0],[127.0],[76.0],[427.0],[965.0],[975.0],[452.0],[516.0],[936.0],[864.0],[363.0],[574.0],[524.0],[112.0],[884.0],[76.0],[403.0],[377.0],[602.0],[594.0],[435.0],[83.0],[117.0],[229.0],[427.0],[67.0],[685.0],[875.0]
44,[28.0],[691.0],[395.0],[168.0],[172.0],[985.0],[591.0],[153.0],[678.0],[620.0],[481.0],[921.0],[6.0],[411.0],[966.0],[586.0],[94.0],[531.0],[892.0],[411.0],[623.0],[669.0],[288.0],[769.0],[722.0],[652.0],[866.0],[729.0],[650.0],[717.0],[92.0],[305.0],[138.0],[368.0],[377.0],[536.0],[668.0],[246.0],[83.0],[173.0],[481.0],[696.0],[696.0],[850.0],[893.0],[836.0],[693.0],[138.0],[884.0],[70.0]
45,[439.0],[965.0],[291.0],[532.0],[905.0],[196.0],[333.0],[24.0],[439.0],[702.0],[767.0],[58.0],[495.0],[673.0],[638.0],[502.0],[851.0],[774.0],[463.0],[696.0],[652.0],[823.0],[704.0],[933.0],[595.0],[189.0],[823.0],[936.0],[324.0],[204.0],[896.0],[653.0],[936.0],[45.0],[477.0],[742.0],[801.0],[92.0],[857.0],[98.0],[760.0],[70.0],[949.0],[976.0],[731.0],[66.0],[131.0],[469.0],[285.0],[312.0]
46,[312.0],[105.0],[648.0],[218.0],[375.0],[70.0],[223.0],[816.0],[171.0],[688.0],[223.0],[724.0],[881.0],[345.0],[654.0],[42.0],[660.0],[106.0],[403.0],[358.0],[363.0],[81.0],[555.0],[148.0],[471.0],[933.0],[5.0],[677.0],[842.0],[75.0],[923.0],[954.0],[422.0],[598.0],[953.0],[889.0],[329.0],[427.0],[89.0],[691.0],[857.0],[142.0],[746.0],[721.0],[527.0],[517.0],[293.0],[153.0],[71.0],[743.0]
47,[487.0],[225.0],[405.0],[553.0],[453.0],[906.0],[937.0],[130.0],[283.0],[975.0],[329.0],[97.0],[842.0],[96.0],[70.0],[247.0],[67.0],[5.0],[192.0],[146.0],[913.0],[204.0],[259.0],[903.0],[652.0],[519.0],[345.0],[951.0],[427.0],[394.0],[392.0],[729.0],[884.0],[812.0],[319.0],[874.0],[776.0],[729.0],[555.0],[984.0],[507.0],[345.0],[142.0],[988.0],[415.0],[618.0],[188.0],[92.0],[86.0],[866.0]
48,[842.0],[928.0],[149.0],[753.0],[846.0],[763.0],[71.0],[257.0],[431.0],[465.0],[363.0],[583.0],[324.0],[884.0],[691.0],[146.0],[889.0],[724.0],[751.0],[204.0],[628.0],[504.0],[254.0],[840.0],[626.0],[90.0],[245.0],[509.0],[984.0],[584.0],[684.0],[270.0],[585.0],[671.0],[127.0],[669.0],[953.0],[684.0],[1.0],[830.0],[951.0],[907.0],[422.0],[659.0],[538.0],[536.0],[580.0],[17.0],[832.0],[754.0]
49,[184.0],[47.0],[735.0],[481.0],[138.0],[966.0],[666.0],[250.0],[942.0],[92.0],[153.0],[794.0],[754.0],[211.0],[970.0],[324.0],[684.0],[87.0],[53.0],[754.0],[904.0],[567.0],[265.0],[247.0],[696.0],[344.0],[949.0],[952.0],[803.0],[325.0],[595.0],[464.0],[467.0],[928.0],[548.0],[486.0],[596.0],[130.0],[335.0],[405.0],[393.0],[119.0],[947.0],[568.0],[940.0],[96.0],[190.0],[86.0],[54.0],[498.0]
50,[693.0],[701.0],[643.0],[516.0],[840.0],[681.0],[510.0],[425.0],[555.0],[628.0],[975.0],[765.0],[941.0],[277.0],[511.0],[32.0],[665.0],[17.0],[663.0],[38.0],[430.0],[947.0],[544.0],[155.0],[977.0],[118.0],[907.0],[140.0],[652.0],[520.0],[182.0],[219.0],[112.0],[772.0],[983.0],[722.0],[637.0],[477.0],[319.0],[803.0],[624.0],[5.0],[992.0],[267.0],[693.0],[187.0],[345.0],[519.0],[620.0],[399.0]
51,[386.0],[122.0],[121.0],[859.0],[838.0],[758.0],[226.0],[462.0],[644.0],[532.0],[891.0],[743.0],[155.0],[779.0],[5.0],[134.0],[887.0],[409.0],[186.0],[190.0],[435.0],[128.0],[215.0],[427.0],[378.0],[549.0],[293.0],[29.0],[948.0],[548.0],[197.0],[194.0],[583.0],[791.0],[323.0],[96.0],[585.0],[319.0],[558.0],[911.0],[85.0],[504.0],[112.0],[442.0],[225.0],[152.0],[95.0],[76.0],[344.0],[94.0]
