Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
194,[543.0],[105.0],[97.0],[303.0],[406.0],[860.0],[133.0],[536.0],[516.0],[891.0],[640.0],[94.0],[615.0],[381.0],[144.0],[829.0],[410.0],[115.0],[877.0],[749.0],[724.0],[651.0],[576.0],[1.0],[787.0],[263.0],[291.0],[5.0],[695.0],[691.0],[266.0],[719.0],[923.0],[129.0],[128.0],[364.0],[891.0],[428.0],[24.0],[42.0],[376.0],[69.0],[225.0],[330.0],[376.0],[133.0],[131.0],[440.0],[962.0],[697.0]
195,[873.0],[80.0],[640.0],[719.0],[400.0],[598.0],[759.0],[306.0],[5.0],[857.0],[610.0],[401.0],[752.0],[411.0],[865.0],[333.0],[113.0],[150.0],[650.0],[752.0],[851.0],[701.0],[650.0],[135.0],[594.0],[810.0],[376.0],[263.0],[787.0],[332.0],[965.0],[105.0],[714.0],[97.0],[701.0],[855.0],[825.0],[142.0],[779.0],[635.0],[967.0],[325.0],[652.0],[742.0],[317.0],[804.0],[596.0],[801.0],[257.0],[438.0]
196,[699.0],[329.0],[925.0],[559.0],[395.0],[560.0],[105.0],[321.0],[398.0],[801.0],[728.0],[444.0],[526.0],[54.0],[601.0],[505.0],[61.0],[406.0],[245.0],[234.0],[965.0],[926.0],[120.0],[603.0],[96.0],[359.0],[55.0],[333.0],[743.0],[290.0],[906.0],[901.0],[922.0],[614.0],[254.0],[20.0],[430.0],[199.0],[333.0],[154.0],[662.0],[601.0],[794.0],[359.0],[157.0],[860.0],[902.0],[924.0],[896.0],[743.0]
197,[191.0],[376.0],[423.0],[476.0],[543.0],[978.0],[868.0],[436.0],[435.0],[719.0],[751.0],[540.0],[594.0],[993.0],[176.0],[408.0],[364.0],[51.0],[655.0],[521.0],[72.0],[120.0],[773.0],[742.0],[253.0],[151.0],[601.0],[409.0],[858.0],[259.0],[496.0],[567.0],[962.0],[227.0],[496.0],[795.0],[612.0],[520.0],[76.0],[333.0],[220.0],[113.0],[397.0],[803.0],[281.0],[811.0],[389.0],[20.0],[705.0],[469.0]
198,[841.0],[980.0],[716.0],[120.0],[191.0],[111.0],[493.0],[61.0],[174.0],[120.0],[115.0],[84.0],[135.0],[345.0],[583.0],[618.0],[333.0],[691.0],[247.0],[428.0],[213.0],[635.0],[239.0],[719.0],[673.0],[374.0],[599.0],[794.0],[260.0],[1.0],[436.0],[376.0],[288.0],[974.0],[290.0],[930.0],[307.0],[204.0],[5.0],[509.0],[790.0],[872.0],[189.0],[719.0],[332.0],[522.0],[660.0],[246.0],[236.0],[896.0]
199,[790.0],[405.0],[693.0],[424.0],[997.0],[664.0],[732.0],[699.0],[304.0],[948.0],[729.0],[288.0],[129.0],[86.0],[599.0],[436.0],[718.0],[940.0],[615.0],[967.0],[20.0],[168.0],[904.0],[814.0],[877.0],[71.0],[135.0],[988.0],[42.0],[578.0],[220.0],[368.0],[844.0],[962.0],[856.0],[733.0],[261.0],[524.0],[547.0],[325.0],[234.0],[806.0],[699.0],[242.0],[193.0],[962.0],[359.0],[679.0],[412.0],[201.0]
200,[923.0],[128.0],[346.0],[702.0],[36.0],[547.0],[220.0],[567.0],[469.0],[767.0],[988.0],[608.0],[652.0],[171.0],[903.0],[498.0],[640.0],[239.0],[281.0],[662.0],[698.0],[702.0],[190.0],[557.0],[708.0],[567.0],[913.0],[245.0],[161.0],[6.0],[149.0],[742.0],[794.0],[871.0],[567.0],[235.0],[767.0],[469.0],[689.0],[923.0],[906.0],[597.0],[982.0],[937.0],[697.0],[352.0],[712.0],[543.0],[978.0],[17.0]
201,[929.0],[172.0],[666.0],[508.0],[733.0],[588.0],[808.0],[497.0],[537.0],[104.0],[239.0],[692.0],[756.0],[829.0],[861.0],[719.0],[765.0],[98.0],[238.0],[135.0],[956.0],[250.0],[427.0],[861.0],[173.0],[79.0],[904.0],[547.0],[523.0],[503.0],[625.0],[730.0],[303.0],[547.0],[691.0],[87.0],[370.0],[971.0],[412.0],[747.0],[366.0],[40.0],[933.0],[363.0],[399.0],[101.0],[329.0],[277.0],[888.0],[21.0]
202,[787.0],[261.0],[656.0],[954.0],[420.0],[420.0],[928.0],[20.0],[639.0],[429.0],[477.0],[102.0],[173.0],[67.0],[419.0],[625.0],[834.0],[820.0],[956.0],[366.0],[259.0],[364.0],[496.0],[705.0],[113.0],[789.0],[742.0],[555.0],[531.0],[881.0],[708.0],[664.0],[961.0],[363.0],[200.0],[440.0],[635.0],[237.0],[924.0],[187.0],[573.0],[450.0],[787.0],[986.0],[584.0],[705.0],[645.0],[199.0],[919.0],[821.0]
203,[400.0],[962.0],[231.0],[437.0],[994.0],[333.0],[811.0],[438.0],[697.0],[263.0],[555.0],[60.0],[72.0],[180.0],[909.0],[858.0],[499.0],[668.0],[986.0],[424.0],[234.0],[719.0],[419.0],[197.0],[133.0],[712.0],[585.0],[615.0],[270.0],[531.0],[42.0],[235.0],[612.0],[333.0],[235.0],[438.0],[433.0],[235.0],[595.0],[352.0],[787.0],[432.0],[848.0],[283.0],[469.0],[508.0],[151.0],[651.0],[520.0],[106.0]
204,[799.0],[324.0],[410.0],[891.0],[440.0],[903.0],[7.0],[839.0],[932.0],[702.0],[702.0],[122.0],[698.0],[340.0],[381.0],[547.0],[95.0],[171.0],[909.0],[339.0],[511.0],[769.0],[992.0],[95.0],[290.0],[732.0],[811.0],[871.0],[69.0],[430.0],[253.0],[14.0],[466.0],[242.0],[578.0],[774.0],[930.0],[36.0],[409.0],[26.0],[910.0],[64.0],[687.0],[702.0],[848.0],[602.0],[32.0],[464.0],[463.0],[864.0]
205,[20.0],[850.0],[921.0],[521.0],[114.0],[612.0],[294.0],[647.0],[385.0],[98.0],[96.0],[984.0],[189.0],[688.0],[773.0],[115.0],[910.0],[530.0],[989.0],[790.0],[733.0],[795.0],[603.0],[610.0],[928.0],[819.0],[719.0],[894.0],[104.0],[614.0],[877.0],[36.0],[997.0],[453.0],[544.0],[636.0],[492.0],[545.0],[871.0],[715.0],[521.0],[772.0],[141.0],[599.0],[954.0],[636.0],[147.0],[237.0],[21.0],[971.0]
206,[352.0],[141.0],[868.0],[557.0],[963.0],[428.0],[601.0],[625.0],[422.0],[567.0],[494.0],[152.0],[400.0],[417.0],[319.0],[683.0],[445.0],[683.0],[517.0],[208.0],[161.0],[135.0],[771.0],[923.0],[220.0],[235.0],[248.0],[594.0],[502.0],[544.0],[336.0],[438.0],[986.0],[762.0],[746.0],[170.0],[263.0],[438.0],[21.0],[547.0],[810.0],[364.0],[954.0],[45.0],[105.0],[708.0],[259.0],[485.0],[871.0],[253.0]
207,[391.0],[586.0],[695.0],[861.0],[636.0],[69.0],[951.0],[644.0],[741.0],[557.0],[557.0],[427.0],[706.0],[142.0],[352.0],[201.0],[752.0],[634.0],[788.0],[180.0],[751.0],[317.0],[596.0],[168.0],[187.0],[634.0],[787.0],[612.0],[701.0],[966.0],[115.0],[810.0],[578.0],[298.0],[966.0],[81.0],[774.0],[178.0],[245.0],[216.0],[556.0],[983.0],[967.0],[637.0],[672.0],[967.0],[813.0],[729.0],[517.0],[219.0]
208,[636.0],[398.0],[411.0],[910.0],[786.0],[147.0],[841.0],[115.0],[294.0],[959.0],[673.0],[510.0],[933.0],[465.0],[496.0],[955.0],[790.0],[102.0],[594.0],[155.0],[440.0],[178.0],[814.0],[712.0],[95.0],[360.0],[517.0],[962.0],[336.0],[166.0],[105.0],[857.0],[6.0],[479.0],[946.0],[321.0],[405.0],[72.0],[752.0],[517.0],[208.0],[923.0],[810.0],[765.0],[502.0],[871.0],[789.0],[926.0],[443.0],[963.0]
209,[679.0],[131.0],[811.0],[238.0],[69.0],[242.0],[923.0],[170.0],[112.0],[235.0],[79.0],[593.0],[191.0],[371.0],[519.0],[145.0],[825.0],[596.0],[701.0],[559.0],[270.0],[752.0],[460.0],[352.0],[604.0],[505.0],[775.0],[665.0],[4.0],[188.0],[376.0],[170.0],[599.0],[752.0],[438.0],[69.0],[496.0],[170.0],[679.0],[871.0],[699.0],[178.0],[570.0],[492.0],[810.0],[891.0],[400.0],[105.0],[547.0],[531.0]
210,[930.0],[393.0],[382.0],[767.0],[523.0],[965.0],[582.0],[84.0],[447.0],[610.0],[668.0],[300.0],[99.0],[390.0],[113.0],[871.0],[794.0],[73.0],[801.0],[376.0],[988.0],[672.0],[531.0],[8.0],[127.0],[894.0],[810.0],[536.0],[254.0],[405.0],[239.0],[523.0],[195.0],[147.0],[405.0],[750.0],[478.0],[364.0],[134.0],[707.0],[276.0],[330.0],[276.0],[809.0],[270.0],[366.0],[158.0],[328.0],[864.0],[317.0]
211,[199.0],[917.0],[276.0],[208.0],[855.0],[908.0],[825.0],[109.0],[638.0],[140.0],[464.0],[299.0],[563.0],[379.0],[95.0],[217.0],[366.0],[158.0],[444.0],[312.0],[636.0],[36.0],[714.0],[649.0],[294.0],[23.0],[604.0],[79.0],[346.0],[305.0],[787.0],[450.0],[220.0],[248.0],[764.0],[523.0],[229.0],[706.0],[962.0],[21.0],[240.0],[352.0],[619.0],[625.0],[743.0],[566.0],[665.0],[566.0],[831.0],[994.0]
212,[508.0],[871.0],[601.0],[610.0],[699.0],[298.0],[599.0],[965.0],[346.0],[438.0],[634.0],[665.0],[543.0],[172.0],[788.0],[101.0],[723.0],[168.0],[864.0],[910.0],[502.0],[871.0],[668.0],[733.0],[349.0],[438.0],[352.0],[768.0],[461.0],[965.0],[426.0],[135.0],[891.0],[889.0],[141.0],[508.0],[81.0],[17.0],[560.0],[712.0],[928.0],[827.0],[916.0],[545.0],[699.0],[877.0],[191.0],[714.0],[160.0],[191.0]
213,[893.0],[328.0],[524.0],[263.0],[810.0],[861.0],[634.0],[701.0],[696.0],[712.0],[712.0],[809.0],[165.0],[693.0],[524.0],[962.0],[665.0],[688.0],[838.0],[105.0],[989.0],[270.0],[158.0],[713.0],[578.0],[568.0],[765.0],[974.0],[321.0],[261.0],[141.0],[386.0],[835.0],[789.0],[56.0],[117.0],[750.0],[789.0],[445.0],[107.0],[563.0],[365.0],[533.0],[546.0],[161.0],[910.0],[851.0],[119.0],[270.0],[332.0]
214,[924.0],[925.0],[30.0],[834.0],[198.0],[645.0],[212.0],[950.0],[483.0],[439.0],[81.0],[716.0],[695.0],[532.0],[133.0],[615.0],[967.0],[685.0],[663.0],[309.0],[131.0],[971.0],[376.0],[822.0],[260.0],[168.0],[106.0],[634.0],[794.0],[363.0],[727.0],[198.0],[691.0],[244.0],[995.0],[178.0],[966.0],[108.0],[974.0],[864.0],[424.0],[406.0],[376.0],[115.0],[725.0],[547.0],[360.0],[545.0],[866.0],[415.0]
215,[237.0],[259.0],[923.0],[583.0],[787.0],[131.0],[260.0],[239.0],[231.0],[170.0],[894.0],[950.0],[20.0],[906.0],[586.0],[633.0],[134.0],[23.0],[219.0],[834.0],[672.0],[974.0],[815.0],[570.0],[55.0],[170.0],[244.0],[174.0],[919.0],[767.0],[896.0],[752.0],[767.0],[135.0],[170.0],[891.0],[705.0],[185.0],[327.0],[151.0],[523.0],[36.0],[935.0],[902.0],[714.0],[767.0],[1.0],[811.0],[787.0],[400.0]
216,[964.0],[284.0],[324.0],[113.0],[376.0],[376.0],[920.0],[107.0],[504.0],[129.0],[683.0],[252.0],[524.0],[204.0],[508.0],[974.0],[570.0],[532.0],[223.0],[131.0],[820.0],[366.0],[104.0],[150.0],[544.0],[308.0],[603.0],[436.0],[414.0],[78.0],[668.0],[895.0],[573.0],[360.0],[249.0],[799.0],[383.0],[359.0],[423.0],[475.0],[486.0],[211.0],[979.0],[401.0],[831.0],[834.0],[153.0],[123.0],[142.0],[399.0]
217,[234.0],[109.0],[486.0],[556.0],[964.0],[863.0],[334.0],[274.0],[260.0],[184.0],[528.0],[326.0],[651.0],[525.0],[570.0],[245.0],[556.0],[392.0],[70.0],[427.0],[321.0],[878.0],[702.0],[953.0],[638.0],[194.0],[227.0],[751.0],[765.0],[238.0],[810.0],[12.0],[290.0],[247.0],[125.0],[827.0],[288.0],[11.0],[97.0],[412.0],[559.0],[994.0],[923.0],[239.0],[419.0],[321.0],[848.0],[150.0],[714.0],[401.0]
218,[891.0],[188.0],[352.0],[363.0],[283.0],[752.0],[188.0],[81.0],[860.0],[81.0],[503.0],[601.0],[733.0],[928.0],[801.0],[874.0],[363.0],[218.0],[433.0],[556.0],[99.0],[97.0],[683.0],[440.0],[128.0],[702.0],[814.0],[889.0],[243.0],[263.0],[699.0],[333.0],[263.0],[109.0],[863.0],[547.0],[42.0],[831.0],[517.0],[336.0],[69.0],[991.0],[39.0],[295.0],[106.0],[691.0],[636.0],[376.0],[697.0],[104.0]
219,[638.0],[249.0],[592.0],[712.0],[219.0],[787.0],[494.0],[297.0],[836.0],[151.0],[151.0],[770.0],[803.0],[504.0],[351.0],[97.0],[889.0],[600.0],[592.0],[787.0],[555.0],[556.0],[32.0],[958.0],[691.0],[558.0],[923.0],[625.0],[635.0],[56.0],[860.0],[928.0],[662.0],[765.0],[883.0],[784.0],[784.0],[902.0],[410.0],[836.0],[96.0],[619.0],[264.0],[464.0],[234.0],[556.0],[213.0],[168.0],[219.0],[848.0]
220,[161.0],[227.0],[846.0],[276.0],[56.0],[454.0],[826.0],[665.0],[308.0],[311.0],[861.0],[441.0],[539.0],[620.0],[220.0],[594.0],[813.0],[285.0],[820.0],[190.0],[428.0],[289.0],[787.0],[249.0],[119.0],[795.0],[702.0],[511.0],[599.0],[437.0],[255.0],[316.0],[254.0],[676.0],[679.0],[406.0],[466.0],[320.0],[794.0],[896.0],[749.0],[963.0],[126.0],[201.0],[773.0],[520.0],[218.0],[260.0],[317.0],[36.0]
221,[767.0],[253.0],[508.0],[151.0],[914.0],[259.0],[259.0],[42.0],[868.0],[42.0],[409.0],[811.0],[440.0],[220.0],[953.0],[892.0],[243.0],[360.0],[254.0],[58.0],[165.0],[834.0],[329.0],[604.0],[991.0],[536.0],[508.0],[159.0],[230.0],[505.0],[378.0],[547.0],[242.0],[647.0],[766.0],[767.0],[877.0],[705.0],[19.0],[1.0],[321.0],[289.0],[549.0],[477.0],[531.0],[625.0],[430.0],[923.0],[333.0],[129.0]
222,[347.0],[127.0],[746.0],[95.0],[864.0],[810.0],[229.0],[60.0],[7.0],[1.0],[1.0],[309.0],[485.0],[293.0],[847.0],[623.0],[168.0],[747.0],[319.0],[714.0],[685.0],[647.0],[851.0],[876.0],[261.0],[699.0],[877.0],[647.0],[492.0],[899.0],[736.0],[797.0],[72.0],[794.0],[586.0],[334.0],[807.0],[645.0],[640.0],[214.0],[211.0],[722.0],[341.0],[648.0],[967.0],[276.0],[956.0],[23.0],[332.0],[954.0]
223,[121.0],[135.0],[650.0],[461.0],[405.0],[49.0],[855.0],[940.0],[119.0],[931.0],[113.0],[830.0],[246.0],[330.0],[428.0],[768.0],[158.0],[54.0],[685.0],[769.0],[69.0],[963.0],[877.0],[883.0],[803.0],[150.0],[557.0],[315.0],[811.0],[583.0],[683.0],[44.0],[530.0],[957.0],[199.0],[36.0],[544.0],[670.0],[765.0],[219.0],[835.0],[604.0],[105.0],[524.0],[728.0],[333.0],[23.0],[294.0],[74.0],[429.0]
224,[798.0],[567.0],[433.0],[909.0],[333.0],[135.0],[131.0],[860.0],[705.0],[536.0],[907.0],[868.0],[636.0],[133.0],[223.0],[919.0],[238.0],[860.0],[691.0],[276.0],[662.0],[519.0],[371.0],[636.0],[570.0],[557.0],[864.0],[907.0],[636.0],[69.0],[467.0],[871.0],[428.0],[324.0],[505.0],[263.0],[714.0],[986.0],[864.0],[430.0],[636.0],[878.0],[330.0],[728.0],[965.0],[239.0],[188.0],[218.0],[469.0],[20.0]
225,[681.0],[509.0],[955.0],[570.0],[317.0],[321.0],[667.0],[250.0],[209.0],[831.0],[95.0],[312.0],[926.0],[486.0],[995.0],[913.0],[150.0],[525.0],[246.0],[259.0],[494.0],[109.0],[129.0],[545.0],[405.0],[791.0],[708.0],[115.0],[229.0],[738.0],[320.0],[264.0],[706.0],[965.0],[328.0],[340.0],[198.0],[147.0],[499.0],[303.0],[195.0],[837.0],[179.0],[523.0],[366.0],[217.0],[989.0],[352.0],[502.0],[502.0]
226,[569.0],[842.0],[539.0],[786.0],[261.0],[316.0],[930.0],[951.0],[63.0],[819.0],[60.0],[519.0],[71.0],[687.0],[575.0],[840.0],[563.0],[86.0],[392.0],[933.0],[523.0],[723.0],[557.0],[28.0],[339.0],[728.0],[531.0],[582.0],[601.0],[776.0],[97.0],[997.0],[25.0],[139.0],[237.0],[994.0],[578.0],[996.0],[599.0],[317.0],[265.0],[433.0],[352.0],[230.0],[477.0],[752.0],[889.0],[928.0],[105.0],[756.0]
227,[129.0],[787.0],[496.0],[305.0],[752.0],[505.0],[281.0],[705.0],[520.0],[336.0],[791.0],[231.0],[321.0],[708.0],[884.0],[649.0],[230.0],[789.0],[317.0],[358.0],[573.0],[344.0],[417.0],[55.0],[794.0],[428.0],[219.0],[70.0],[440.0],[536.0],[596.0],[81.0],[861.0],[992.0],[224.0],[871.0],[505.0],[765.0],[219.0],[628.0],[440.0],[937.0],[363.0],[277.0],[523.0],[668.0],[321.0],[360.0],[752.0],[724.0]
228,[985.0],[190.0],[500.0],[1.0],[332.0],[636.0],[472.0],[82.0],[663.0],[430.0],[570.0],[842.0],[679.0],[502.0],[125.0],[904.0],[545.0],[620.0],[653.0],[742.0],[392.0],[950.0],[769.0],[566.0],[732.0],[41.0],[133.0],[239.0],[288.0],[666.0],[65.0],[906.0],[99.0],[259.0],[319.0],[825.0],[958.0],[261.0],[723.0],[347.0],[113.0],[201.0],[563.0],[643.0],[790.0],[486.0],[820.0],[877.0],[672.0],[270.0]
229,[574.0],[647.0],[385.0],[562.0],[970.0],[224.0],[478.0],[866.0],[654.0],[936.0],[608.0],[959.0],[999.0],[977.0],[131.0],[174.0],[153.0],[67.0],[285.0],[486.0],[926.0],[640.0],[810.0],[328.0],[701.0],[510.0],[261.0],[288.0],[923.0],[581.0],[974.0],[994.0],[659.0],[592.0],[429.0],[963.0],[582.0],[57.0],[253.0],[246.0],[215.0],[55.0],[253.0],[794.0],[104.0],[135.0],[168.0],[901.0],[399.0],[72.0]
230,[263.0],[235.0],[871.0],[223.0],[667.0],[536.0],[619.0],[336.0],[811.0],[896.0],[696.0],[346.0],[69.0],[253.0],[776.0],[824.0],[437.0],[705.0],[714.0],[897.0],[195.0],[274.0],[549.0],[321.0],[575.0],[610.0],[317.0],[950.0],[733.0],[866.0],[960.0],[42.0],[505.0],[281.0],[687.0],[42.0],[336.0],[81.0],[317.0],[962.0],[294.0],[193.0],[270.0],[971.0],[69.0],[683.0],[628.0],[789.0],[135.0],[733.0]
231,[549.0],[312.0],[522.0],[505.0],[547.0],[733.0],[635.0],[889.0],[306.0],[724.0],[430.0],[155.0],[924.0],[244.0],[246.0],[141.0],[566.0],[684.0],[194.0],[810.0],[285.0],[141.0],[652.0],[370.0],[56.0],[605.0],[220.0],[141.0],[466.0],[401.0],[500.0],[260.0],[165.0],[258.0],[127.0],[893.0],[269.0],[472.0],[503.0],[646.0],[119.0],[949.0],[486.0],[175.0],[910.0],[886.0],[685.0],[708.0],[954.0],[161.0]
232,[368.0],[638.0],[312.0],[621.0],[582.0],[378.0],[87.0],[485.0],[971.0],[427.0],[637.0],[28.0],[93.0],[57.0],[259.0],[907.0],[213.0],[465.0],[54.0],[519.0],[699.0],[410.0],[699.0],[927.0],[254.0],[545.0],[405.0],[466.0],[612.0],[909.0],[329.0],[156.0],[808.0],[746.0],[566.0],[395.0],[290.0],[687.0],[141.0],[776.0],[866.0],[496.0],[292.0],[668.0],[320.0],[160.0],[150.0],[863.0],[395.0],[698.0]
233,[220.0],[438.0],[584.0],[801.0],[848.0],[336.0],[428.0],[253.0],[601.0],[433.0],[594.0],[112.0],[714.0],[141.0],[653.0],[743.0],[660.0],[359.0],[389.0],[707.0],[835.0],[577.0],[610.0],[128.0],[57.0],[436.0],[332.0],[383.0],[875.0],[321.0],[743.0],[962.0],[113.0],[132.0],[365.0],[333.0],[708.0],[42.0],[304.0],[974.0],[733.0],[373.0],[365.0],[953.0],[321.0],[813.0],[965.0],[359.0],[17.0],[440.0]
234,[335.0],[309.0],[267.0],[52.0],[871.0],[199.0],[988.0],[748.0],[303.0],[738.0],[628.0],[754.0],[523.0],[746.0],[505.0],[603.0],[575.0],[887.0],[284.0],[877.0],[54.0],[520.0],[712.0],[199.0],[751.0],[638.0],[523.0],[668.0],[582.0],[382.0],[996.0],[431.0],[175.0],[131.0],[773.0],[786.0],[577.0],[258.0],[981.0],[208.0],[260.0],[481.0],[556.0],[69.0],[834.0],[306.0],[392.0],[133.0],[848.0],[234.0]
235,[401.0],[752.0],[309.0],[825.0],[751.0],[902.0],[853.0],[668.0],[234.0],[313.0],[575.0],[960.0],[963.0],[349.0],[242.0],[42.0],[956.0],[379.0],[86.0],[539.0],[566.0],[423.0],[604.0],[127.0],[737.0],[566.0],[104.0],[229.0],[242.0],[822.0],[32.0],[998.0],[890.0],[155.0],[81.0],[699.0],[315.0],[735.0],[860.0],[332.0],[873.0],[128.0],[725.0],[683.0],[670.0],[697.0],[545.0],[49.0],[877.0],[706.0]
236,[906.0],[170.0],[333.0],[788.0],[954.0],[742.0],[866.0],[433.0],[253.0],[436.0],[383.0],[422.0],[877.0],[787.0],[883.0],[138.0],[583.0],[520.0],[496.0],[397.0],[749.0],[502.0],[151.0],[69.0],[687.0],[625.0],[502.0],[109.0],[95.0],[436.0],[824.0],[974.0],[709.0],[673.0],[57.0],[336.0],[536.0],[860.0],[399.0],[97.0],[20.0],[434.0],[305.0],[822.0],[877.0],[153.0],[975.0],[902.0],[742.0],[636.0]
237,[207.0],[770.0],[443.0],[428.0],[896.0],[673.0],[315.0],[850.0],[61.0],[666.0],[975.0],[992.0],[699.0],[782.0],[52.0],[120.0],[428.0],[24.0],[159.0],[708.0],[86.0],[160.0],[1.0],[784.0],[288.0],[935.0],[69.0],[683.0],[315.0],[415.0],[659.0],[88.0],[643.0],[842.0],[970.0],[841.0],[713.0],[806.0],[301.0],[521.0],[701.0],[288.0],[519.0],[699.0],[556.0],[695.0],[285.0],[114.0],[161.0],[967.0]
238,[270.0],[333.0],[190.0],[212.0],[229.0],[0.0],[241.0],[651.0],[161.0],[15.0],[540.0],[256.0],[645.0],[292.0],[298.0],[81.0],[989.0],[172.0],[67.0],[385.0],[545.0],[445.0],[55.0],[732.0],[966.0],[199.0],[966.0],[492.0],[428.0],[477.0],[866.0],[879.0],[461.0],[428.0],[777.0],[74.0],[691.0],[648.0],[705.0],[399.0],[786.0],[508.0],[526.0],[596.0],[129.0],[742.0],[566.0],[220.0],[708.0],[99.0]
239,[724.0],[965.0],[752.0],[82.0],[672.0],[719.0],[647.0],[896.0],[389.0],[625.0],[245.0],[683.0],[708.0],[144.0],[127.0],[496.0],[909.0],[902.0],[332.0],[225.0],[559.0],[828.0],[430.0],[523.0],[52.0],[81.0],[385.0],[791.0],[511.0],[636.0],[574.0],[97.0],[259.0],[866.0],[536.0],[752.0],[105.0],[106.0],[848.0],[508.0],[400.0],[743.0],[481.0],[581.0],[708.0],[213.0],[69.0],[645.0],[719.0],[321.0]
240,[648.0],[909.0],[742.0],[430.0],[928.0],[96.0],[511.0],[690.0],[53.0],[382.0],[665.0],[782.0],[332.0],[810.0],[230.0],[253.0],[23.0],[76.0],[172.0],[188.0],[688.0],[697.0],[628.0],[750.0],[466.0],[84.0],[906.0],[253.0],[751.0],[970.0],[523.0],[85.0],[295.0],[252.0],[472.0],[969.0],[876.0],[414.0],[899.0],[921.0],[254.0],[466.0],[366.0],[636.0],[276.0],[663.0],[54.0],[731.0],[967.0],[366.0]
241,[502.0],[742.0],[427.0],[87.0],[511.0],[341.0],[621.0],[62.0],[843.0],[897.0],[936.0],[820.0],[789.0],[126.0],[188.0],[170.0],[820.0],[813.0],[315.0],[725.0],[653.0],[665.0],[128.0],[269.0],[831.0],[924.0],[544.0],[635.0],[298.0],[249.0],[705.0],[336.0],[699.0],[742.0],[911.0],[971.0],[254.0],[175.0],[242.0],[909.0],[621.0],[891.0],[714.0],[329.0],[724.0],[719.0],[237.0],[906.0],[133.0],[165.0]
242,[756.0],[986.0],[719.0],[884.0],[502.0],[120.0],[508.0],[141.0],[141.0],[412.0],[779.0],[596.0],[133.0],[842.0],[115.0],[383.0],[94.0],[435.0],[290.0],[72.0],[424.0],[234.0],[975.0],[428.0],[567.0],[115.0],[620.0],[558.0],[861.0],[625.0],[569.0],[141.0],[871.0],[540.0],[97.0],[810.0],[376.0],[891.0],[298.0],[141.0],[191.0],[916.0],[57.0],[936.0],[133.0],[956.0],[523.0],[147.0],[120.0],[69.0]
243,[643.0],[300.0],[120.0],[628.0],[294.0],[237.0],[492.0],[655.0],[497.0],[628.0],[889.0],[746.0],[810.0],[699.0],[743.0],[814.0],[218.0],[892.0],[656.0],[719.0],[465.0],[570.0],[305.0],[924.0],[229.0],[523.0],[321.0],[596.0],[988.0],[472.0],[836.0],[942.0],[222.0],[770.0],[414.0],[621.0],[661.0],[450.0],[510.0],[99.0],[691.0],[204.0],[790.0],[810.0],[563.0],[945.0],[86.0],[786.0],[366.0],[790.0]
244,[672.0],[769.0],[737.0],[774.0],[988.0],[934.0],[720.0],[831.0],[672.0],[358.0],[52.0],[989.0],[317.0],[193.0],[965.0],[363.0],[486.0],[364.0],[688.0],[252.0],[150.0],[134.0],[523.0],[198.0],[230.0],[679.0],[578.0],[638.0],[131.0],[883.0],[520.0],[896.0],[701.0],[733.0],[830.0],[289.0],[701.0],[62.0],[281.0],[848.0],[855.0],[767.0],[860.0],[134.0],[756.0],[120.0],[129.0],[641.0],[106.0],[662.0]
245,[296.0],[433.0],[714.0],[653.0],[962.0],[188.0],[891.0],[412.0],[923.0],[115.0],[768.0],[435.0],[923.0],[58.0],[886.0],[791.0],[60.0],[146.0],[578.0],[982.0],[521.0],[276.0],[583.0],[433.0],[151.0],[665.0],[67.0],[807.0],[717.0],[440.0],[517.0],[253.0],[536.0],[48.0],[436.0],[787.0],[787.0],[336.0],[647.0],[891.0],[543.0],[524.0],[185.0],[56.0],[220.0],[989.0],[485.0],[191.0],[861.0],[523.0]
246,[548.0],[252.0],[702.0],[794.0],[270.0],[566.0],[751.0],[364.0],[808.0],[756.0],[380.0],[159.0],[360.0],[523.0],[824.0],[860.0],[52.0],[816.0],[887.0],[965.0],[379.0],[557.0],[69.0],[575.0],[315.0],[654.0],[636.0],[113.0],[555.0],[368.0],[214.0],[790.0],[657.0],[190.0],[635.0],[370.0],[879.0],[432.0],[152.0],[424.0],[290.0],[888.0],[834.0],[62.0],[426.0],[530.0],[67.0],[562.0],[790.0],[910.0]
247,[910.0],[374.0],[358.0],[784.0],[494.0],[359.0],[843.0],[291.0],[241.0],[58.0],[94.0],[392.0],[105.0],[104.0],[260.0],[438.0],[392.0],[178.0],[465.0],[770.0],[194.0],[786.0],[321.0],[930.0],[243.0],[534.0],[86.0],[414.0],[259.0],[586.0],[813.0],[961.0],[133.0],[201.0],[42.0],[878.0],[985.0],[266.0],[520.0],[363.0],[478.0],[871.0],[891.0],[445.0],[72.0],[702.0],[724.0],[428.0],[6.0],[573.0]
