Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,69,563,763,99,543,499,214,579,708,648,631,807,874,989,514,990,871,78,952,156,416,163,701,963,426,884,370,393,592,393,397,463,669,485,414,888,87,287,427,236,882,412,120,605,145,405,730,618,802,569,140,732,282,550,492,222,77,509,229,987,296,188,96,474,435,851,101,890,19,704,824,928,303,247,144,734,760,910,785,169,477,290,208,429,739,171,833,950,410,856,260,598,649,684,755,820,765,946,950,316
11,531,903,112,850,14,115,537,650,88,30,249,866,829,525,807,345,667,547,50,992,487,4,284,644,350,897,240,141,470,605,304,238,474,835,79,879,986,826,34,252,956,897,717,340,228,142,935,413,534,837,815,248,334,782,740,259,106,241,275,594,609,872,983,560,633,829,470,701,550,242,367,400,754,107,103,124,793,484,248,770,72,623,946,162,972,580,302,223,873,49,794,799,548,391,13,268,648,781,44,714
12,89,240,949,448,481,684,437,7,325,373,802,93,684,780,470,482,7,733,454,990,614,209,268,433,313,577,455,86,188,576,655,685,120,982,642,615,584,316,788,222,966,204,644,322,233,726,317,609,314,978,858,825,716,698,750,988,894,567,76,315,380,55,1,856,669,203,797,653,974,370,161,614,234,79,210,455,863,377,379,406,914,599,470,828,129,136,646,609,170,594,911,36,562,679,453,379,332,484,2,32
13,668,976,183,431,158,268,43,595,323,998,317,327,86,113,443,355,706,651,274,482,610,223,169,485,655,548,453,864,527,658,294,911,395,872,147,664,776,260,575,381,762,200,646,145,165,683,34,622,844,976,340,378,430,57,741,184,328,711,878,702,696,313,177,747,526,714,929,531,603,683,193,907,278,710,897,456,942,573,173,450,287,834,146,795,696,287,209,143,827,731,109,490,109,945,77,590,533,993,974,687
14,783,804,152,847,207,989,306,99,255,706,836,830,19,320,175,412,787,874,741,757,958,750,795,197,230,911,552,478,917,904,355,866,62,505,518,982,456,204,903,646,16,168,436,58,8,803,760,872,296,717,379,556,379,383,830,480,468,867,215,636,741,291,882,252,4,899,286,309,969,326,348,206,208,25,446,739,982,858,324,963,489,846,352,118,214,785,865,889,839,749,284,270,492,920,974,670,701,527,389,764
15,995,19,824,709,208,539,250,535,892,56,654,716,44,146,330,819,915,831,486,998,660,578,73,939,429,551,93,503,396,525,804,707,779,190,507,355,215,196,39,696,968,244,586,284,371,407,67,581,11,54,696,265,3,369,795,69,365,731,860,684,916,53,824,21,76,537,798,796,160,579,868,108,76,674,41,697,764,843,719,816,420,845,447,418,274,862,326,451,821,43,616,824,656,154,691,819,404,267,829,728
16,501,541,325,755,587,516,648,403,570,486,691,374,113,853,278,898,633,522,645,802,582,960,203,626,634,187,849,753,702,636,614,806,589,601,320,611,492,443,327,453,524,619,983,101,748,556,175,858,412,680,599,254,536,74,47,263,554,131,266,518,902,194,15,313,168,954,15,465,527,657,305,462,526,884,362,481,421,492,579,24,330,774,119,604,12,982,55,130,949,830,836,158,201,331,689,771,280,574,32,716
17,677,9,703,115,582,350,542,744,545,509,198,730,447,316,363,611,294,527,681,551,756,802,872,342,976,417,787,215,964,985,157,877,166,503,937,694,69,457,790,295,373,770,297,163,443,75,864,947,280,24,386,296,11,108,762,207,495,22,64,910,377,369,102,459,330,653,387,738,302,504,187,296,6,554,649,122,653,788,231,869,993,203,670,281,632,885,60,671,964,695,454,638,559,57,868,351,186,320,433,971
18,156,856,44,916,304,674,630,344,550,422,299,259,625,26,417,202,81,610,184,382,816,732,399,473,555,403,287,580,642,838,221,546,249,296,106,715,966,190,740,728,303,688,613,973,114,90,350,641,658,304,914,696,928,512,591,520,584,714,853,537,849,849,335,160,809,282,98,122,498,408,780,624,523,507,377,81,21,616,744,127,339,218,417,21,892,802,641,490,563,384,933,110,304,60,200,285,995,173,229,240
19,287,136,444,777,521,94,213,84,359,713,509,819,777,104,786,753,722,60,716,184,857,73,39,527,224,57,685,562,171,14,207,424,965,195,341,511,633,317,551,571,594,886,903,974,970,121,541,316,1,935,919,268,963,60,807,473,488,698,907,549,638,869,157,276,349,6,64,245,881,996,609,1,291,961,254,524,685,983,41,784,725,237,419,234,234,926,289,436,777,219,736,196,983,54,545,555,591,46,237,804
20,778,308,787,72,26,641,661,528,51,149,657,853,89,654,978,244,541,815,887,567,357,560,447,410,420,958,470,398,205,901,223,814,185,35,561,684,781,296,959,45,56,632,745,589,796,687,422,959,75,500,308,699,826,468,981,462,191,616,596,970,779,853,956,955,184,255,196,145,233,81,335,77,215,430,146,129,798,345,101,109,349,719,100,972,830,509,524,957,440,477,764,486,406,594,574,251,922,283,273,132
21,601,755,6,845,772,628,9,246,875,533,622,800,807,50,750,664,674,661,660,787,41,565,897,637,234,858,135,925,245,841,684,773,100,938,799,122,443,328,822,521,731,968,814,412,101,760,305,258,470,461,452,544,479,784,505,511,789,500,602,253,257,772,717,191,898,485,392,439,255,468,45,355,154,533,637,653,633,619,632,663,932,515,958,437,477,276,254,744,977,615,224,17,769,769,122,658,994,62,30,885
22,929,926,250,537,780,461,758,614,938,183,148,250,733,950,197,19,991,184,315,26,713,321,853,901,47,591,191,668,26,451,171,266,612,472,811,724,84,79,463,275,175,727,115,578,896,920,113,834,139,417,324,262,167,448,20,163,531,860,769,575,699,201,812,385,580,775,147,692,811,231,107,909,45,31,86,128,205,254,549,320,359,808,291,530,952,19,384,418,102,714,691,268,131,370,363,104,871,390,697,227
23,742,359,823,677,987,783,914,874,772,0,618,499,697,89,140,794,539,602,596,442,955,745,579,450,963,297,481,490,502,961,412,915,434,188,404,369,468,604,173,531,742,662,217,158,205,551,328,662,403,793,302,514,614,734,968,732,947,270,438,32,803,203,19,805,818,869,408,92,428,501,162,413,265,250,542,334,243,882,133,689,989,728,89,578,970,932,540,108,270,435,674,24,813,643,344,929,929,912,809,706
24,757,505,75,849,240,379,201,592,102,387,881,79,668,997,752,856,367,77,868,298,160,498,988,31,730,560,598,252,211,363,781,802,650,912,134,650,548,399,701,899,151,626,224,407,605,258,564,474,149,6,493,210,15,688,424,50,916,207,264,366,711,777,805,413,378,617,682,715,773,37,285,854,539,495,431,392,83,907,84,628,14,619,82,542,472,323,735,352,530,840,60,380,852,279,54,943,621,460,166,843
25,80,65,512,983,104,351,340,848,195,564,477,527,551,836,337,785,133,297,238,545,142,681,884,204,928,533,246,907,626,68,194,829,594,413,218,753,654,868,298,149,938,986,746,473,718,536,268,337,915,906,304,722,130,740,652,237,261,670,649,460,10,327,39,491,602,144,446,856,395,842,731,10,727,551,65,106,654,350,470,954,257,503,269,655,187,11,675,455,315,759,45,930,259,281,395,397,188,358,262,546
26,878,400,940,174,95,603,774,662,679,126,342,339,608,710,367,602,680,764,304,941,589,995,830,130,188,12,568,468,273,164,63,950,554,717,154,412,224,966,430,623,399,354,104,68,418,167,483,538,160,884,510,288,164,308,192,876,830,436,833,859,399,807,873,343,614,190,751,476,766,897,754,838,346,867,715,533,676,118,512,846,57,138,204,616,238,830,409,64,354,865,206,908,951,120,239,205,131,116,831,367
27,11,932,391,87,394,485,992,395,805,294,808,159,374,129,168,652,8,975,122,622,869,948,562,264,754,192,582,914,314,951,116,484,792,142,603,619,857,417,54,242,158,798,597,38,586,336,302,504,770,426,733,842,320,426,642,307,608,8,181,399,206,976,196,769,203,978,538,179,823,140,302,423,294,499,205,286,124,853,990,772,501,225,104,826,956,111,391,636,349,543,630,181,88,358,356,983,882,18,643,449
28,299,837,895,551,512,48,859,908,628,44,660,438,262,688,176,46,895,912,758,311,279,379,835,929,236,709,381,357,660,767,762,591,35,998,860,919,404,315,139,701,405,335,664,3,799,259,259,398,820,983,64,346,663,806,215,516,276,329,443,893,431,231,143,308,289,742,922,105,521,546,887,7,35,306,44,339,662,407,138,910,612,270,373,231,896,123,887,922,143,967,641,264,771,272,528,114,445,530,482,89
29,254,281,432,486,128,961,719,743,124,946,530,958,971,610,525,997,937,641,765,415,132,87,814,324,451,459,241,254,321,587,585,147,418,388,163,593,145,390,16,588,216,59,166,800,65,565,640,423,843,923,328,159,974,237,244,938,118,693,139,788,373,783,778,661,630,765,134,957,216,900,444,345,971,125,27,906,617,72,973,29,757,508,384,796,733,551,786,705,61,920,775,814,167,62,371,967,337,163,778,459
30,706,499,68,705,905,941,387,890,404,676,577,4,503,641,155,434,290,886,233,484,402,65,987,622,310,706,564,276,112,245,732,778,577,516,974,25,926,922,241,192,622,610,696,614,160,843,962,605,841,163,927,687,660,537,363,878,373,817,456,454,420,167,318,130,66,784,138,854,464,637,418,602,89,565,80,256,257,931,260,892,109,314,74,731,417,190,329,53,905,652,472,215,641,212,420,97,474,445,696,379
31,140,451,167,314,722,692,873,172,730,872,506,689,667,509,776,387,935,997,253,182,271,491,745,748,296,49,278,178,837,650,591,441,259,852,452,766,728,483,261,824,948,790,538,86,628,756,252,940,586,676,124,486,69,427,59,137,614,736,539,578,566,364,416,663,741,979,748,84,583,236,128,71,122,37,437,705,287,552,544,556,227,745,630,994,347,611,231,412,269,606,476,456,453,542,502,611,380,997,41,434
32,664,939,904,396,973,522,386,543,287,313,145,906,318,826,383,488,93,852,829,606,662,370,43,161,98,524,320,281,180,234,946,304,465,108,367,658,684,850,801,55,217,823,165,148,402,106,106,660,973,852,57,843,667,445,221,873,797,73,915,548,740,306,23,871,660,763,794,198,520,813,155,900,18,606,113,757,406,163,491,809,579,183,459,814,629,884,911,456,620,999,939,886,500,13,40,500,124,689,17,895
33,369,113,730,600,990,938,917,845,831,951,913,686,319,337,512,776,472,737,428,675,206,730,692,495,117,429,957,390,989,995,269,471,651,285,71,338,12,224,739,475,309,799,782,708,878,933,958,480,229,28,77,27,459,627,176,960,248,91,815,625,374,342,927,99,841,794,393,178,929,416,480,331,197,330,911,995,198,787,471,888,711,946,418,927,760,657,883,464,667,829,498,569,927,308,490,125,485,833,750,803
34,879,348,554,472,80,696,329,545,47,823,28,225,131,984,777,62,557,820,447,437,832,562,503,26,44,891,728,508,456,111,111,51,4,660,250,774,973,652,865,894,627,544,275,43,314,396,980,422,438,862,469,253,241,838,449,884,601,443,659,16,827,266,749,372,432,998,120,675,842,765,569,481,826,552,204,585,710,200,25,375,707,894,473,214,241,616,483,360,458,350,606,309,253,244,256,909,386,887,897,998
35,311,797,366,70,286,83,841,803,725,606,782,170,685,651,51,727,764,279,622,360,821,823,391,697,168,6,350,749,732,853,987,108,9,883,95,814,798,548,483,172,695,72,812,632,376,88,628,119,942,572,889,909,94,951,55,370,541,979,300,34,928,609,17,87,301,469,975,131,49,688,596,546,393,419,519,93,223,554,666,781,473,784,653,6,762,130,891,652,115,686,152,398,857,708,73,577,830,263,519,855
36,346,609,345,599,435,740,2,813,587,109,501,703,605,456,542,344,526,712,840,279,16,113,366,333,765,947,571,583,978,645,843,111,234,637,258,426,141,658,163,183,401,642,124,524,670,352,230,917,962,549,673,295,862,199,803,901,530,55,12,904,787,901,221,458,503,552,97,440,917,604,481,432,140,675,720,97,91,110,877,634,918,136,901,669,296,391,395,685,945,547,776,577,900,247,8,458,841,425,940,414
37,441,298,584,804,107,233,791,938,607,871,682,639,920,421,33,575,658,615,202,291,900,685,693,75,490,665,794,972,271,913,618,173,771,127,133,890,927,177,250,569,941,747,829,771,912,806,768,650,638,878,708,912,353,255,254,465,669,842,118,221,172,162,943,330,595,118,485,236,179,621,954,250,186,393,670,421,832,61,488,273,311,208,948,236,571,20,850,149,828,368,453,15,156,617,881,862,111,131,468,878
38,356,974,535,754,480,131,514,398,433,764,156,2,417,505,934,853,484,340,753,813,648,71,356,513,727,602,417,129,135,738,727,69,601,850,749,604,587,892,987,200,866,976,710,78,480,225,37,681,244,634,762,973,723,895,919,783,206,671,335,118,117,534,630,214,320,162,872,877,692,792,590,620,856,799,624,941,902,224,573,685,151,422,49,208,436,352,227,285,85,54,780,632,136,518,925,752,390,430,551,962
39,22,80,398,277,74,801,489,723,674,58,642,881,826,887,762,554,479,629,511,473,804,775,839,281,161,39,252,144,748,664,465,119,510,504,278,742,955,638,907,184,452,411,626,115,297,184,90,875,922,933,714,714,999,224,385,243,997,531,212,138,167,440,85,466,67,583,769,282,436,850,759,197,304,779,411,414,439,572,208,953,120,787,278,348,534,353,4,7,877,673,492,377,765,9,496,860,507,145,324,859
40,87,622,185,723,402,42,806,61,263,393,869,141,975,721,336,451,904,341,610,22,762,720,362,318,674,347,82,960,40,264,663,577,71,260,992,733,388,901,234,991,160,316,347,404,772,9,161,714,954,361,238,307,920,849,948,407,651,626,663,376,441,834,715,121,863,790,358,469,237,583,381,112,895,549,958,356,293,521,650,670,751,952,432,290,577,642,207,879,48,347,407,580,946,17,733,601,317,763,31,187
41,233,482,348,9,805,893,71,102,360,818,804,537,549,40,737,675,596,117,700,547,255,59,678,848,913,460,904,847,509,578,1,810,252,837,229,252,432,453,965,651,986,861,334,116,415,278,921,659,748,436,576,661,369,34,197,375,453,839,536,31,736,671,199,614,384,843,774,407,845,673,58,865,831,490,743,17,649,352,668,588,994,121,844,454,125,343,123,282,703,37,947,163,940,903,985,23,566,821,278,657
42,654,543,615,359,570,689,708,195,75,456,494,24,595,696,223,634,491,436,419,859,188,23,321,362,121,237,442,645,610,242,104,123,403,179,70,28,123,908,928,744,77,715,256,541,381,561,756,789,153,734,109,858,361,966,68,470,547,268,668,48,927,330,667,20,57,404,989,601,560,332,412,574,500,156,740,181,812,819,746,27,84,605,963,966,918,420,356,207,360,823,192,725,151,312,156,737,66,898,941,307
43,122,982,919,707,452,451,65,57,466,599,797,293,564,98,530,22,502,896,120,905,771,848,323,335,72,31,101,715,335,174,594,34,88,284,132,826,227,882,503,249,723,658,529,696,452,404,931,256,756,917,206,79,864,26,722,3,324,705,240,85,664,308,156,700,821,393,184,243,85,269,911,613,662,777,8,58,986,902,358,649,96,662,259,832,763,770,129,837,851,957,140,957,255,320,123,258,481,919,752,16
44,235,349,211,763,679,971,985,201,299,360,116,752,997,632,296,437,358,59,368,985,296,691,392,365,99,488,299,905,385,945,728,510,958,199,990,663,582,756,924,448,102,403,288,310,635,439,917,968,866,528,380,717,808,960,744,818,85,306,236,819,293,19,384,71,207,218,327,321,609,951,710,916,189,132,73,267,250,6,761,680,899,178,642,944,56,773,145,734,136,541,87,607,886,737,369,900,609,140,313,58
45,418,973,579,835,323,75,603,658,534,897,861,824,563,79,552,988,356,316,48,7,996,584,784,618,399,950,534,767,42,702,148,175,892,949,289,610,916,182,86,959,961,442,338,105,321,602,910,952,742,709,501,122,546,136,713,522,758,440,202,54,235,936,887,106,363,924,725,80,207,337,907,362,763,830,400,115,161,251,327,99,571,323,241,347,950,958,401,869,986,893,259,544,317,23,320,316,628,500,406,277
46,192,411,502,192,671,942,447,578,584,709,210,543,708,406,55,251,960,792,772,453,256,264,394,980,394,969,877,72,282,837,835,16,310,691,109,894,64,501,151,33,432,372,215,40,581,619,25,643,528,969,312,51,509,465,168,211,873,165,932,166,980,354,645,270,663,223,296,994,152,91,18,433,421,201,118,905,936,143,406,796,173,357,253,452,501,118,343,74,133,968,32,892,143,783,527,467,364,813,390,817
47,399,999,537,629,626,824,180,728,493,439,874,840,909,5,11,844,812,114,824,714,807,327,942,227,582,40,132,908,384,120,74,930,901,105,907,16,41,424,525,951,774,552,139,919,121,969,791,249,74,736,857,631,236,19,185,934,490,7,423,119,596,757,908,860,205,271,575,908,388,80,835,975,885,137,701,593,926,699,268,428,753,192,390,337,638,531,192,46,361,295,278,643,474,898,996,53,422,941,143,255
48,484,450,196,559,669,705,554,391,527,174,686,696,160,726,941,363,132,214,207,821,535,902,146,713,65,742,286,235,391,275,189,530,555,419,480,599,105,685,779,271,318,837,116,470,238,203,544,664,176,485,753,828,371,368,35,188,122,219,498,998,607,622,757,435,428,474,117,931,347,703,42,288,797,859,206,24,610,333,344,864,419,338,667,563,348,297,899,787,340,666,517,414,318,325,125,843,986,421,241,320
49,853,131,175,684,859,835,474,20,168,122,178,19,362,975,107,911,885,334,969,835,82,135,918,906,205,595,915,37,673,298,343,611,727,90,688,722,393,426,668,713,821,189,44,709,681,54,803,874,338,57,938,20,981,248,641,175,417,326,831,452,727,605,456,102,177,355,814,960,421,921,122,984,537,926,867,530,645,486,619,148,788,699,843,512,382,406,418,472,451,461,257,971,132,111,265,417,84,805,623,836
