Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,631,990,77,260,208,303,704,765,426,514,427,370,734,163,871,763,316,739,910,648,499,543,509,101,755,618,579,592,950,605,708,732,963,69,144,414,429,950,393,952,410,290,989,598,884,874,99,416,229,987,236,405,946,856,19,890,435,393,851,463,649,120,412,807,397,563,669,214,296,169,802,569,477,833,171,824,78,188,760,222,96,145,701,820,474,730,87,928,550,282,785,888,485,156,140,882,492,684,247,287
11,249,345,106,794,946,754,242,648,350,807,34,240,124,4,667,112,714,972,484,30,115,14,241,470,13,413,650,470,44,340,88,248,644,531,103,79,162,223,141,50,873,623,525,799,897,829,850,487,275,594,252,142,781,49,550,701,633,605,829,238,548,717,897,866,304,903,474,537,609,770,534,837,72,302,580,367,547,872,793,259,983,228,284,268,560,935,986,400,782,334,248,879,835,992,815,956,740,391,107,826
12,802,482,894,911,470,234,370,332,313,470,788,455,455,209,7,949,32,129,377,373,684,481,567,797,453,609,7,188,2,322,325,825,433,89,210,642,828,609,86,454,170,599,780,36,577,684,448,614,76,315,222,726,484,594,974,653,669,576,203,685,562,644,204,93,655,240,120,437,380,406,314,978,914,646,136,161,733,55,863,988,1,233,268,379,856,317,584,614,698,716,379,615,982,990,858,966,750,679,79,316
13,317,355,328,109,146,278,683,533,655,443,575,453,456,223,706,183,687,696,573,998,268,158,711,929,77,622,595,527,974,145,323,378,485,668,897,147,795,143,864,274,827,834,113,490,548,86,431,610,878,702,381,683,993,731,603,531,526,658,714,911,109,646,200,327,294,976,395,43,696,450,844,976,287,209,287,193,651,313,942,184,177,165,169,590,747,34,776,907,57,430,173,664,872,482,340,762,741,945,710,260
14,836,412,468,284,352,208,326,701,230,175,903,552,739,750,787,152,764,214,858,706,989,207,867,286,974,872,99,917,389,58,255,556,197,783,446,518,118,889,478,741,839,846,320,270,911,19,847,958,215,636,646,803,527,749,969,309,4,904,899,866,492,436,168,830,355,804,62,306,741,963,296,717,489,865,785,348,874,291,982,480,882,8,795,670,252,760,456,206,383,379,324,982,505,757,379,16,830,920,25,204
15,654,819,365,616,447,76,579,404,429,330,39,93,697,578,915,824,728,274,843,56,539,208,731,798,691,581,535,396,829,284,892,265,939,995,41,507,418,451,503,486,821,845,146,824,551,44,709,660,860,684,696,407,267,43,160,796,76,525,537,707,656,586,244,716,804,19,779,250,916,816,11,54,420,326,862,868,831,53,764,69,824,371,73,819,21,67,215,108,369,3,719,355,190,998,696,968,795,154,674,196
16,691,898,554,836,119,526,657,280,634,278,327,849,481,960,633,325,716,12,492,486,516,587,131,15,689,858,403,702,32,101,570,254,626,501,362,320,604,130,753,645,949,774,853,158,187,113,755,582,266,518,453,556,574,830,527,465,168,636,954,806,201,983,619,374,614,541,589,648,902,24,412,680,330,55,982,305,522,194,421,263,15,748,203,771,313,175,492,462,74,536,579,611,601,802,599,524,47,331,884,443
17,198,611,495,454,670,6,504,186,976,363,790,787,122,802,294,703,971,632,788,509,350,582,22,387,868,947,744,964,433,163,545,296,342,677,649,937,281,671,215,681,964,203,316,638,417,447,115,756,64,910,295,75,320,695,302,738,330,985,653,877,559,297,770,730,157,9,166,542,377,869,280,24,993,60,885,187,527,369,653,207,102,443,872,351,459,864,69,296,108,11,231,694,503,551,386,373,762,57,554,457
18,299,202,584,933,417,523,408,995,555,417,740,287,81,732,81,44,240,892,616,422,674,304,714,98,200,641,344,642,229,973,550,696,473,156,377,106,21,490,580,184,563,218,26,110,403,625,916,816,853,537,728,90,173,384,498,122,809,838,282,546,304,613,688,259,221,856,249,630,849,127,658,304,339,641,802,780,610,849,21,520,335,114,399,285,160,350,966,624,512,928,744,715,296,382,914,303,591,60,507,190
19,509,753,488,736,419,291,996,591,224,786,551,685,524,73,722,444,804,234,983,713,94,521,698,64,545,316,84,171,237,974,359,268,527,287,254,341,234,436,562,716,777,237,104,196,57,777,777,857,907,549,571,121,46,219,881,245,349,14,6,424,983,903,886,819,207,136,965,213,638,784,1,935,725,289,926,609,60,869,685,473,157,970,39,555,276,541,633,1,60,963,41,511,195,184,919,594,807,54,961,317
20,657,244,191,764,100,215,81,922,420,978,959,470,129,560,541,787,132,830,345,149,641,26,616,196,574,959,528,205,273,589,51,699,410,778,146,561,972,957,398,887,440,719,654,486,958,89,72,357,596,970,45,687,283,477,233,145,184,901,255,814,406,745,632,853,223,308,185,661,779,109,75,500,349,524,509,335,815,853,798,462,956,796,447,251,955,422,781,77,468,826,101,684,35,567,308,56,981,594,430,296
21,622,664,789,224,958,154,468,994,234,750,822,135,653,565,674,6,885,477,619,533,628,772,500,392,122,258,246,245,30,412,875,544,637,601,637,799,437,744,925,660,977,515,50,17,858,807,845,41,602,253,521,760,62,615,255,439,898,841,485,773,769,814,968,800,684,755,100,9,257,663,470,461,932,254,276,45,661,772,633,511,717,101,897,658,191,305,443,355,784,479,632,122,938,787,452,731,505,769,533,328
22,148,19,531,691,291,45,231,871,47,197,463,191,128,321,991,250,227,952,254,183,461,780,860,147,363,834,614,26,697,578,938,262,901,929,86,811,530,418,668,315,102,808,950,268,591,733,537,713,769,575,275,920,390,714,811,692,580,451,775,266,131,115,727,250,171,926,612,758,699,320,139,417,359,384,19,107,184,201,205,163,812,896,853,104,385,113,84,909,448,167,549,724,472,26,324,175,20,370,31,79
23,618,794,947,674,89,265,501,929,963,140,173,481,334,745,539,823,706,970,882,0,783,987,270,408,344,662,874,502,809,158,772,514,450,742,542,404,578,108,490,596,270,728,89,24,297,697,677,955,438,32,531,551,912,435,428,92,818,961,869,915,813,217,662,499,412,359,434,914,803,689,403,793,989,540,932,162,602,203,243,732,19,205,579,929,805,328,468,413,734,614,133,369,188,442,302,742,968,643,250,604
24,881,856,916,60,82,539,37,621,730,752,701,598,392,498,367,75,843,472,907,387,379,240,207,682,54,474,592,211,166,407,102,210,31,757,431,134,542,352,252,868,530,619,997,380,560,668,849,160,264,366,899,258,460,840,773,715,378,363,617,802,852,224,626,79,781,505,650,201,711,628,149,6,14,735,323,285,77,777,83,50,805,605,988,943,413,564,548,854,688,15,84,650,912,298,493,151,424,279,495,399
25,477,785,261,45,269,727,842,188,928,337,298,246,106,681,133,512,546,187,350,564,351,104,670,446,395,337,848,626,262,473,195,722,204,80,65,218,655,455,907,238,315,503,836,930,533,551,983,142,649,460,149,536,358,759,395,856,602,68,144,829,259,746,986,527,194,65,594,340,10,954,915,906,257,675,11,731,297,327,654,237,39,718,884,397,491,268,654,10,740,130,470,753,413,545,304,938,652,281,551,868
26,342,602,830,206,204,346,897,131,188,367,430,568,533,995,680,940,367,238,118,126,603,95,436,751,239,538,662,273,831,68,679,288,130,878,715,154,616,64,468,304,354,138,710,908,12,608,174,589,833,859,623,167,116,865,766,476,614,164,190,950,951,104,354,339,63,400,554,774,399,846,160,884,57,409,830,754,764,807,676,876,873,418,830,205,343,483,224,838,308,164,512,412,717,941,510,399,192,120,867,966
27,808,652,608,630,104,294,140,882,754,168,54,582,286,948,8,391,449,956,853,294,485,394,8,538,356,504,395,314,643,38,805,842,264,11,205,603,826,636,914,122,349,225,129,181,192,374,87,869,181,399,242,336,18,543,823,179,203,951,978,484,88,597,798,159,116,932,792,992,206,772,770,426,501,391,111,302,975,976,124,307,196,586,562,983,769,302,857,423,426,320,990,619,142,622,733,158,642,358,499,417
28,660,46,276,641,373,35,546,445,236,176,139,381,339,379,895,895,89,896,407,44,48,512,329,922,528,398,908,660,482,3,628,346,929,299,44,860,231,922,357,758,143,270,688,264,709,262,551,279,443,893,701,259,530,967,521,105,289,767,742,591,771,664,335,438,762,837,35,859,431,910,820,983,612,887,123,887,912,231,662,516,143,799,835,114,308,259,404,7,806,663,138,919,998,311,64,405,215,272,306,315
29,530,997,118,775,384,971,900,337,451,525,16,241,906,87,937,432,459,733,72,946,961,128,693,134,371,423,743,321,778,800,124,159,324,254,27,163,796,705,254,765,61,508,610,814,459,971,486,132,139,788,588,565,163,920,216,957,630,587,765,147,167,166,59,958,585,281,418,719,373,29,843,923,757,786,551,444,641,783,617,938,778,65,814,967,661,640,145,345,237,974,973,593,388,415,328,216,244,62,125,390
30,577,434,373,472,74,89,637,474,310,155,241,564,256,65,290,68,379,417,931,676,941,905,817,138,420,605,890,112,696,614,404,687,622,706,80,974,731,53,276,233,905,314,641,215,706,503,705,402,456,454,192,843,445,652,464,854,66,245,784,778,641,696,610,4,732,499,577,387,420,892,841,163,109,329,190,418,886,167,257,878,318,160,987,97,130,962,926,602,537,660,260,25,516,484,927,622,363,212,565,922
31,506,387,614,476,630,122,236,380,296,776,261,278,705,491,935,167,434,347,552,872,692,722,736,748,502,940,172,837,41,86,730,486,748,140,437,452,994,412,178,253,269,745,509,456,49,667,314,271,539,578,824,756,997,606,583,84,741,650,979,441,453,538,790,689,591,451,259,873,566,556,586,676,227,231,611,128,997,364,287,137,416,628,745,611,663,252,728,71,427,69,544,766,852,182,124,948,59,542,37,483
32,145,488,797,939,459,18,813,124,98,383,801,320,757,370,93,904,895,629,163,313,522,973,73,794,40,660,543,180,17,148,287,843,161,664,113,367,814,456,281,829,620,183,826,886,524,318,396,662,915,548,55,106,689,999,520,198,660,234,763,304,500,165,823,906,946,939,465,386,740,809,973,852,579,911,884,155,852,306,406,873,23,402,43,500,871,106,684,900,445,667,491,658,108,606,57,217,221,13,606,850
33,913,776,248,498,418,197,416,485,117,512,739,957,995,730,472,730,803,760,787,951,938,990,91,393,490,480,845,989,750,708,831,27,495,369,911,71,927,464,390,428,667,946,337,569,429,319,600,206,815,625,475,933,833,829,929,178,841,995,794,471,927,782,799,686,269,113,651,917,374,888,229,28,711,883,657,480,737,342,198,960,927,878,692,125,99,958,12,331,627,459,471,338,285,675,77,309,176,308,330,224
34,28,62,601,606,473,826,765,386,44,777,865,728,585,562,557,554,998,241,200,823,696,80,443,120,256,422,545,456,897,43,47,253,26,879,204,250,214,360,508,447,458,894,984,309,891,131,472,832,659,16,894,396,887,350,842,675,432,111,998,51,253,275,544,225,111,348,4,329,827,375,438,862,707,483,616,569,820,266,710,884,749,314,503,909,372,980,973,481,838,241,25,774,660,437,469,627,449,244,552,652
35,782,727,541,152,653,393,688,830,168,51,483,350,93,823,764,366,855,762,554,606,83,286,979,975,73,119,803,732,519,632,725,909,697,311,519,95,6,652,749,622,115,784,651,398,6,685,70,821,300,34,172,88,263,686,49,131,301,853,469,108,857,812,72,170,987,797,9,841,928,781,942,572,473,891,130,596,279,609,223,370,17,376,391,577,87,628,798,546,951,94,666,814,883,360,889,695,55,708,419,548
36,501,344,530,776,901,140,604,841,765,542,163,571,97,113,526,345,414,296,110,109,740,435,55,97,8,917,813,978,940,524,587,295,333,346,720,258,669,685,583,840,945,136,456,577,947,605,599,16,12,904,183,352,425,547,917,440,503,645,552,111,900,124,642,703,843,609,234,2,787,634,962,549,918,395,391,481,712,901,91,901,221,670,366,458,458,230,141,432,199,862,877,426,637,279,673,401,803,247,675,658
37,682,575,669,453,948,186,621,111,490,33,250,794,421,685,658,584,878,571,61,871,233,107,842,485,881,650,938,271,468,771,607,912,75,441,670,133,236,149,972,202,828,208,421,15,665,920,804,900,118,221,569,806,131,368,179,236,595,913,118,173,156,829,747,639,618,298,771,791,172,273,638,878,311,850,20,954,615,162,832,465,943,912,693,862,330,768,927,250,255,353,488,890,127,291,708,941,254,617,393,177
38,156,853,206,780,49,856,792,390,727,934,987,417,941,71,484,535,962,436,224,764,131,480,671,872,925,681,398,135,551,78,433,973,513,356,624,749,208,285,129,753,85,422,505,632,602,417,754,648,335,118,200,225,430,54,692,877,320,738,162,69,136,710,976,2,727,974,601,514,117,685,244,634,151,227,352,590,340,534,902,783,630,480,356,752,214,37,587,620,895,723,573,604,850,813,762,866,919,518,799,892
39,642,554,997,492,278,304,850,507,161,762,907,252,414,775,479,398,859,534,572,58,801,74,531,769,496,875,723,748,324,115,674,714,281,22,411,278,348,7,144,511,877,787,887,377,39,826,277,804,212,138,184,184,145,673,436,282,67,664,583,119,765,626,411,881,465,80,510,489,167,953,922,933,120,4,353,759,629,440,439,243,85,297,839,860,466,90,955,197,224,999,208,742,504,473,714,452,385,9,779,638
40,869,451,651,407,432,895,583,317,674,336,234,82,356,720,904,185,187,577,521,393,42,402,626,358,733,714,61,40,31,404,263,307,318,87,958,992,290,879,960,610,48,952,721,580,347,975,723,762,663,376,991,9,763,347,237,469,863,264,790,577,946,347,316,141,663,622,71,806,441,670,954,361,751,207,642,381,341,834,293,407,715,772,362,601,121,161,388,112,849,920,650,733,260,22,238,160,948,17,549,901
41,804,675,453,947,844,831,673,566,913,737,965,904,17,59,596,348,657,125,352,818,893,805,839,774,985,659,102,509,278,116,360,661,848,233,743,229,454,282,847,700,703,121,40,163,460,549,9,255,536,31,651,278,821,37,845,407,384,578,843,810,940,334,861,537,1,482,252,71,736,588,748,436,994,123,343,58,117,671,649,375,199,415,678,23,614,921,432,865,34,369,668,252,837,547,576,986,197,903,490,453
42,494,634,547,192,963,500,332,66,121,223,928,442,181,23,491,615,307,918,819,456,689,570,268,989,156,789,195,610,941,541,75,858,362,654,740,70,966,207,645,419,360,605,696,725,237,595,359,188,668,48,744,561,898,823,560,601,57,242,404,123,151,256,715,24,104,543,403,708,927,27,153,734,84,356,420,412,436,330,812,470,667,381,321,737,20,756,123,574,966,361,746,28,179,859,109,77,68,312,156,908
43,797,22,324,140,259,662,269,481,72,530,503,101,58,848,502,919,16,763,902,599,451,452,705,184,123,256,57,335,752,696,466,79,335,122,8,132,832,837,715,120,851,662,98,957,31,564,707,771,240,85,249,404,919,957,85,243,821,174,393,34,255,529,658,293,594,982,88,65,664,649,756,917,96,129,770,911,896,308,986,3,156,452,323,258,700,931,227,613,26,864,358,826,284,905,206,723,722,320,777,882
44,116,437,85,87,642,189,951,609,99,296,924,299,267,691,358,211,58,56,6,360,971,679,306,327,369,968,201,385,313,310,299,717,365,235,73,990,944,734,905,368,136,178,632,607,488,997,763,296,236,819,448,439,140,541,609,321,207,945,218,510,886,288,403,752,728,349,958,985,293,680,866,528,899,145,773,710,59,19,250,818,384,635,392,900,71,917,582,916,960,808,761,663,199,985,380,102,744,737,132,756
45,861,988,758,259,241,763,337,628,399,552,86,534,115,584,356,579,277,950,251,897,75,323,440,725,320,952,658,42,406,105,534,122,618,418,400,289,347,869,767,48,986,323,79,544,950,563,835,996,202,54,959,602,500,893,207,80,363,702,924,175,317,338,442,824,148,973,892,603,235,99,742,709,571,401,958,907,316,936,161,522,887,321,784,316,106,910,916,362,136,546,327,610,949,7,501,961,713,23,830,182
46,210,251,873,32,253,421,91,364,394,55,151,877,905,264,960,502,817,501,143,709,942,671,165,296,527,643,578,282,390,40,584,51,980,192,118,109,452,74,72,772,133,357,406,892,969,708,192,256,932,166,33,619,813,968,152,994,663,837,223,16,143,215,372,543,835,411,310,447,980,796,528,969,173,343,118,18,792,354,936,211,645,581,394,467,270,25,64,433,465,509,406,894,691,453,312,432,168,783,201,501
47,874,844,490,278,390,885,80,422,582,11,525,132,593,327,812,537,255,638,699,439,824,626,7,575,996,249,728,384,143,919,493,631,227,399,701,907,337,46,908,824,361,192,5,643,40,909,629,807,423,119,951,969,941,295,388,908,205,120,271,930,474,139,552,840,74,999,901,180,596,428,74,736,753,192,531,835,114,757,926,934,908,121,942,53,860,791,41,975,19,236,268,16,105,714,857,774,185,898,137,424
48,686,363,122,517,667,797,703,986,65,941,779,286,24,902,132,196,320,348,333,174,705,669,219,117,125,664,391,391,241,470,527,828,713,484,206,480,563,787,235,207,340,338,726,414,742,160,559,535,498,998,271,203,421,666,347,931,428,275,474,530,318,116,837,696,189,450,555,554,607,864,176,485,419,899,297,42,214,622,610,188,757,238,146,843,435,544,105,288,368,371,344,599,419,821,753,318,35,325,859,685
49,178,911,417,257,843,537,921,84,205,107,668,915,530,135,885,175,836,382,486,122,835,859,326,814,265,874,20,673,623,709,168,20,906,853,867,688,512,472,37,969,451,699,975,971,595,362,684,82,831,452,713,54,805,461,421,960,177,298,355,611,132,44,189,19,343,131,727,474,727,148,338,57,788,418,406,122,334,605,645,175,456,681,918,417,102,803,393,984,248,981,619,722,90,835,938,821,641,111,926,426
