Iteration,Sim_0,Sim_1,Sim_2
235,[364.0],[446.0],[233.0]
236,[98.0],[275.0],[281.0]
237,[494.0],[387.0],[366.0]
238,[504.0],[154.0],[483.0]
239,[138.0],[407.0],[86.0]
240,[231.0],[173.0],[9.0]
241,[500.0],[393.0],[63.0]
242,[407.0],[381.0],[124.0]
243,[297.0],[483.0],[90.0]
244,[259.0],[8.0],[434.0]
245,[24.0],[133.0],[8.0]
246,[501.0],[227.0],[379.0]
247,[398.0],[116.0],[381.0]
248,[140.0],[27.0],[14.0]
249,[303.0],[60.0],[27.0]
250,[57.0],[105.0],[126.0]
251,[332.0],[137.0],[527.0]
252,[52.0],[174.0],[192.0]
253,[123.0],[3.0],[54.0]
254,[88.0],[9.0],[412.0]
255,[215.0],[297.0],[333.0]
256,[86.0],[455.0],[164.0]
257,[324.0],[471.0],[93.0]
258,[286.0],[493.0],[275.0]
259,[422.0],[442.0],[337.0]
260,[412.0],[79.0],[451.0]
261,[196.0],[121.0],[142.0]
262,[180.0],[360.0],[256.0]
263,[74.0],[264.0],[10.0]
264,[276.0],[252.0],[228.0]
265,[84.0],[97.0],[520.0]
266,[77.0],[28.0],[57.0]
267,[298.0],[91.0],[298.0]
268,[60.0],[460.0],[308.0]
269,[46.0],[487.0],[284.0]
270,[253.0],[307.0],[3.0]
271,[503.0],[466.0],[487.0]
272,[227.0],[527.0],[324.0]
273,[72.0],[237.0],[46.0]
274,[377.0],[324.0],[503.0]
275,[121.0],[253.0],[127.0]
276,[436.0],[375.0],[117.0]
277,[49.0],[377.0],[111.0]
278,[416.0],[93.0],[97.0]
279,[522.0],[38.0],[419.0]
280,[220.0],[314.0],[424.0]
281,[2.0],[123.0],[328.0]
282,[139.0],[43.0],[362.0]
283,[291.0],[320.0],[267.0]
284,[120.0],[334.0],[466.0]
285,[99.0],[287.0],[510.0]
286,[155.0],[267.0],[213.0]
287,[328.0],[141.0],[237.0]
288,[207.0],[238.0],[398.0]
289,[388.0],[362.0],[50.0]
290,[362.0],[520.0],[375.0]
291,[307.0],[507.0],[360.0]
292,[281.0],[398.0],[455.0]
293,[505.0],[86.0],[377.0]
294,[264.0],[100.0],[334.0]
295,[137.0],[452.0],[440.0]
296,[178.0],[424.0],[422.0]
297,[451.0],[394.0],[250.0]
298,[263.0],[353.0],[307.0]
299,[265.0],[384.0],[450.0]
300,[267.0],[290.0],[516.0]
301,[127.0],[283.0],[326.0]
302,[352.0],[352.0],[393.0]
303,[256.0],[462.0],[339.0]
304,[320.0],[72.0],[295.0]
305,[345.0],[354.0],[518.0]
306,[334.0],[50.0],[330.0]
307,[312.0],[265.0],[91.0]
308,[336.0],[358.0],[94.0]
309,[404.0],[510.0],[34.0]
310,[71.0],[465.0],[310.0]
311,[94.0],[146.0],[316.0]
312,[103.0],[94.0],[404.0]
313,[290.0],[59.0],[119.0]
314,[141.0],[29.0],[465.0]
315,[440.0],[199.0],[460.0]
316,[456.0],[295.0],[120.0]
317,[235.0],[131.0],[81.0]
318,[450.0],[449.0],[152.0]
319,[389.0],[430.0],[139.0]
320,[488.0],[286.0],[110.0]
321,[525.0],[139.0],[102.0]
322,[516.0],[106.0],[29.0]
323,[7.0],[119.0],[162.0]
324,[9.0],[244.0],[421.0]
325,[18.0],[49.0],[277.0]
326,[102.0],[40.0],[123.0]
327,[314.0],[440.0],[378.0]
328,[26.0],[310.0],[22.0]
329,[401.0],[445.0],[85.0]
330,[302.0],[518.0],[341.0]
331,[510.0],[235.0],[345.0]
332,[54.0],[317.0],[42.0]
333,[92.0],[24.0],[401.0]
334,[14.0],[56.0],[105.0]
335,[105.0],[505.0],[314.0]
336,[383.0],[525.0],[372.0]
337,[287.0],[42.0],[247.0]
338,[184.0],[372.0],[99.0]
339,[296.0],[99.0],[473.0]
340,[489.0],[431.0],[49.0]
341,[156.0],[341.0],[80.0]
