Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
11,692,800,1345,440,1573,822,19,1573,465,485,1537,986,737,997,1205,147,720,701,1081,1178,110,198,125,1425,1578,930,862,811,79,1118,1110,1331,1493,816,889,1586,634,1591,1429,734,196,355,808,1445,1523,1321,513,1338,380,1215,1098,811,597,306,663,1067,1077,315,1,25,1087,840,1569,1479,440,711,801,1048,719,1556,975,192,1497,663,660,1541,23,1428,696,94,1045,359,1031,597,898,16,355,762,438,724,74,869,1120,779,527,682,670,283,236,1243
12,581,96,257,1522,1390,362,794,1025,1273,178,441,14,402,1301,1596,862,72,385,328,987,303,718,1327,266,1339,991,1099,1515,1538,1273,1409,792,766,665,350,1295,423,324,108,769,53,882,273,141,886,236,1408,23,168,1024,577,817,707,933,1107,543,1595,619,328,196,1136,497,532,1448,177,1571,1379,1190,1072,565,4,382,524,1024,1069,617,497,727,317,1582,616,1304,63,1280,1200,152,1108,1492,1508,858,692,855,413,576,749,203,30,1515,472,579
13,1290,1107,888,298,91,1122,0,565,1128,388,241,1118,1157,1546,466,1525,811,211,610,687,1564,336,197,445,1168,1242,290,546,979,382,471,387,656,461,376,1293,1334,1503,1048,695,775,973,725,1247,1109,980,714,13,718,406,770,1215,1498,1491,973,357,1293,482,1531,1088,160,50,222,400,705,602,1516,212,484,1037,1568,794,539,779,257,1533,1372,433,751,1442,1415,676,848,734,1394,597,58,801,864,1022,1316,1415,395,569,1007,660,752,1332,1356,481
14,1263,446,1555,1332,1363,167,949,1308,1423,334,979,528,376,426,969,1276,768,1069,1423,1590,48,762,929,862,760,1520,1366,1213,1371,1530,1024,791,923,1454,136,1045,1490,1394,433,1484,174,663,417,864,407,219,575,793,1146,77,253,1564,727,14,1309,269,1442,503,1539,15,1580,656,887,907,566,845,705,1030,696,470,1208,1439,5,1529,302,451,1086,1043,1274,1349,1165,1542,249,932,1262,176,458,796,1133,1224,757,1598,627,739,220,1272,1263,1588,382,931
15,962,474,1466,1542,897,1413,1323,1321,1259,1262,908,391,131,1271,711,365,1108,826,1503,685,509,1211,68,1137,1512,281,504,556,14,361,444,1170,247,29,905,585,450,534,212,131,121,258,234,183,28,985,748,328,243,1559,1076,966,778,970,933,835,796,1410,926,1490,762,1054,1012,469,1014,583,985,923,1538,1320,1139,1546,1190,626,70,866,1048,132,1463,1261,539,1423,880,190,654,1056,156,715,1401,192,816,1020,1411,193,1561,699,969,1210,88,356
16,769,366,1066,388,564,1446,43,1077,1233,604,871,853,349,1095,1002,65,1292,1427,1087,1569,18,337,952,1329,1184,1125,676,1076,652,1371,29,52,755,46,279,1225,1387,584,1355,1353,864,448,1162,1551,906,83,1509,1403,115,203,636,1218,1056,723,578,47,428,554,403,1321,1440,1517,631,1017,549,1194,1297,1556,1503,821,132,720,104,1481,1145,1367,195,485,1152,1081,1501,86,454,278,968,418,1566,1159,1224,1551,222,1016,820,534,94,1578,893,213,332,1248
17,1474,1545,388,93,1369,270,96,257,373,462,527,729,1105,1323,749,775,702,704,975,824,1067,466,75,913,198,925,107,989,149,651,1027,1130,69,314,238,78,1317,442,110,1018,561,521,1395,1010,233,651,1381,1542,737,1154,493,885,191,1236,213,813,942,329,1012,883,921,1218,1539,1228,445,951,192,449,1051,848,1490,435,725,1512,1111,667,1409,292,783,1337,1060,93,103,365,1117,1411,838,1454,1182,1303,63,970,1169,495,1391,141,1434,1079,1053,759
18,16,760,335,1157,776,1073,894,1099,1339,1465,195,801,996,1268,198,451,1549,811,1024,900,1297,988,903,294,1592,1387,661,1438,1131,198,1509,430,666,1049,618,724,1570,835,1088,260,448,67,1102,912,118,851,83,179,163,482,595,1385,1138,602,540,594,114,422,261,621,972,556,1434,226,306,682,1117,563,656,85,956,322,155,1112,1564,278,780,686,415,76,1252,667,506,1530,683,691,1222,1419,966,392,94,680,1364,461,155,266,1287,440,1399,92
19,1270,918,273,680,241,670,277,1039,461,330,1292,78,7,249,1080,1014,665,1210,1595,1347,1467,580,42,914,992,1287,795,859,436,695,686,1554,1091,896,787,1562,1241,1344,469,448,1328,106,850,848,777,1196,57,1452,760,1166,1422,543,233,171,1179,1079,1531,234,388,1360,1310,226,868,969,634,489,95,773,930,100,827,1274,1456,1507,1114,1027,1565,619,866,681,474,197,599,1162,380,799,682,1576,1540,169,1561,1226,1529,24,777,1247,1426,1587,1384,1175
20,609,1425,756,1331,13,58,582,620,950,61,1275,603,694,830,1303,764,909,1152,295,1099,934,1009,944,558,1334,430,110,1230,1045,1217,668,819,792,492,428,826,1400,49,1034,1102,437,1201,538,511,279,840,1576,88,436,1295,1126,825,1270,1538,537,106,987,244,144,1050,388,1287,1373,1412,478,1125,1050,983,1026,596,718,1262,1385,1484,397,1073,262,116,497,683,271,248,1441,503,1217,210,480,1095,862,1459,70,112,1417,1546,1286,729,640,302,240,1415
21,967,759,1512,1075,315,306,1266,818,1515,323,361,387,451,1307,1355,224,1472,740,1204,1135,1114,1259,536,831,316,1187,1408,1242,382,476,919,630,20,866,205,102,1147,467,1552,731,1015,1525,262,731,1385,251,1235,1332,509,500,555,484,446,1291,746,204,436,993,440,1067,1507,280,668,956,331,1187,619,251,668,52,633,128,841,1101,812,641,1473,25,115,1050,788,1574,1092,467,205,1290,1084,630,59,475,1412,232,53,1350,277,1305,61,402,1457,1341
22,1427,392,1077,632,600,647,902,1503,533,525,1228,183,1315,439,190,298,781,548,118,59,885,1129,1147,1531,698,56,1257,1129,1436,1147,915,1123,809,1578,602,1098,199,1172,1032,812,1363,82,264,996,1538,202,665,924,1335,878,49,1444,1403,1008,467,32,800,56,842,497,953,443,747,740,988,1039,1048,1170,1076,1210,619,1465,1259,268,59,52,631,1057,454,1111,1484,649,1316,166,168,285,175,1488,1172,641,363,1049,620,319,598,1142,1151,1353,1574,1472
23,547,1546,1544,1513,387,1218,942,153,966,1301,1322,1473,936,978,1214,253,1546,711,1002,1397,275,98,918,92,203,569,120,837,921,1508,485,1031,912,807,190,1204,422,877,101,103,241,137,539,887,697,1284,117,1230,567,1227,672,741,612,22,909,649,499,747,640,792,235,383,1026,724,802,1109,621,1287,1249,390,285,1396,415,929,460,1265,107,851,1459,1325,704,857,477,854,223,694,1333,15,442,1008,1192,1312,661,1331,534,873,1382,1187,1509,803
24,1049,1295,128,26,1297,1539,487,576,628,639,941,1404,428,834,1246,440,667,62,605,930,114,1202,1106,1323,288,1458,1194,631,217,426,667,698,1529,595,1271,1416,1026,1138,657,1129,1214,308,516,117,829,1513,1501,399,1144,1066,1278,586,905,1481,605,165,1318,135,186,964,1349,495,1431,962,843,681,209,1163,1114,271,1211,766,1193,1147,1191,69,1368,1083,856,1208,1201,1337,1082,1487,1357,25,203,1417,1496,1306,1238,1352,321,918,1116,17,214,1220,280,745
25,0,506,802,761,166,261,1227,775,891,1359,562,835,15,336,1138,1546,1166,1198,796,796,1352,1227,129,408,278,1085,1468,1264,814,884,413,232,753,1517,1241,367,941,478,605,1089,536,1420,582,1025,428,1029,99,687,1273,538,1526,669,183,1081,455,600,803,929,1076,515,1157,268,338,340,290,886,1303,1321,927,10,596,1203,3,1321,973,1111,705,519,149,760,1329,500,426,499,892,1552,693,1240,1371,1283,30,511,1587,748,650,1535,58,665,391,279
26,735,1517,28,1583,840,328,404,828,522,952,1408,1515,1057,467,151,1342,1190,91,1063,396,1489,811,907,361,1122,463,1157,1462,815,734,757,693,1533,388,1508,277,1418,709,577,614,127,1522,515,113,1316,642,809,1483,262,1454,1007,980,1499,261,835,323,282,1478,355,1560,384,1209,1427,1070,1024,316,1448,1551,748,477,902,1106,546,1119,1179,1567,146,664,477,647,514,893,1225,1267,521,14,1395,1098,1167,840,1350,876,955,880,1078,471,400,482,229,764
27,1000,434,1207,138,20,1371,286,1019,745,781,312,190,478,590,1484,1435,422,1176,770,528,727,943,1365,221,319,1252,775,680,1241,949,752,410,102,1022,1520,189,559,8,1481,161,812,476,42,545,343,987,732,1121,584,199,732,944,1459,1154,1061,425,873,1403,245,1478,877,512,1299,444,166,533,451,1096,228,1075,1244,101,1381,11,919,1165,812,1576,717,291,622,1338,922,1554,1127,371,1269,1578,328,1037,1387,390,1084,140,238,1289,140,1425,992,604
28,588,648,882,360,646,1211,637,708,1544,357,326,364,885,142,187,1335,1382,156,640,652,1155,1501,778,1115,233,707,1453,1302,1420,647,561,118,1297,1094,372,543,735,1586,558,663,786,990,1486,165,360,956,1415,36,119,991,387,107,409,628,1358,996,1215,141,772,1411,464,1547,1559,1312,924,302,207,1110,1219,1500,571,535,548,114,1376,806,697,691,1140,1076,1464,1515,1019,262,992,861,1227,760,831,139,1527,607,826,1447,820,542,1336,613,938,1579
29,888,942,1483,115,1508,636,266,585,305,337,1233,868,825,1020,1097,1304,559,51,726,626,1,1523,1087,239,1391,1514,1336,1444,973,800,160,496,1004,705,213,1259,28,940,933,1296,113,233,1313,184,355,1488,80,975,54,597,448,225,837,678,1505,1174,611,876,1587,1095,1161,908,879,377,405,420,1095,1112,324,415,721,1556,694,843,1042,1465,789,289,980,1063,1115,1197,824,1018,1093,689,933,606,1108,360,1393,1298,1107,1007,1400,550,1182,876,66,1373
30,552,1231,510,1392,1154,185,1587,285,1336,205,1037,1159,177,1378,729,417,390,583,522,853,227,907,234,926,1176,729,809,423,130,400,1531,413,1,634,811,996,988,1301,197,120,267,562,518,1396,1525,1282,901,561,17,587,803,1555,1555,752,997,1550,835,726,434,542,1052,400,1053,914,600,1536,344,1504,1229,153,886,319,1062,1452,440,648,968,1460,365,214,1050,1291,1326,1576,213,480,1324,919,434,486,614,196,727,820,1574,636,1463,1580,1287,1398
31,680,1343,675,262,1528,480,135,868,459,587,1448,245,863,32,240,1082,895,1163,215,351,133,152,326,1347,505,119,1022,888,1100,1363,983,921,1276,1583,1248,430,712,239,836,362,831,801,1453,274,819,854,1132,190,823,1184,356,1278,273,235,1316,1410,601,967,790,456,858,716,1347,23,1148,940,1388,50,1001,1393,20,557,511,1281,972,621,1558,1059,964,233,1003,235,1426,327,1018,1487,1515,406,804,998,466,282,431,847,74,1152,1430,319,260,400
32,33,1581,151,1575,831,66,333,904,140,1081,1139,881,714,518,145,436,1321,1024,931,916,248,1197,965,10,756,274,1034,1185,1133,766,891,491,230,1342,1450,1442,533,1227,1498,321,1491,1373,1437,1001,53,900,1566,1227,549,1069,876,614,1236,872,1129,1439,790,672,182,633,1492,137,545,1403,622,1223,199,459,1581,1478,193,1000,788,352,190,1141,784,478,562,880,63,1192,322,429,1125,606,1504,1568,1003,1071,1010,1577,765,614,246,154,1040,109,355,257
33,771,132,244,779,1267,272,245,540,1537,915,1072,274,463,917,562,830,352,1245,724,1159,1307,573,1143,1232,566,468,900,807,1409,928,509,169,152,842,1346,918,685,1513,892,1566,1386,205,118,704,984,1199,226,55,974,976,498,881,941,997,772,860,1309,824,1516,431,271,123,941,1444,124,1032,507,828,952,645,891,683,320,1580,894,529,428,919,15,644,1010,244,365,625,1248,1526,824,93,1330,1366,725,593,359,1453,4,223,1184,484,975,944
34,1080,1074,714,205,562,393,67,391,1309,30,341,147,13,1024,255,149,254,1117,683,1329,496,586,1330,233,42,774,1283,697,232,1450,930,930,1583,661,728,1196,1044,51,45,1515,93,151,587,1024,665,537,931,474,789,94,1213,710,433,1438,465,21,921,1217,1583,627,240,713,858,194,499,760,275,1134,1194,1530,616,1408,1189,773,564,1079,1320,895,907,821,1562,1007,407,1279,268,940,1249,283,753,309,1389,505,971,1578,477,911,573,1396,104,1096
35,1350,972,543,1495,1557,867,1298,1376,18,45,8,1129,39,1486,95,492,1505,0,826,982,960,229,57,863,765,917,545,1227,757,599,894,1283,302,1174,166,1029,1055,133,185,1552,272,110,967,1524,1025,529,939,53,955,425,130,1116,1491,1378,356,1338,354,639,1584,728,780,1470,767,1271,1449,1323,1067,82,1273,175,66,769,1552,690,1002,158,1597,672,35,1188,435,803,1198,536,699,1010,758,825,199,807,777,177,1076,119,1360,982,16,959,534,1219
36,632,1262,544,890,686,439,1590,1041,435,703,935,294,236,862,1395,733,1112,130,1475,809,335,306,555,1505,715,238,993,933,915,1102,1361,181,498,1523,702,1172,598,896,1582,1470,429,1210,699,383,459,714,1529,926,340,178,534,445,780,804,1519,370,1583,818,58,1288,929,1148,1155,71,307,1451,1442,575,1482,858,250,1040,258,790,689,437,1551,1393,273,488,1032,1514,1116,305,1083,788,1049,543,97,1352,1013,1060,397,1376,806,921,63,786,168,1507
37,1055,450,639,1241,957,138,731,1105,1352,104,878,324,1514,543,1394,308,1121,835,1346,138,439,211,1308,1277,891,469,283,1196,72,42,1595,303,690,1481,1082,453,575,1059,441,1389,1143,1518,79,1429,866,769,1367,334,130,213,666,285,1489,604,458,888,523,466,443,209,475,1324,824,1377,1019,675,620,1142,1149,79,208,10,20,531,147,290,743,563,404,501,377,498,743,1237,1365,781,335,1345,960,1151,331,404,1502,590,1552,1414,1141,1027,418,1161
38,461,31,697,473,189,862,229,1332,1011,1594,869,770,1038,316,1539,984,60,992,1570,557,1287,489,147,1230,77,279,1274,95,439,1084,341,84,1277,1408,361,1156,491,225,381,299,957,397,786,561,1524,193,1454,281,35,882,1548,467,510,1426,566,673,1301,706,360,316,248,1455,1109,678,1357,605,35,608,21,341,1330,1142,719,867,1464,1243,438,790,979,981,572,191,1571,344,732,272,699,652,253,1188,1055,1042,651,168,1464,82,535,805,553,494
39,100,121,1289,1286,975,831,823,151,1168,257,800,799,1267,1293,412,1068,276,972,1263,1172,1166,574,319,941,49,186,1596,843,133,320,1517,829,379,592,802,163,347,1058,70,326,782,155,144,862,217,826,300,436,1002,1431,566,566,220,1457,1488,232,927,412,959,513,1594,370,530,1324,1303,1050,1151,487,283,981,800,433,1001,169,292,963,1247,1118,234,757,1073,196,1190,1144,1296,1089,985,89,186,1461,1587,127,279,326,206,1089,443,1192,966,772
40,318,1235,1312,280,699,788,580,437,754,218,789,539,300,1080,1517,732,1206,371,268,1385,1269,350,1346,1385,648,778,1443,104,526,1187,1321,135,112,1468,1227,1036,1500,1270,236,153,1565,1296,43,1044,1510,756,60,1260,551,435,1558,1121,1462,1130,911,1173,387,125,49,1337,1315,31,1194,883,1130,1570,828,336,161,902,766,428,1579,239,1174,471,526,1355,641,1364,818,28,270,389,303,586,539,670,110,1070,559,147,1262,1136,364,955,92,640,1333,550
41,606,1375,423,1164,1499,1259,915,1598,86,1013,1331,676,1555,1504,1185,1467,76,572,1077,1390,812,902,127,1434,232,1550,586,1465,339,370,1523,1565,994,434,938,76,1105,1117,1094,1570,844,797,1425,176,49,848,542,944,800,151,1394,1131,708,303,1003,1060,156,1320,1336,1558,1104,1022,1502,255,601,652,1555,799,1161,593,212,1538,1526,1301,1449,350,364,1155,950,1295,746,1094,1465,1507,754,962,1134,1366,736,1235,648,103,535,180,1413,576,80,284,1473,1486
42,557,1478,910,76,510,902,156,1450,1569,27,1196,1134,1104,35,426,828,304,26,1134,367,1051,64,1218,686,1547,103,217,186,8,126,1435,540,478,611,1210,641,494,475,509,1546,1222,31,973,1359,641,628,1475,672,642,316,1421,1084,817,828,1543,145,1458,1145,1161,829,1333,114,1081,475,1246,719,984,84,1125,653,671,807,576,1184,686,252,127,677,1333,1193,283,788,765,487,234,69,672,653,1147,721,958,462,871,443,286,458,1272,1331,1330,201
43,969,1326,1171,1454,1082,1565,842,645,477,1211,1096,900,1326,637,243,138,1150,1523,1354,990,441,1114,1086,496,554,255,1398,668,1479,802,249,1400,819,596,226,827,1405,245,68,995,177,1394,1533,379,1051,1465,1018,1562,1367,580,1516,988,1440,1184,1250,1183,899,2,1510,319,560,459,702,1119,1277,1245,337,1033,1577,1107,279,1002,156,73,1242,707,180,508,974,210,568,592,1245,373,1302,1555,752,1406,621,346,1418,202,1031,401,161,724,705,511,331,312
44,1258,1112,659,185,474,1185,1307,1577,1096,777,1255,768,1321,1218,680,248,340,1443,83,161,1162,221,1567,1169,1542,193,1326,567,423,780,906,304,807,444,1317,1466,1033,1522,16,550,1429,240,259,1195,227,524,207,1174,1583,1253,1317,256,325,649,990,1323,527,194,1299,1031,482,932,505,894,259,594,1256,1031,1187,1058,1229,1494,851,1553,156,1099,296,142,519,1579,1401,1494,321,692,208,1113,414,409,117,75,999,1216,987,1361,1538,462,412,669,597,290
45,241,1349,797,1193,856,1357,605,33,914,1183,1118,5,485,537,1440,1230,322,1129,8,193,1387,564,644,140,1425,233,1233,673,402,732,169,73,222,1473,164,674,322,163,1262,782,142,1479,1298,1016,1366,963,946,491,1459,1299,1296,59,1575,548,1295,1063,461,543,933,1417,952,361,1281,1200,661,315,1238,32,1028,884,662,1467,1478,1086,1592,191,145,945,1183,1398,950,188,1270,802,76,668,585,755,1314,44,895,1397,787,819,1154,427,897,132,96,1213
46,1111,1347,1572,945,747,888,1292,1384,287,1585,1509,974,835,698,343,1456,1169,414,398,348,1113,669,1457,815,207,888,865,1508,391,1272,614,880,1283,354,1101,701,410,436,259,57,726,453,778,519,1107,160,210,235,633,1100,47,113,1212,981,1560,1339,698,1038,395,141,50,597,1260,1125,1015,702,537,861,1233,720,1549,175,1421,761,22,786,228,726,1592,930,1068,1551,795,1558,1550,1595,621,13,623,266,1300,24,915,147,1375,1058,1228,1459,1586,763
47,1586,255,1201,1121,252,679,1403,187,489,1272,1553,1168,1132,1127,954,49,1082,79,78,868,838,474,1509,858,1213,648,1350,1594,679,825,247,316,1208,1039,106,1555,170,1148,1067,383,683,552,288,830,443,245,933,465,669,215,390,299,1079,562,416,399,762,481,739,1110,1478,524,252,470,773,636,1461,853,223,34,282,1354,304,1516,482,837,233,1036,1369,1418,1026,917,1541,1338,6,1525,635,1477,599,862,569,835,1318,851,525,575,200,694,1,1136
48,456,892,99,570,21,1221,590,1117,420,1403,950,103,872,214,1346,594,1308,1171,631,305,1047,120,1221,340,1444,332,1079,527,920,1402,107,714,1504,1285,894,309,827,1479,1326,979,1431,977,478,507,579,716,1436,210,526,860,1201,955,313,109,487,1043,1162,1182,129,1502,274,354,1246,286,928,684,43,426,750,1367,334,278,655,740,995,1583,1189,646,1506,422,166,396,1021,844,1547,677,1158,77,834,225,446,793,1105,1100,113,1063,1192,490,1201,949
49,215,1569,850,628,1337,287,670,1351,330,1197,223,210,505,15,1054,731,101,518,1273,1211,1103,395,939,379,598,533,60,267,1178,1289,1103,32,1093,120,328,796,949,1480,563,1393,556,93,1465,1176,116,1452,509,1543,4,266,127,1523,1315,1516,614,603,717,207,214,1527,486,286,381,15,400,1542,1330,350,578,78,716,363,1318,750,757,1581,994,171,1379,209,389,964,1178,1320,291,156,980,1078,774,1308,910,863,722,882,1344,1351,1268,1575,824,183
50,1516,359,448,1576,459,826,819,716,1120,973,1167,1470,190,683,1397,43,163,507,802,780,1149,1086,342,696,799,701,641,574,331,254,25,687,263,436,1492,1489,964,697,1264,1098,1099,849,203,413,706,652,979,579,76,64,429,115,53,1225,958,1184,393,1232,274,753,681,1110,646,1411,614,910,250,1337,960,547,1454,1441,355,741,802,717,8,1160,1436,1487,829,642,1164,11,1022,287,208,974,1227,268,1508,942,541,1574,146,790,1003,296,1039,1176
51,69,51,1455,1003,1184,1340,771,374,1363,1348,889,41,1527,897,1597,695,1182,1022,1341,609,242,1190,1497,599,1060,404,289,1344,57,296,996,728,1231,1020,365,738,563,481,1581,108,1114,1311,1561,622,730,263,241,650,1192,853,1186,684,194,304,660,1551,605,582,1036,1001,1208,1043,696,98,907,537,1566,1254,802,733,1403,786,1181,830,551,1078,1395,287,819,1262,32,1195,561,412,1239,778,946,1224,218,1193,377,1430,674,762,853,1017,770,1404,102,1349
52,966,875,755,308,276,260,1375,1283,1373,579,1475,1386,1320,577,706,384,407,320,836,1359,1394,249,527,1410,490,280,991,173,1084,696,507,885,1544,1585,495,122,777,1146,1043,1536,1145,685,282,872,317,260,567,1031,330,907,795,268,1393,1585,756,302,576,1328,632,1239,887,44,453,64,206,253,970,1453,73,651,1027,176,221,47,382,680,748,885,611,707,433,1229,939,1304,1178,929,1494,1569,1261,1097,858,764,596,16,316,551,1020,696,1359,1068
