Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
24,[1076.0],[907.0],[463.0],[1017.0],[462.0],[930.0],[38.0],[999.0],[1131.0],[1255.0],[862.0],[480.0],[126.0],[1287.0],[1068.0],[509.0],[1301.0],[1244.0],[413.0],[855.0],[1131.0],[740.0],[420.0],[134.0],[1317.0]
25,[570.0],[855.0],[1290.0],[256.0],[1207.0],[653.0],[1022.0],[1410.0],[1489.0],[64.0],[647.0],[1412.0],[1062.0],[1235.0],[1356.0],[381.0],[374.0],[530.0],[890.0],[1506.0],[925.0],[1098.0],[1503.0],[38.0],[909.0]
26,[911.0],[1499.0],[911.0],[1113.0],[833.0],[1537.0],[12.0],[1299.0],[1392.0],[258.0],[876.0],[1574.0],[1135.0],[1574.0],[1489.0],[1018.0],[170.0],[507.0],[215.0],[889.0],[325.0],[1371.0],[1166.0],[755.0],[649.0]
27,[1506.0],[1591.0],[340.0],[281.0],[1182.0],[444.0],[487.0],[45.0],[1374.0],[1261.0],[1212.0],[1131.0],[723.0],[910.0],[837.0],[327.0],[1178.0],[589.0],[1510.0],[1455.0],[454.0],[659.0],[493.0],[65.0],[953.0]
28,[509.0],[731.0],[1489.0],[1289.0],[326.0],[378.0],[1542.0],[95.0],[469.0],[638.0],[793.0],[538.0],[996.0],[911.0],[723.0],[1136.0],[556.0],[459.0],[913.0],[1574.0],[1566.0],[726.0],[926.0],[408.0],[353.0]
29,[1489.0],[1455.0],[1200.0],[13.0],[832.0],[281.0],[199.0],[1114.0],[567.0],[1040.0],[985.0],[1577.0],[1301.0],[413.0],[1482.0],[589.0],[647.0],[395.0],[591.0],[705.0],[926.0],[492.0],[1009.0],[1455.0],[652.0]
30,[861.0],[1086.0],[366.0],[1574.0],[1088.0],[94.0],[755.0],[1276.0],[198.0],[1438.0],[1290.0],[1157.0],[1060.0],[1023.0],[1574.0],[526.0],[1186.0],[593.0],[795.0],[1277.0],[1407.0],[346.0],[1125.0],[390.0],[378.0]
31,[994.0],[437.0],[836.0],[1489.0],[1089.0],[553.0],[1131.0],[1235.0],[1319.0],[553.0],[1250.0],[1060.0],[1242.0],[1059.0],[1455.0],[267.0],[651.0],[359.0],[1429.0],[1301.0],[899.0],[1301.0],[1087.0],[1178.0],[1587.0]
32,[1498.0],[1480.0],[603.0],[1438.0],[1051.0],[1491.0],[1290.0],[1490.0],[730.0],[120.0],[1078.0],[494.0],[1483.0],[1540.0],[1403.0],[570.0],[1432.0],[601.0],[469.0],[911.0],[1261.0],[1078.0],[1591.0],[1371.0],[855.0]
33,[651.0],[1488.0],[608.0],[370.0],[291.0],[1432.0],[890.0],[1244.0],[1045.0],[1290.0],[1556.0],[525.0],[1426.0],[806.0],[639.0],[492.0],[653.0],[608.0],[639.0],[1149.0],[633.0],[1598.0],[38.0],[1316.0],[198.0]
34,[1040.0],[934.0],[324.0],[1302.0],[469.0],[7.0],[756.0],[494.0],[1338.0],[939.0],[335.0],[250.0],[1190.0],[1190.0],[1494.0],[527.0],[1490.0],[480.0],[1574.0],[1191.0],[705.0],[731.0],[1299.0],[1261.0],[502.0]
35,[830.0],[281.0],[362.0],[1079.0],[483.0],[1376.0],[1261.0],[1130.0],[94.0],[199.0],[336.0],[294.0],[128.0],[1079.0],[1143.0],[1244.0],[731.0],[409.0],[1408.0],[861.0],[1410.0],[198.0],[724.0],[1020.0],[346.0]
36,[793.0],[151.0],[723.0],[401.0],[375.0],[1369.0],[997.0],[1126.0],[363.0],[1456.0],[51.0],[591.0],[1484.0],[1018.0],[340.0],[1132.0],[826.0],[289.0],[917.0],[1482.0],[553.0],[338.0],[899.0],[831.0],[949.0]
37,[499.0],[754.0],[1438.0],[1086.0],[342.0],[1438.0],[1371.0],[556.0],[205.0],[170.0],[1359.0],[1038.0],[1170.0],[912.0],[1200.0],[723.0],[1287.0],[151.0],[502.0],[143.0],[1299.0],[861.0],[1040.0],[1432.0],[1506.0]
38,[1437.0],[651.0],[638.0],[1081.0],[657.0],[64.0],[793.0],[1080.0],[1018.0],[1437.0],[873.0],[836.0],[1158.0],[215.0],[150.0],[1504.0],[1056.0],[258.0],[401.0],[1504.0],[1191.0],[1484.0],[1410.0],[1557.0],[1403.0]
39,[1160.0],[499.0],[38.0],[926.0],[38.0],[1080.0],[710.0],[826.0],[1456.0],[996.0],[1045.0],[1125.0],[1277.0],[652.0],[1458.0],[645.0],[455.0],[95.0],[210.0],[608.0],[608.0],[44.0],[672.0],[633.0],[161.0]
40,[1344.0],[861.0],[1374.0],[497.0],[175.0],[482.0],[1029.0],[1086.0],[1438.0],[1484.0],[1557.0],[1429.0],[639.0],[591.0],[1113.0],[390.0],[378.0],[1276.0],[356.0],[1014.0],[724.0],[35.0],[731.0],[198.0],[371.0]
41,[538.0],[289.0],[1334.0],[1408.0],[795.0],[1392.0],[1116.0],[912.0],[553.0],[997.0],[984.0],[1112.0],[1438.0],[1150.0],[861.0],[999.0],[1114.0],[1490.0],[376.0],[903.0],[638.0],[1123.0],[199.0],[1094.0],[128.0]
42,[539.0],[358.0],[120.0],[941.0],[1299.0],[1130.0],[554.0],[649.0],[723.0],[826.0],[705.0],[551.0],[336.0],[553.0],[724.0],[1178.0],[127.0],[1077.0],[1113.0],[1531.0],[1040.0],[1178.0],[170.0],[775.0],[1438.0]
43,[328.0],[258.0],[146.0],[579.0],[1193.0],[1287.0],[1312.0],[134.0],[982.0],[1130.0],[1147.0],[1475.0],[558.0],[1014.0],[38.0],[1269.0],[353.0],[463.0],[826.0],[649.0],[120.0],[378.0],[1193.0],[608.0],[723.0]
44,[437.0],[381.0],[1455.0],[353.0],[638.0],[907.0],[1177.0],[1261.0],[1186.0],[1491.0],[597.0],[1151.0],[1455.0],[1483.0],[199.0],[1316.0],[652.0],[826.0],[541.0],[740.0],[38.0],[429.0],[775.0],[1312.0],[1565.0]
45,[170.0],[465.0],[777.0],[474.0],[127.0],[1228.0],[1130.0],[1078.0],[38.0],[1480.0],[1235.0],[401.0],[1114.0],[1429.0],[777.0],[821.0],[502.0],[362.0],[150.0],[997.0],[160.0],[1064.0],[1081.0],[651.0],[1395.0]
46,[1287.0],[269.0],[601.0],[538.0],[1334.0],[1298.0],[1124.0],[1591.0],[1120.0],[1119.0],[1131.0],[1276.0],[904.0],[1020.0],[1040.0],[353.0],[347.0],[391.0],[974.0],[1438.0],[651.0],[647.0],[1186.0],[1076.0],[281.0]
47,[589.0],[553.0],[151.0],[501.0],[1287.0],[1178.0],[1014.0],[1574.0],[1066.0],[1110.0],[497.0],[1080.0],[903.0],[832.0],[633.0],[1588.0],[903.0],[538.0],[1287.0],[1432.0],[795.0],[1552.0],[837.0],[199.0],[1161.0]
48,[1020.0],[911.0],[134.0],[591.0],[1219.0],[522.0],[826.0],[38.0],[151.0],[390.0],[1079.0],[913.0],[997.0],[833.0],[651.0],[170.0],[904.0],[974.0],[679.0],[1086.0],[1125.0],[1506.0],[1244.0],[1410.0],[1170.0]
49,[1130.0],[1299.0],[106.0],[1474.0],[916.0],[1367.0],[907.0],[1150.0],[366.0],[695.0],[338.0],[1190.0],[1461.0],[1001.0],[215.0],[802.0],[910.0],[1147.0],[912.0],[556.0],[301.0],[537.0],[1175.0],[1506.0],[340.0]
50,[1276.0],[170.0],[469.0],[1510.0],[199.0],[1090.0],[856.0],[1488.0],[855.0],[1506.0],[649.0],[807.0],[985.0],[854.0],[1277.0],[795.0],[1023.0],[1432.0],[575.0],[966.0],[996.0],[978.0],[494.0],[813.0],[1494.0]
51,[1080.0],[1193.0],[7.0],[244.0],[724.0],[464.0],[1154.0],[1312.0],[1514.0],[1178.0],[1201.0],[1432.0],[1143.0],[1051.0],[120.0],[1410.0],[1190.0],[1190.0],[487.0],[912.0],[572.0],[904.0],[126.0],[1014.0],[69.0]
52,[1079.0],[1369.0],[1392.0],[150.0],[861.0],[837.0],[998.0],[1483.0],[455.0],[198.0],[1483.0],[1086.0],[1064.0],[488.0],[442.0],[1120.0],[1554.0],[1186.0],[1080.0],[1023.0],[1116.0],[668.0],[1150.0],[40.0],[639.0]
53,[913.0],[836.0],[1376.0],[338.0],[1436.0],[146.0],[1491.0],[645.0],[910.0],[1476.0],[494.0],[243.0],[1512.0],[1182.0],[978.0],[564.0],[1577.0],[1086.0],[978.0],[837.0],[989.0],[1094.0],[1120.0],[1045.0],[347.0]
54,[912.0],[199.0],[1337.0],[1531.0],[323.0],[462.0],[1489.0],[1142.0],[557.0],[1124.0],[1369.0],[1186.0],[649.0],[469.0],[1437.0],[1396.0],[1096.0],[1080.0],[1185.0],[1427.0],[911.0],[1070.0],[1234.0],[591.0],[1219.0]
55,[1235.0],[1287.0],[258.0],[243.0],[350.0],[518.0],[170.0],[907.0],[378.0],[1014.0],[1287.0],[564.0],[65.0],[1089.0],[795.0],[1478.0],[484.0],[433.0],[1432.0],[122.0],[830.0],[390.0],[467.0],[826.0],[808.0]
56,[494.0],[1080.0],[364.0],[40.0],[1119.0],[432.0],[647.0],[974.0],[328.0],[1300.0],[910.0],[1081.0],[1432.0],[1088.0],[1334.0],[889.0],[601.0],[1321.0],[911.0],[1381.0],[793.0],[1432.0],[978.0],[912.0],[1143.0]
57,[910.0],[1234.0],[280.0],[378.0],[120.0],[1151.0],[262.0],[1402.0],[776.0],[353.0],[1574.0],[1566.0],[335.0],[1109.0],[683.0],[122.0],[985.0],[679.0],[353.0],[442.0],[1022.0],[1588.0],[1484.0],[1112.0],[1177.0]
58,[450.0],[1131.0],[690.0],[1412.0],[1570.0],[1063.0],[685.0],[638.0],[493.0],[1228.0],[1455.0],[1287.0],[161.0],[358.0],[320.0],[624.0],[723.0],[603.0],[501.0],[1491.0],[777.0],[199.0],[299.0],[986.0],[1410.0]
59,[1574.0],[344.0],[724.0],[1097.0],[1186.0],[86.0],[1458.0],[1124.0],[258.0],[1212.0],[1197.0],[1059.0],[1415.0],[650.0],[740.0],[1176.0],[541.0],[1079.0],[1143.0],[1279.0],[826.0],[1554.0],[604.0],[997.0],[126.0]
60,[836.0],[1197.0],[775.0],[1131.0],[1423.0],[1131.0],[378.0],[997.0],[614.0],[1237.0],[401.0],[347.0],[281.0],[327.0],[709.0],[1261.0],[1455.0],[1144.0],[1483.0],[1214.0],[1201.0],[1234.0],[1169.0],[1124.0],[516.0]
61,[1035.0],[65.0],[567.0],[852.0],[447.0],[584.0],[1506.0],[1480.0],[1177.0],[998.0],[1186.0],[325.0],[1040.0],[1219.0],[1158.0],[1301.0],[65.0],[1474.0],[1586.0],[996.0],[1506.0],[1455.0],[591.0],[1030.0],[345.0]
62,[572.0],[374.0],[1437.0],[1356.0],[1259.0],[1018.0],[1253.0],[916.0],[1573.0],[1086.0],[1420.0],[556.0],[442.0],[1207.0],[1131.0],[1542.0],[1018.0],[911.0],[1128.0],[873.0],[1438.0],[170.0],[826.0],[907.0],[1220.0]
63,[480.0],[1110.0],[1032.0],[480.0],[1540.0],[1374.0],[1504.0],[1193.0],[437.0],[1498.0],[198.0],[1020.0],[645.0],[289.0],[1438.0],[198.0],[1403.0],[501.0],[497.0],[914.0],[668.0],[1269.0],[198.0],[1193.0],[1432.0]
64,[904.0],[1461.0],[199.0],[656.0],[618.0],[469.0],[338.0],[1056.0],[999.0],[215.0],[1022.0],[45.0],[43.0],[743.0],[773.0],[724.0],[281.0],[1483.0],[374.0],[1244.0],[1491.0],[1228.0],[390.0],[1504.0],[366.0]
65,[724.0],[120.0],[1031.0],[502.0],[1133.0],[12.0],[1467.0],[1407.0],[484.0],[131.0],[1427.0],[95.0],[1480.0],[1539.0],[1261.0],[1432.0],[639.0],[754.0],[128.0],[210.0],[997.0],[982.0],[1301.0],[1175.0],[442.0]
66,[1186.0],[1438.0],[617.0],[911.0],[1503.0],[777.0],[1554.0],[923.0],[1476.0],[1126.0],[1299.0],[1316.0],[861.0],[1319.0],[553.0],[199.0],[339.0],[272.0],[832.0],[413.0],[1064.0],[1410.0],[1014.0],[1022.0],[1288.0]
67,[998.0],[1484.0],[1277.0],[395.0],[331.0],[1032.0],[729.0],[1014.0],[1214.0],[419.0],[1374.0],[649.0],[364.0],[657.0],[1483.0],[502.0],[1574.0],[584.0],[833.0],[986.0],[1087.0],[1498.0],[999.0],[1356.0],[84.0]
68,[649.0],[916.0],[1274.0],[639.0],[986.0],[1355.0],[1302.0],[910.0],[336.0],[907.0],[916.0],[198.0],[1165.0],[1435.0],[401.0],[424.0],[645.0],[1168.0],[1051.0],[618.0],[985.0],[602.0],[1018.0],[859.0],[507.0]
69,[430.0],[1505.0],[1471.0],[836.0],[813.0],[152.0],[1556.0],[1175.0],[1467.0],[1114.0],[566.0],[909.0],[1488.0],[1362.0],[91.0],[64.0],[446.0],[575.0],[249.0],[659.0],[1369.0],[1201.0],[1178.0],[325.0],[754.0]
70,[1125.0],[1186.0],[984.0],[837.0],[1014.0],[346.0],[1334.0],[132.0],[353.0],[926.0],[624.0],[271.0],[1051.0],[465.0],[1257.0],[347.0],[1177.0],[1319.0],[151.0],[1068.0],[1287.0],[873.0],[1269.0],[985.0],[1455.0]
71,[1214.0],[1415.0],[793.0],[143.0],[1181.0],[912.0],[1011.0],[1190.0],[652.0],[98.0],[7.0],[1168.0],[1574.0],[1402.0],[624.0],[215.0],[997.0],[1059.0],[916.0],[560.0],[1344.0],[685.0],[1270.0],[609.0],[1146.0]
72,[36.0],[1076.0],[98.0],[1429.0],[1504.0],[756.0],[1437.0],[695.0],[1542.0],[42.0],[1370.0],[600.0],[80.0],[1221.0],[668.0],[35.0],[35.0],[539.0],[613.0],[1190.0],[1029.0],[1298.0],[802.0],[1449.0],[1374.0]
73,[1190.0],[1590.0],[1040.0],[935.0],[1003.0],[1455.0],[1392.0],[1169.0],[120.0],[1144.0],[469.0],[134.0],[1287.0],[151.0],[460.0],[11.0],[1494.0],[910.0],[361.0],[479.0],[1011.0],[98.0],[98.0],[756.0],[7.0]
74,[1279.0],[974.0],[754.0],[1415.0],[1201.0],[1336.0],[1483.0],[1023.0],[37.0],[1537.0],[38.0],[1299.0],[1290.0],[286.0],[1552.0],[266.0],[1565.0],[556.0],[258.0],[1064.0],[1077.0],[649.0],[1228.0],[838.0],[469.0]
75,[591.0],[198.0],[650.0],[301.0],[1124.0],[1574.0],[144.0],[1369.0],[516.0],[1186.0],[1336.0],[127.0],[651.0],[1038.0],[537.0],[1200.0],[1506.0],[366.0],[368.0],[1142.0],[1272.0],[557.0],[916.0],[647.0],[1558.0]
76,[1126.0],[1290.0],[633.0],[1545.0],[996.0],[705.0],[1235.0],[986.0],[1261.0],[1540.0],[1191.0],[38.0],[482.0],[1262.0],[1078.0],[1086.0],[1556.0],[1126.0],[1048.0],[695.0],[1343.0],[426.0],[688.0],[683.0],[1392.0]
77,[413.0],[728.0],[651.0],[680.0],[1377.0],[567.0],[1086.0],[813.0],[1176.0],[1396.0],[120.0],[724.0],[826.0],[1436.0],[1512.0],[1557.0],[56.0],[645.0],[1207.0],[1181.0],[775.0],[1133.0],[853.0],[740.0],[35.0]
78,[1177.0],[494.0],[353.0],[649.0],[907.0],[829.0],[986.0],[1181.0],[1040.0],[1044.0],[487.0],[199.0],[973.0],[723.0],[754.0],[705.0],[340.0],[510.0],[965.0],[989.0],[1141.0],[925.0],[740.0],[1450.0],[235.0]
79,[1290.0],[1506.0],[470.0],[1276.0],[1279.0],[42.0],[65.0],[1131.0],[756.0],[1372.0],[170.0],[1193.0],[342.0],[438.0],[731.0],[1038.0],[128.0],[705.0],[889.0],[1113.0],[1507.0],[1120.0],[1142.0],[996.0],[635.0]
80,[811.0],[1587.0],[652.0],[913.0],[1169.0],[856.0],[1420.0],[979.0],[1399.0],[160.0],[813.0],[120.0],[245.0],[954.0],[493.0],[279.0],[1461.0],[833.0],[1088.0],[537.0],[1033.0],[633.0],[1074.0],[1274.0],[1261.0]
81,[996.0],[1574.0],[1234.0],[1059.0],[1356.0],[19.0],[649.0],[1125.0],[501.0],[1552.0],[1014.0],[700.0],[371.0],[49.0],[151.0],[832.0],[1480.0],[832.0],[1089.0],[98.0],[199.0],[651.0],[1114.0],[537.0],[1336.0]
82,[1438.0],[1498.0],[328.0],[413.0],[1369.0],[477.0],[173.0],[1461.0],[1455.0],[557.0],[939.0],[1490.0],[537.0],[1476.0],[366.0],[833.0],[249.0],[469.0],[652.0],[1388.0],[441.0],[1031.0],[378.0],[695.0],[1290.0]
83,[1064.0],[1175.0],[1131.0],[875.0],[984.0],[802.0],[1175.0],[470.0],[541.0],[1588.0],[527.0],[160.0],[979.0],[1077.0],[608.0],[1182.0],[996.0],[1051.0],[776.0],[1554.0],[1124.0],[985.0],[1005.0],[1169.0],[1376.0]
84,[1178.0],[756.0],[1480.0],[1147.0],[591.0],[635.0],[813.0],[249.0],[12.0],[729.0],[1371.0],[899.0],[1233.0],[1517.0],[394.0],[1001.0],[1124.0],[574.0],[836.0],[826.0],[740.0],[413.0],[298.0],[1467.0],[1505.0]
85,[1483.0],[822.0],[871.0],[1287.0],[1300.0],[959.0],[1005.0],[572.0],[729.0],[916.0],[1142.0],[1214.0],[222.0],[212.0],[1374.0],[1434.0],[1300.0],[1436.0],[1427.0],[541.0],[916.0],[559.0],[444.0],[170.0],[1461.0]
86,[65.0],[755.0],[985.0],[1186.0],[731.0],[651.0],[1077.0],[1064.0],[919.0],[1591.0],[1438.0],[705.0],[212.0],[584.0],[469.0],[1070.0],[1143.0],[1088.0],[1161.0],[1290.0],[1186.0],[723.0],[64.0],[690.0],[355.0]
87,[858.0],[1312.0],[1418.0],[1043.0],[1432.0],[978.0],[873.0],[1505.0],[1276.0],[1461.0],[1175.0],[1261.0],[338.0],[353.0],[42.0],[774.0],[537.0],[438.0],[651.0],[633.0],[1030.0],[802.0],[1590.0],[1126.0],[1127.0]
88,[997.0],[245.0],[1476.0],[954.0],[1022.0],[1371.0],[1126.0],[1396.0],[826.0],[375.0],[199.0],[553.0],[912.0],[915.0],[1542.0],[1088.0],[222.0],[113.0],[269.0],[651.0],[1290.0],[1420.0],[497.0],[1228.0],[146.0]
89,[1044.0],[1557.0],[1235.0],[1077.0],[1091.0],[539.0],[911.0],[1293.0],[805.0],[956.0],[986.0],[1484.0],[1176.0],[795.0],[198.0],[1051.0],[783.0],[1429.0],[887.0],[625.0],[907.0],[1290.0],[49.0],[35.0],[784.0]
90,[586.0],[1467.0],[1591.0],[1190.0],[1177.0],[1494.0],[1142.0],[419.0],[912.0],[455.0],[777.0],[1437.0],[1540.0],[1043.0],[390.0],[15.0],[727.0],[1001.0],[434.0],[261.0],[912.0],[1102.0],[1276.0],[1437.0],[1484.0]
91,[1285.0],[1319.0],[1079.0],[156.0],[355.0],[995.0],[797.0],[647.0],[1021.0],[652.0],[756.0],[1410.0],[953.0],[649.0],[1178.0],[1539.0],[1175.0],[842.0],[396.0],[729.0],[1175.0],[1150.0],[1086.0],[1235.0],[38.0]
92,[547.0],[1346.0],[1505.0],[907.0],[1126.0],[1260.0],[542.0],[973.0],[1079.0],[378.0],[755.0],[731.0],[1542.0],[1346.0],[1456.0],[657.0],[1488.0],[522.0],[1058.0],[591.0],[1312.0],[65.0],[1080.0],[1405.0],[1334.0]
93,[659.0],[912.0],[1461.0],[1048.0],[1131.0],[1591.0],[974.0],[1334.0],[485.0],[484.0],[1542.0],[98.0],[1244.0],[1406.0],[566.0],[1089.0],[973.0],[1371.0],[657.0],[1556.0],[1235.0],[584.0],[910.0],[1402.0],[1027.0]
94,[537.0],[222.0],[776.0],[1038.0],[1020.0],[369.0],[668.0],[1290.0],[1437.0],[541.0],[1261.0],[756.0],[1497.0],[541.0],[1316.0],[363.0],[36.0],[1143.0],[338.0],[1178.0],[649.0],[756.0],[501.0],[978.0],[822.0]
95,[795.0],[973.0],[1506.0],[436.0],[1494.0],[911.0],[1233.0],[355.0],[724.0],[442.0],[861.0],[873.0],[429.0],[1177.0],[1269.0],[853.0],[912.0],[512.0],[1219.0],[291.0],[731.0],[1257.0],[1369.0],[1125.0],[1112.0]
96,[1488.0],[367.0],[419.0],[556.0],[7.0],[909.0],[371.0],[998.0],[1235.0],[554.0],[1181.0],[1491.0],[777.0],[318.0],[1228.0],[361.0],[1130.0],[394.0],[842.0],[277.0],[1126.0],[38.0],[278.0],[94.0],[210.0]
97,[1299.0],[1556.0],[1388.0],[1078.0],[1359.0],[1076.0],[1214.0],[914.0],[1081.0],[413.0],[731.0],[826.0],[613.0],[1129.0],[7.0],[1436.0],[1110.0],[338.0],[359.0],[408.0],[1574.0],[96.0],[538.0],[1276.0],[533.0]
