Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
12,129,370,240,828,949,222,646,978,863,684,203,210,990,780,332,484,562,482,373,86,594,644,858,982,453,733,209,655,825,802,32,379,93,380,455,233,268,911,437,797,567,55,576,584,615,79,642,481,788,2,1,120,188,161,966,653,379,679,856,609,7,36,614,448,455,750,7,599,669,716,454,433,315,170,136,470,894,317,974,76,314,685,470,325,988,684,316,726,234,322,89,614,914,698,204,609,577,313,406,377
13,696,683,976,795,183,381,209,976,942,86,714,897,482,113,533,993,109,355,998,864,731,646,340,872,77,651,223,294,378,317,687,590,327,696,456,165,169,109,43,929,711,313,658,776,664,710,147,158,575,974,177,395,527,193,762,531,173,945,747,143,706,490,907,431,453,741,595,834,526,430,274,485,702,827,287,443,328,34,603,878,844,911,146,323,184,268,260,683,278,145,668,610,287,57,200,622,548,655,450,573
14,214,326,804,118,152,646,865,717,982,19,899,446,757,320,701,527,492,412,706,478,749,436,379,505,974,874,750,355,556,836,764,670,830,741,739,8,795,284,306,286,867,291,904,456,982,25,518,207,903,389,882,62,917,348,16,309,324,920,252,889,787,270,206,847,552,830,99,846,4,379,741,197,636,839,785,175,468,760,969,215,296,866,352,255,480,989,204,803,208,58,783,958,489,383,168,872,911,230,963,858
15,274,579,19,418,824,696,326,54,764,44,537,41,998,146,404,267,656,819,56,503,43,586,696,190,691,831,578,804,265,654,728,819,716,916,697,371,73,616,250,798,731,53,525,215,355,674,507,208,39,829,824,779,396,868,968,796,719,154,21,451,915,824,108,709,93,795,535,845,76,3,486,939,684,821,862,330,365,67,160,860,11,707,447,892,69,539,196,407,76,284,995,660,420,369,244,581,551,429,816,843
16,12,657,541,604,325,453,55,680,421,113,954,362,802,853,280,574,201,898,486,753,830,983,599,601,689,522,960,614,254,691,716,771,374,902,481,748,203,836,648,15,131,194,636,492,611,884,320,587,327,32,15,589,702,305,524,465,579,331,313,130,633,158,462,755,849,47,403,774,168,536,645,626,518,949,982,278,554,175,527,266,412,806,119,570,263,516,443,556,526,101,501,582,330,74,619,858,187,634,24,492
17,632,504,9,281,703,295,60,24,653,447,653,649,551,316,186,320,559,611,509,215,695,297,386,503,868,527,802,157,296,198,971,351,730,377,122,443,872,454,542,387,22,369,985,69,694,554,937,582,790,433,102,166,964,187,373,738,231,57,459,671,294,638,296,115,787,762,744,203,330,11,681,342,910,964,885,363,495,864,302,64,280,877,670,545,207,350,457,75,6,163,677,756,993,108,770,947,417,976,869,788
18,892,408,856,21,44,728,641,304,21,625,282,377,382,26,995,173,304,202,422,580,384,613,914,296,200,610,732,221,696,299,240,285,259,849,81,114,399,933,630,98,714,849,838,966,715,507,106,304,740,229,335,249,642,780,303,122,744,60,160,490,81,110,624,916,287,591,344,218,809,928,184,473,537,563,802,417,584,350,498,853,658,546,417,550,520,674,190,90,523,973,156,816,339,512,688,641,403,555,127,616
19,234,996,136,234,444,571,289,935,685,777,6,254,184,104,591,46,983,753,713,562,219,903,919,195,545,60,73,207,268,509,804,555,819,638,524,970,39,736,213,64,698,869,14,633,511,961,341,521,551,237,157,965,171,609,594,245,41,54,276,436,722,196,1,777,685,807,84,237,349,963,716,527,549,777,926,786,488,541,881,907,1,424,419,359,473,94,317,121,291,974,287,857,725,60,886,316,57,224,784,983
20,830,81,308,972,787,45,524,500,798,89,255,146,567,654,922,283,406,244,149,398,477,745,308,35,574,815,560,223,699,657,132,251,853,779,129,796,447,764,661,196,616,853,901,781,684,430,561,26,959,273,956,185,205,335,56,145,101,594,955,957,541,486,77,72,470,981,528,719,184,826,887,410,970,440,509,978,191,422,233,596,75,814,100,51,462,641,296,687,215,589,778,357,349,468,632,959,958,420,109,345
21,477,468,755,437,6,521,254,461,633,807,485,637,787,50,994,62,769,664,533,925,615,814,452,938,122,661,565,684,544,622,885,658,800,257,653,101,897,224,9,392,500,772,841,443,122,533,799,772,822,30,717,100,245,45,731,439,632,769,191,744,674,17,355,845,135,505,246,515,898,479,660,637,253,977,276,750,789,305,255,602,470,773,958,875,511,628,328,760,154,412,601,41,932,784,968,258,858,234,663,619
22,952,231,926,530,250,275,384,417,205,733,775,86,26,950,871,390,131,19,183,668,714,115,324,472,363,184,321,171,262,148,227,104,250,699,128,896,853,691,758,147,860,201,451,84,724,31,811,780,463,697,812,612,26,107,175,692,549,370,385,418,991,268,909,537,191,20,614,808,580,167,315,901,575,102,19,197,531,113,811,769,139,266,291,938,163,461,79,920,45,578,929,713,359,448,727,834,591,47,320,254
23,970,501,359,578,823,531,540,793,243,697,869,542,442,89,929,912,813,794,0,490,435,217,302,188,344,602,745,412,514,618,706,929,499,803,334,205,579,674,914,408,270,203,961,468,369,250,404,987,173,809,19,434,502,162,742,92,133,643,805,108,539,24,413,677,481,968,874,728,818,614,596,450,32,270,932,140,947,328,428,438,403,915,89,772,732,783,604,551,265,158,742,955,989,734,662,662,297,963,689,882
24,472,37,505,542,75,899,735,6,83,668,617,431,298,997,621,460,852,856,387,252,840,224,493,912,54,77,498,781,210,881,843,943,79,711,392,605,988,60,201,682,207,777,363,548,650,495,134,240,701,166,805,650,211,285,151,715,84,279,413,352,367,380,854,849,598,424,592,619,378,15,868,31,366,530,323,752,916,564,773,264,149,802,82,102,50,379,399,258,539,407,757,160,14,688,626,474,560,730,628,907
25,187,842,65,655,512,149,675,906,654,551,144,65,545,836,188,358,259,785,564,907,759,746,304,413,395,297,681,194,722,477,546,397,527,10,106,718,884,45,340,446,670,327,68,654,753,551,218,104,298,262,39,594,626,731,938,856,470,281,491,455,133,930,10,983,246,652,848,503,602,130,238,204,460,315,11,337,261,268,395,649,915,829,269,195,237,351,868,536,727,473,80,142,257,740,986,337,533,928,954,350
26,238,897,400,616,940,623,409,884,676,608,190,715,941,710,131,116,951,602,126,468,865,104,510,717,239,764,995,63,288,342,367,205,339,399,533,418,830,206,774,751,436,807,164,224,412,867,154,95,430,831,873,554,273,754,399,476,512,120,343,64,680,908,838,174,568,192,662,138,614,164,304,130,859,354,830,367,830,483,766,833,160,950,204,679,876,603,966,167,346,68,878,589,57,308,354,538,12,188,846,118
27,956,140,932,826,391,242,391,426,124,374,978,205,622,129,882,18,88,652,294,914,543,597,733,142,356,975,948,116,842,808,449,983,159,206,286,586,562,630,992,538,8,976,951,857,619,499,603,394,54,643,196,792,314,302,158,179,990,358,769,636,8,181,423,87,582,642,395,225,203,320,122,264,399,349,111,168,608,302,823,181,770,484,104,805,307,485,417,336,294,38,11,869,501,426,798,504,192,754,772,853
28,896,546,837,231,895,701,887,983,662,262,742,44,311,688,445,530,771,46,44,357,967,664,64,998,528,912,379,762,346,660,89,114,438,431,339,799,835,641,859,922,329,231,767,404,919,306,860,512,139,482,143,35,660,887,405,105,138,272,308,922,895,264,7,551,381,215,908,270,289,663,758,929,893,143,123,176,276,259,521,443,820,591,373,628,516,48,315,259,35,3,299,279,612,806,335,398,709,236,910,407
29,733,900,281,796,432,588,786,923,617,971,765,27,415,610,337,163,167,997,946,254,920,166,328,388,371,641,87,585,159,530,459,967,958,373,906,65,814,775,719,134,693,783,587,145,593,125,163,128,16,778,778,418,321,444,216,957,973,62,661,705,937,814,345,486,241,244,743,508,630,974,765,324,788,61,551,525,118,640,216,139,843,147,384,124,938,961,390,565,971,800,254,132,757,237,59,423,459,451,29,72
30,417,637,499,731,68,192,329,163,257,503,784,80,484,641,474,445,641,434,676,276,652,696,927,516,420,886,65,732,687,577,379,97,4,420,256,160,987,472,387,138,817,167,245,926,25,565,974,905,241,696,318,577,112,418,622,854,260,212,130,53,290,215,602,705,564,363,890,314,66,660,233,622,454,905,190,155,373,962,464,456,841,778,74,404,878,941,922,843,89,614,706,402,109,537,610,605,706,310,892,931
31,347,236,451,994,167,824,231,676,287,667,979,437,182,509,380,997,453,387,872,178,606,538,124,852,502,997,491,591,486,506,434,611,689,566,705,628,745,476,873,748,736,364,650,728,766,37,452,722,261,41,416,259,837,128,948,84,544,542,663,412,935,456,71,314,278,59,172,745,741,69,253,748,578,269,611,776,614,252,583,539,586,441,630,730,137,692,483,756,122,86,140,271,227,427,790,940,49,296,556,552
32,629,813,939,814,904,55,911,852,406,318,763,113,606,826,124,689,500,488,313,281,999,165,57,108,40,852,370,946,843,145,895,500,906,740,757,402,43,939,386,794,73,306,234,684,658,606,367,973,801,17,23,465,180,155,217,198,491,13,871,456,93,886,900,396,320,221,543,183,660,667,829,161,548,620,884,383,797,106,520,915,973,304,459,287,873,522,850,106,18,148,664,662,579,445,823,660,524,98,809,163
33,760,416,113,927,730,475,883,28,198,319,794,911,675,337,485,833,927,776,951,390,829,782,77,285,490,737,730,269,27,913,803,125,686,374,995,878,692,498,917,393,91,342,995,12,338,330,71,990,739,750,927,651,989,480,309,178,471,308,99,464,472,569,331,600,957,176,845,946,841,459,428,495,625,667,657,512,248,958,929,815,229,471,418,831,960,938,224,933,197,708,369,206,711,627,799,480,429,117,888,787
34,241,765,348,214,554,894,483,862,710,131,998,204,437,984,386,887,253,62,823,508,350,275,469,660,256,820,562,111,253,28,998,909,225,827,585,314,503,606,329,120,443,266,111,973,774,552,250,80,865,897,749,4,456,569,627,675,25,244,372,360,557,309,481,472,728,449,545,894,432,241,447,26,16,458,616,777,601,980,842,659,438,51,473,47,884,696,652,396,826,43,879,832,707,838,544,422,891,44,375,200
35,762,688,797,6,366,172,891,572,223,685,469,519,360,651,830,263,857,727,606,749,686,812,889,883,73,279,823,987,909,782,855,577,170,928,93,376,391,152,841,975,979,609,853,798,814,419,95,286,483,519,17,9,732,596,695,131,666,708,87,652,764,398,546,70,350,55,803,784,301,94,622,697,34,115,130,51,541,628,49,300,942,108,653,725,370,83,548,88,393,632,311,821,473,951,72,119,6,168,781,554
36,296,604,609,669,345,183,395,549,91,605,552,720,279,456,841,425,900,344,109,583,547,124,673,637,8,712,113,843,295,501,414,458,703,787,97,670,366,776,2,97,55,901,645,141,426,675,258,435,163,940,221,234,978,481,401,440,877,247,458,685,526,577,432,599,571,803,813,136,503,862,840,333,904,945,391,542,530,230,917,12,962,111,901,587,901,740,658,352,140,524,346,16,918,199,642,917,947,765,634,110
37,571,621,298,236,584,569,850,878,832,920,118,670,291,421,111,131,156,575,871,972,368,829,708,127,881,615,685,618,912,682,878,862,639,172,421,912,693,453,791,485,842,162,913,927,890,393,133,107,250,468,943,771,271,954,941,236,488,617,330,149,658,15,250,804,794,254,938,208,595,353,202,75,221,828,20,33,669,768,179,118,638,173,948,607,465,233,177,806,186,771,441,900,311,255,747,650,665,490,273,61
38,436,792,974,208,535,200,227,634,902,417,162,624,813,505,390,430,136,853,764,129,54,710,762,850,925,340,71,727,973,156,962,752,2,117,941,480,356,780,514,872,671,534,738,587,604,799,749,480,987,551,630,601,135,590,866,877,573,518,214,285,484,632,620,754,417,919,398,422,320,723,753,513,118,85,352,934,206,37,692,335,244,69,49,433,783,131,892,225,856,78,356,648,151,895,976,681,602,727,685,224
39,534,850,80,348,398,184,4,933,439,826,583,411,473,887,507,145,765,554,58,144,673,626,714,504,496,629,775,465,714,642,859,860,881,167,414,297,839,492,489,769,531,440,664,955,742,779,278,74,907,324,85,510,748,759,452,282,208,9,466,7,479,377,197,277,252,385,723,787,67,999,511,281,138,877,353,762,997,90,436,212,922,119,278,674,243,801,638,184,304,115,22,804,120,224,411,875,39,161,953,572
40,577,583,622,290,185,991,207,361,293,975,790,958,22,721,317,763,946,451,393,960,347,347,238,260,733,341,720,663,307,869,187,601,141,441,356,772,362,407,806,358,626,834,264,388,733,549,992,402,234,31,715,71,40,381,160,469,650,17,121,879,904,580,112,723,82,948,61,952,863,920,610,318,376,48,642,336,651,161,237,663,954,577,432,263,407,42,901,9,895,404,87,762,751,849,316,714,347,674,670,521
41,125,673,482,454,348,651,123,436,649,549,843,743,547,40,566,821,940,675,818,847,37,334,576,837,985,117,59,1,661,804,657,23,537,736,17,415,678,947,71,774,839,671,578,432,252,490,229,805,965,278,199,252,509,58,986,407,668,903,614,282,596,163,865,9,904,197,102,121,384,369,700,848,31,703,343,737,453,921,845,536,748,810,844,360,375,893,453,278,831,116,233,255,994,34,861,659,460,913,588,352
42,918,332,543,966,615,744,356,734,812,595,404,740,859,696,66,898,151,634,456,645,823,256,109,179,156,436,23,104,858,494,307,737,24,927,181,381,321,192,708,989,268,330,242,123,28,156,70,570,928,941,667,403,610,412,77,601,746,312,20,207,491,725,574,359,442,68,195,605,57,361,419,362,48,360,420,223,547,756,560,668,153,123,963,75,470,689,908,561,500,541,654,188,84,966,715,789,237,121,27,819
43,763,269,982,832,919,249,129,917,986,564,393,8,905,98,481,919,255,22,599,715,957,529,206,284,123,896,848,594,79,797,16,258,293,664,58,452,323,140,65,184,705,308,174,227,826,777,132,452,503,752,156,88,335,911,723,243,358,320,700,837,502,957,613,707,101,722,57,662,821,864,120,335,85,851,770,530,324,931,85,240,756,34,259,466,3,451,882,404,662,696,122,771,96,26,658,256,31,72,649,902
44,56,951,349,944,211,448,145,528,250,997,218,73,985,632,609,140,886,437,360,905,541,288,380,199,369,59,691,728,717,116,58,900,752,293,267,635,392,87,985,327,306,19,945,582,663,132,990,679,924,313,384,958,385,710,102,321,761,737,71,734,358,607,916,763,299,744,201,178,207,808,368,365,819,136,773,296,85,917,609,236,866,510,642,299,818,971,756,439,189,310,235,296,899,960,403,968,488,99,680,6
45,950,337,973,347,579,959,401,709,161,563,924,400,7,79,628,500,317,988,897,767,893,338,501,949,320,316,584,148,122,861,277,316,824,235,115,321,784,259,603,725,440,936,702,916,610,830,289,323,86,406,887,892,42,907,961,80,327,23,106,869,356,544,362,835,534,713,658,323,363,546,48,618,54,986,958,552,758,910,207,202,742,175,241,534,522,75,182,602,763,105,418,996,571,136,442,952,950,399,99,251
46,501,91,411,452,502,33,343,969,936,708,223,118,453,406,364,813,143,251,709,72,968,215,312,691,527,792,264,835,51,210,817,467,543,980,905,581,394,32,447,296,165,354,837,64,894,201,109,671,151,390,645,310,282,18,432,994,406,783,270,74,960,892,433,192,877,168,578,357,663,509,772,980,166,133,118,55,873,25,152,932,528,16,253,584,211,942,501,619,421,40,192,256,173,465,372,643,969,394,796,143
47,638,80,999,337,537,951,192,736,926,909,271,701,714,5,422,941,474,844,439,908,295,139,857,105,996,114,327,74,631,874,255,53,840,596,593,121,942,278,180,575,7,757,120,41,16,137,907,626,525,143,908,901,384,835,774,908,268,898,860,46,812,643,975,629,132,185,728,192,205,236,824,227,119,361,531,11,490,791,388,423,74,930,390,493,934,824,424,969,885,919,399,807,753,19,552,249,40,582,428,699
48,348,703,450,563,196,271,899,485,610,160,474,206,821,726,986,421,318,363,174,235,666,116,753,419,125,214,902,189,828,686,320,843,696,607,24,238,146,517,554,117,219,622,275,105,599,859,480,669,779,241,757,555,391,42,318,931,344,325,435,787,132,414,288,559,286,35,391,338,428,371,207,713,998,340,297,941,122,544,347,498,176,530,667,527,188,705,685,203,797,470,484,535,419,368,837,664,742,65,864,333
49,382,921,131,512,175,713,418,57,645,362,355,867,835,975,84,805,132,911,122,37,461,44,938,90,265,334,135,343,20,178,836,417,19,727,530,681,918,257,474,814,326,605,298,393,722,926,688,859,668,623,456,727,673,122,821,960,619,111,102,472,885,971,984,684,915,641,20,699,177,981,969,906,452,451,406,107,417,803,421,831,338,611,843,168,175,835,426,54,537,709,853,82,788,248,189,874,595,205,148,486
