Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
20,[548.0],[628.0],[159.0],[1.0],[69.0],[899.0],[185.0],[233.0],[506.0],[78.0],[395.0],[163.0],[386.0],[460.0],[1020.0],[176.0],[520.0],[68.0],[45.0],[69.0],[678.0],[687.0],[69.0],[231.0],[514.0]
21,[991.0],[940.0],[522.0],[955.0],[518.0],[684.0],[343.0],[503.0],[653.0],[400.0],[919.0],[508.0],[874.0],[551.0],[159.0],[893.0],[945.0],[393.0],[163.0],[919.0],[89.0],[520.0],[595.0],[400.0],[434.0]
22,[452.0],[392.0],[830.0],[402.0],[650.0],[993.0],[94.0],[991.0],[163.0],[163.0],[684.0],[518.0],[173.0],[69.0],[475.0],[791.0],[483.0],[163.0],[863.0],[503.0],[209.0],[827.0],[724.0],[226.0],[0.0]
23,[924.0],[69.0],[379.0],[660.0],[403.0],[927.0],[1.0],[573.0],[863.0],[458.0],[153.0],[230.0],[379.0],[919.0],[883.0],[734.0],[812.0],[53.0],[1019.0],[28.0],[400.0],[699.0],[657.0],[69.0],[170.0]
24,[421.0],[459.0],[403.0],[208.0],[996.0],[144.0],[891.0],[867.0],[69.0],[516.0],[528.0],[136.0],[867.0],[228.0],[29.0],[891.0],[142.0],[970.0],[653.0],[891.0],[977.0],[69.0],[929.0],[857.0],[458.0]
25,[15.0],[883.0],[406.0],[929.0],[866.0],[882.0],[386.0],[449.0],[549.0],[69.0],[828.0],[238.0],[940.0],[386.0],[69.0],[153.0],[69.0],[69.0],[1023.0],[545.0],[539.0],[107.0],[830.0],[403.0],[470.0]
26,[81.0],[32.0],[958.0],[867.0],[354.0],[735.0],[316.0],[890.0],[130.0],[725.0],[386.0],[380.0],[513.0],[144.0],[174.0],[170.0],[226.0],[342.0],[69.0],[387.0],[386.0],[382.0],[953.0],[784.0],[504.0]
27,[717.0],[227.0],[991.0],[421.0],[363.0],[473.0],[153.0],[230.0],[144.0],[980.0],[905.0],[827.0],[177.0],[890.0],[186.0],[496.0],[784.0],[174.0],[720.0],[32.0],[1024.0],[516.0],[796.0],[891.0],[991.0]
28,[163.0],[14.0],[573.0],[974.0],[669.0],[996.0],[145.0],[163.0],[958.0],[386.0],[543.0],[456.0],[627.0],[530.0],[445.0],[784.0],[82.0],[179.0],[386.0],[669.0],[899.0],[990.0],[1015.0],[670.0],[354.0]
29,[852.0],[989.0],[835.0],[567.0],[404.0],[627.0],[968.0],[36.0],[44.0],[991.0],[189.0],[167.0],[526.0],[153.0],[85.0],[874.0],[991.0],[734.0],[991.0],[675.0],[69.0],[173.0],[508.0],[874.0],[704.0]
30,[165.0],[386.0],[900.0],[503.0],[747.0],[153.0],[328.0],[970.0],[403.0],[165.0],[836.0],[873.0],[45.0],[395.0],[227.0],[938.0],[153.0],[992.0],[791.0],[888.0],[313.0],[958.0],[189.0],[178.0],[358.0]
31,[377.0],[1028.0],[163.0],[69.0],[188.0],[85.0],[377.0],[1028.0],[874.0],[318.0],[328.0],[403.0],[85.0],[508.0],[720.0],[458.0],[254.0],[461.0],[919.0],[857.0],[184.0],[229.0],[174.0],[815.0],[847.0]
32,[618.0],[174.0],[880.0],[958.0],[130.0],[532.0],[226.0],[331.0],[447.0],[901.0],[579.0],[924.0],[82.0],[994.0],[384.0],[356.0],[783.0],[860.0],[891.0],[85.0],[906.0],[228.0],[382.0],[982.0],[508.0]
33,[153.0],[720.0],[167.0],[387.0],[968.0],[178.0],[32.0],[746.0],[666.0],[695.0],[508.0],[153.0],[224.0],[151.0],[130.0],[540.0],[403.0],[515.0],[395.0],[890.0],[16.0],[874.0],[463.0],[274.0],[615.0]
34,[902.0],[167.0],[377.0],[966.0],[398.0],[891.0],[829.0],[89.0],[926.0],[891.0],[874.0],[395.0],[403.0],[874.0],[73.0],[82.0],[539.0],[244.0],[882.0],[213.0],[783.0],[40.0],[385.0],[734.0],[874.0]
35,[85.0],[92.0],[397.0],[32.0],[891.0],[237.0],[147.0],[397.0],[73.0],[982.0],[188.0],[692.0],[917.0],[672.0],[403.0],[178.0],[518.0],[403.0],[403.0],[508.0],[82.0],[213.0],[392.0],[244.0],[225.0]
36,[470.0],[233.0],[461.0],[153.0],[844.0],[403.0],[879.0],[452.0],[358.0],[977.0],[404.0],[874.0],[274.0],[965.0],[358.0],[188.0],[678.0],[986.0],[213.0],[410.0],[85.0],[386.0],[398.0],[494.0],[516.0]
37,[922.0],[377.0],[16.0],[890.0],[49.0],[252.0],[508.0],[15.0],[652.0],[532.0],[1020.0],[830.0],[892.0],[452.0],[531.0],[44.0],[233.0],[1028.0],[231.0],[342.0],[508.0],[377.0],[381.0],[377.0],[385.0]
38,[184.0],[252.0],[233.0],[15.0],[395.0],[539.0],[395.0],[998.0],[23.0],[213.0],[691.0],[412.0],[357.0],[836.0],[392.0],[531.0],[531.0],[358.0],[377.0],[392.0],[942.0],[459.0],[355.0],[531.0],[1002.0]
39,[381.0],[342.0],[831.0],[874.0],[328.0],[1020.0],[181.0],[178.0],[531.0],[459.0],[891.0],[32.0],[238.0],[403.0],[574.0],[859.0],[357.0],[148.0],[835.0],[830.0],[181.0],[458.0],[307.0],[691.0],[852.0]
40,[859.0],[577.0],[234.0],[907.0],[990.0],[392.0],[212.0],[879.0],[574.0],[617.0],[852.0],[542.0],[518.0],[358.0],[121.0],[683.0],[374.0],[931.0],[459.0],[318.0],[358.0],[940.0],[531.0],[395.0],[783.0]
41,[531.0],[388.0],[135.0],[522.0],[128.0],[45.0],[900.0],[125.0],[931.0],[539.0],[326.0],[381.0],[891.0],[852.0],[830.0],[212.0],[177.0],[902.0],[48.0],[153.0],[458.0],[914.0],[891.0],[833.0],[128.0]
42,[577.0],[1019.0],[462.0],[1020.0],[931.0],[464.0],[970.0],[395.0],[1028.0],[940.0],[978.0],[514.0],[459.0],[313.0],[1028.0],[85.0],[714.0],[996.0],[867.0],[178.0],[917.0],[398.0],[224.0],[354.0],[376.0]
43,[233.0],[81.0],[381.0],[212.0],[358.0],[908.0],[459.0],[302.0],[45.0],[153.0],[884.0],[833.0],[107.0],[823.0],[929.0],[1028.0],[508.0],[819.0],[734.0],[902.0],[692.0],[992.0],[45.0],[357.0],[313.0]
44,[998.0],[929.0],[531.0],[708.0],[383.0],[1010.0],[27.0],[518.0],[318.0],[413.0],[784.0],[531.0],[873.0],[574.0],[953.0],[669.0],[957.0],[397.0],[165.0],[724.0],[974.0],[899.0],[408.0],[949.0],[833.0]
45,[401.0],[381.0],[874.0],[244.0],[858.0],[553.0],[545.0],[85.0],[517.0],[342.0],[796.0],[377.0],[383.0],[835.0],[833.0],[226.0],[835.0],[830.0],[844.0],[784.0],[252.0],[532.0],[597.0],[174.0],[207.0]
46,[119.0],[178.0],[383.0],[14.0],[23.0],[597.0],[403.0],[860.0],[522.0],[73.0],[382.0],[711.0],[982.0],[212.0],[68.0],[890.0],[23.0],[531.0],[313.0],[408.0],[401.0],[908.0],[484.0],[859.0],[931.0]
47,[337.0],[383.0],[178.0],[165.0],[174.0],[229.0],[931.0],[412.0],[173.0],[905.0],[462.0],[812.0],[531.0],[356.0],[978.0],[720.0],[383.0],[957.0],[88.0],[859.0],[356.0],[8.0],[514.0],[158.0],[531.0]
48,[688.0],[508.0],[833.0],[607.0],[531.0],[244.0],[859.0],[381.0],[383.0],[953.0],[408.0],[522.0],[354.0],[189.0],[354.0],[929.0],[503.0],[833.0],[522.0],[174.0],[711.0],[929.0],[833.0],[450.0],[228.0]
49,[886.0],[834.0],[222.0],[675.0],[1028.0],[226.0],[177.0],[174.0],[835.0],[833.0],[381.0],[905.0],[16.0],[234.0],[173.0],[833.0],[372.0],[919.0],[79.0],[833.0],[367.0],[383.0],[445.0],[490.0],[16.0]
50,[388.0],[531.0],[857.0],[585.0],[936.0],[833.0],[783.0],[833.0],[784.0],[860.0],[174.0],[16.0],[830.0],[252.0],[666.0],[460.0],[89.0],[962.0],[531.0],[329.0],[929.0],[953.0],[919.0],[876.0],[381.0]
51,[923.0],[835.0],[395.0],[175.0],[226.0],[23.0],[144.0],[460.0],[463.0],[754.0],[144.0],[71.0],[394.0],[864.0],[503.0],[899.0],[395.0],[412.0],[693.0],[401.0],[531.0],[508.0],[518.0],[966.0],[311.0]
52,[89.0],[993.0],[153.0],[395.0],[90.0],[96.0],[833.0],[531.0],[939.0],[646.0],[996.0],[158.0],[395.0],[929.0],[542.0],[29.0],[830.0],[458.0],[833.0],[531.0],[514.0],[182.0],[395.0],[153.0],[1028.0]
53,[830.0],[222.0],[249.0],[228.0],[145.0],[784.0],[15.0],[228.0],[936.0],[531.0],[177.0],[247.0],[516.0],[531.0],[383.0],[368.0],[343.0],[522.0],[754.0],[182.0],[833.0],[159.0],[23.0],[388.0],[449.0]
54,[876.0],[16.0],[228.0],[531.0],[452.0],[374.0],[982.0],[666.0],[609.0],[175.0],[931.0],[655.0],[831.0],[391.0],[979.0],[506.0],[412.0],[354.0],[646.0],[229.0],[953.0],[926.0],[394.0],[1003.0],[662.0]
55,[71.0],[71.0],[96.0],[135.0],[933.0],[835.0],[877.0],[193.0],[1003.0],[23.0],[354.0],[367.0],[754.0],[398.0],[377.0],[401.0],[38.0],[362.0],[400.0],[949.0],[982.0],[23.0],[71.0],[587.0],[71.0]
56,[919.0],[876.0],[367.0],[383.0],[717.0],[11.0],[234.0],[691.0],[449.0],[783.0],[71.0],[977.0],[1028.0],[71.0],[969.0],[16.0],[102.0],[158.0],[354.0],[931.0],[395.0],[395.0],[533.0],[518.0],[326.0]
57,[384.0],[447.0],[532.0],[313.0],[1005.0],[379.0],[837.0],[82.0],[754.0],[709.0],[1001.0],[516.0],[367.0],[514.0],[902.0],[449.0],[993.0],[876.0],[998.0],[860.0],[461.0],[891.0],[829.0],[23.0],[930.0]
58,[10.0],[897.0],[259.0],[979.0],[388.0],[754.0],[333.0],[966.0],[71.0],[325.0],[514.0],[754.0],[36.0],[89.0],[518.0],[385.0],[71.0],[395.0],[905.0],[742.0],[892.0],[667.0],[701.0],[181.0],[394.0]
59,[64.0],[423.0],[892.0],[460.0],[652.0],[386.0],[520.0],[23.0],[68.0],[399.0],[1015.0],[1028.0],[388.0],[388.0],[23.0],[876.0],[400.0],[128.0],[536.0],[82.0],[221.0],[96.0],[342.0],[1028.0],[835.0]
60,[873.0],[977.0],[647.0],[128.0],[890.0],[531.0],[858.0],[876.0],[919.0],[244.0],[228.0],[939.0],[910.0],[394.0],[892.0],[624.0],[516.0],[388.0],[82.0],[923.0],[107.0],[219.0],[939.0],[363.0],[86.0]
61,[222.0],[181.0],[795.0],[784.0],[176.0],[71.0],[248.0],[384.0],[890.0],[151.0],[23.0],[501.0],[176.0],[203.0],[16.0],[136.0],[144.0],[447.0],[670.0],[395.0],[300.0],[16.0],[8.0],[503.0],[534.0]
62,[23.0],[516.0],[836.0],[377.0],[670.0],[939.0],[119.0],[897.0],[1015.0],[518.0],[660.0],[986.0],[977.0],[891.0],[158.0],[395.0],[653.0],[873.0],[23.0],[612.0],[683.0],[1005.0],[89.0],[343.0],[153.0]
63,[411.0],[64.0],[520.0],[388.0],[384.0],[358.0],[531.0],[919.0],[16.0],[71.0],[163.0],[897.0],[121.0],[526.0],[176.0],[831.0],[931.0],[890.0],[516.0],[8.0],[86.0],[385.0],[176.0],[150.0],[532.0]
64,[795.0],[678.0],[57.0],[518.0],[520.0],[931.0],[394.0],[374.0],[501.0],[936.0],[16.0],[890.0],[803.0],[542.0],[484.0],[388.0],[51.0],[23.0],[71.0],[71.0],[79.0],[987.0],[232.0],[38.0],[89.0]
65,[890.0],[860.0],[863.0],[891.0],[339.0],[1003.0],[449.0],[944.0],[987.0],[508.0],[830.0],[458.0],[648.0],[1028.0],[239.0],[1005.0],[977.0],[117.0],[385.0],[399.0],[857.0],[184.0],[163.0],[22.0],[876.0]
66,[354.0],[385.0],[475.0],[144.0],[234.0],[516.0],[404.0],[873.0],[917.0],[144.0],[646.0],[178.0],[14.0],[944.0],[795.0],[944.0],[522.0],[520.0],[135.0],[307.0],[176.0],[721.0],[329.0],[598.0],[395.0]
67,[670.0],[82.0],[725.0],[484.0],[475.0],[933.0],[530.0],[917.0],[514.0],[89.0],[1028.0],[577.0],[221.0],[68.0],[917.0],[392.0],[21.0],[75.0],[16.0],[144.0],[876.0],[522.0],[501.0],[68.0],[383.0]
68,[374.0],[163.0],[75.0],[795.0],[223.0],[449.0],[21.0],[14.0],[520.0],[150.0],[680.0],[520.0],[978.0],[176.0],[494.0],[163.0],[890.0],[837.0],[926.0],[795.0],[384.0],[531.0],[380.0],[720.0],[503.0]
69,[79.0],[135.0],[447.0],[725.0],[377.0],[890.0],[516.0],[681.0],[475.0],[447.0],[531.0],[398.0],[147.0],[163.0],[835.0],[247.0],[150.0],[980.0],[1028.0],[16.0],[516.0],[476.0],[310.0],[75.0],[1000.0]
70,[318.0],[399.0],[914.0],[520.0],[834.0],[955.0],[392.0],[309.0],[378.0],[16.0],[667.0],[333.0],[399.0],[987.0],[725.0],[501.0],[475.0],[701.0],[462.0],[515.0],[1028.0],[993.0],[1028.0],[445.0],[398.0]
71,[701.0],[938.0],[48.0],[449.0],[147.0],[1015.0],[388.0],[404.0],[381.0],[227.0],[68.0],[75.0],[520.0],[684.0],[522.0],[51.0],[193.0],[382.0],[520.0],[150.0],[392.0],[863.0],[477.0],[447.0],[150.0]
72,[151.0],[404.0],[388.0],[368.0],[54.0],[514.0],[996.0],[142.0],[740.0],[522.0],[237.0],[327.0],[447.0],[224.0],[796.0],[917.0],[975.0],[496.0],[217.0],[910.0],[966.0],[388.0],[835.0],[836.0],[578.0]
73,[990.0],[475.0],[374.0],[834.0],[980.0],[150.0],[522.0],[354.0],[648.0],[401.0],[388.0],[382.0],[178.0],[996.0],[488.0],[399.0],[223.0],[386.0],[938.0],[532.0],[882.0],[1006.0],[1005.0],[382.0],[795.0]
74,[1017.0],[142.0],[936.0],[837.0],[830.0],[447.0],[755.0],[382.0],[382.0],[938.0],[405.0],[354.0],[475.0],[180.0],[51.0],[966.0],[5.0],[408.0],[857.0],[522.0],[795.0],[89.0],[180.0],[221.0],[836.0]
75,[931.0],[318.0],[386.0],[980.0],[51.0],[987.0],[178.0],[522.0],[363.0],[662.0],[834.0],[171.0],[720.0],[377.0],[178.0],[520.0],[895.0],[178.0],[931.0],[648.0],[399.0],[834.0],[229.0],[1008.0],[917.0]
76,[856.0],[374.0],[399.0],[382.0],[382.0],[388.0],[447.0],[388.0],[394.0],[394.0],[229.0],[670.0],[966.0],[834.0],[171.0],[993.0],[386.0],[985.0],[374.0],[388.0],[475.0],[374.0],[374.0],[983.0],[415.0]
77,[504.0],[262.0],[882.0],[754.0],[178.0],[381.0],[223.0],[900.0],[1010.0],[857.0],[342.0],[679.0],[834.0],[410.0],[723.0],[652.0],[936.0],[504.0],[679.0],[796.0],[58.0],[342.0],[559.0],[0.0],[919.0]
78,[399.0],[754.0],[887.0],[430.0],[783.0],[646.0],[381.0],[394.0],[51.0],[374.0],[920.0],[408.0],[382.0],[413.0],[462.0],[89.0],[113.0],[308.0],[288.0],[142.0],[607.0],[518.0],[662.0],[989.0],[938.0]
79,[996.0],[408.0],[1008.0],[342.0],[626.0],[1000.0],[929.0],[504.0],[178.0],[388.0],[939.0],[51.0],[836.0],[754.0],[914.0],[410.0],[1005.0],[937.0],[388.0],[646.0],[686.0],[783.0],[178.0],[383.0],[952.0]
80,[978.0],[462.0],[219.0],[830.0],[983.0],[68.0],[374.0],[408.0],[605.0],[222.0],[51.0],[82.0],[835.0],[159.0],[937.0],[229.0],[174.0],[0.0],[574.0],[228.0],[662.0],[530.0],[958.0],[594.0],[229.0]
81,[484.0],[966.0],[23.0],[717.0],[374.0],[318.0],[382.0],[1003.0],[542.0],[836.0],[529.0],[958.0],[456.0],[939.0],[128.0],[299.0],[354.0],[1008.0],[51.0],[1021.0],[142.0],[354.0],[983.0],[559.0],[452.0]
82,[682.0],[13.0],[939.0],[178.0],[0.0],[212.0],[74.0],[520.0],[933.0],[1005.0],[894.0],[417.0],[113.0],[687.0],[784.0],[958.0],[87.0],[378.0],[504.0],[520.0],[374.0],[0.0],[338.0],[76.0],[148.0]
83,[311.0],[354.0],[354.0],[658.0],[408.0],[437.0],[663.0],[317.0],[983.0],[354.0],[383.0],[0.0],[374.0],[87.0],[679.0],[342.0],[462.0],[22.0],[669.0],[176.0],[228.0],[936.0],[128.0],[895.0],[23.0]
84,[458.0],[122.0],[504.0],[983.0],[52.0],[176.0],[893.0],[124.0],[0.0],[506.0],[22.0],[669.0],[939.0],[504.0],[520.0],[23.0],[504.0],[383.0],[914.0],[504.0],[342.0],[970.0],[0.0],[223.0],[754.0]
85,[173.0],[662.0],[983.0],[504.0],[952.0],[937.0],[754.0],[455.0],[128.0],[51.0],[1022.0],[383.0],[745.0],[669.0],[939.0],[327.0],[187.0],[628.0],[0.0],[354.0],[804.0],[1013.0],[22.0],[890.0],[68.0]
86,[542.0],[557.0],[786.0],[176.0],[1013.0],[383.0],[980.0],[895.0],[52.0],[937.0],[377.0],[1013.0],[958.0],[914.0],[388.0],[516.0],[627.0],[212.0],[1013.0],[443.0],[872.0],[952.0],[460.0],[143.0],[178.0]
87,[456.0],[29.0],[970.0],[1005.0],[688.0],[397.0],[309.0],[684.0],[970.0],[944.0],[212.0],[301.0],[174.0],[374.0],[983.0],[5.0],[856.0],[220.0],[383.0],[936.0],[178.0],[939.0],[122.0],[975.0],[176.0]
88,[837.0],[865.0],[52.0],[52.0],[684.0],[64.0],[176.0],[627.0],[248.0],[1013.0],[197.0],[388.0],[417.0],[383.0],[339.0],[545.0],[399.0],[228.0],[1002.0],[462.0],[449.0],[573.0],[488.0],[542.0],[338.0]
89,[82.0],[1003.0],[29.0],[75.0],[127.0],[339.0],[408.0],[1010.0],[397.0],[1028.0],[399.0],[173.0],[15.0],[989.0],[382.0],[408.0],[29.0],[648.0],[151.0],[382.0],[212.0],[983.0],[388.0],[399.0],[52.0]
90,[382.0],[522.0],[559.0],[939.0],[142.0],[623.0],[1003.0],[343.0],[75.0],[557.0],[626.0],[221.0],[342.0],[860.0],[362.0],[936.0],[857.0],[688.0],[382.0],[924.0],[504.0],[81.0],[202.0],[313.0],[680.0]
91,[180.0],[173.0],[339.0],[124.0],[342.0],[799.0],[383.0],[787.0],[135.0],[1008.0],[173.0],[11.0],[1005.0],[1000.0],[81.0],[970.0],[799.0],[146.0],[173.0],[54.0],[655.0],[339.0],[943.0],[866.0],[484.0]
92,[13.0],[917.0],[976.0],[684.0],[506.0],[399.0],[740.0],[180.0],[451.0],[197.0],[890.0],[1014.0],[1013.0],[660.0],[880.0],[378.0],[394.0],[704.0],[627.0],[556.0],[542.0],[168.0],[228.0],[82.0],[339.0]
93,[394.0],[783.0],[342.0],[58.0],[394.0],[143.0],[173.0],[71.0],[399.0],[931.0],[309.0],[460.0],[22.0],[455.0],[122.0],[856.0],[889.0],[301.0],[983.0],[450.0],[170.0],[13.0],[399.0],[970.0],[413.0]
94,[419.0],[242.0],[1010.0],[21.0],[837.0],[506.0],[607.0],[932.0],[684.0],[36.0],[122.0],[127.0],[158.0],[626.0],[238.0],[889.0],[996.0],[238.0],[784.0],[459.0],[680.0],[436.0],[931.0],[897.0],[388.0]
95,[1022.0],[237.0],[122.0],[913.0],[514.0],[917.0],[75.0],[380.0],[388.0],[895.0],[394.0],[343.0],[706.0],[865.0],[1027.0],[382.0],[388.0],[514.0],[14.0],[143.0],[936.0],[866.0],[55.0],[51.0],[684.0]
96,[380.0],[62.0],[173.0],[71.0],[733.0],[165.0],[135.0],[153.0],[166.0],[975.0],[837.0],[193.0],[722.0],[399.0],[423.0],[924.0],[793.0],[153.0],[890.0],[783.0],[1003.0],[232.0],[142.0],[84.0],[837.0]
97,[403.0],[382.0],[128.0],[222.0],[860.0],[787.0],[82.0],[143.0],[180.0],[248.0],[450.0],[1022.0],[702.0],[458.0],[87.0],[484.0],[302.0],[1022.0],[542.0],[939.0],[5.0],[165.0],[837.0],[311.0],[975.0]
98,[730.0],[688.0],[595.0],[932.0],[87.0],[180.0],[342.0],[410.0],[238.0],[232.0],[390.0],[181.0],[573.0],[463.0],[514.0],[897.0],[237.0],[1020.0],[553.0],[237.0],[411.0],[705.0],[173.0],[945.0],[890.0]
99,[84.0],[84.0],[311.0],[84.0],[187.0],[400.0],[232.0],[87.0],[81.0],[897.0],[549.0],[84.0],[837.0],[342.0],[505.0],[559.0],[657.0],[73.0],[10.0],[944.0],[983.0],[390.0],[313.0],[89.0],[399.0]
100,[87.0],[193.0],[237.0],[301.0],[1003.0],[390.0],[889.0],[294.0],[952.0],[403.0],[181.0],[9.0],[975.0],[165.0],[14.0],[22.0],[423.0],[52.0],[120.0],[400.0],[388.0],[143.0],[193.0],[193.0],[220.0]
101,[958.0],[944.0],[832.0],[193.0],[213.0],[512.0],[202.0],[530.0],[336.0],[143.0],[860.0],[339.0],[715.0],[897.0],[357.0],[143.0],[221.0],[357.0],[860.0],[403.0],[394.0],[403.0],[783.0],[16.0],[180.0]
102,[945.0],[398.0],[81.0],[209.0],[532.0],[688.0],[860.0],[75.0],[87.0],[390.0],[84.0],[952.0],[970.0],[124.0],[19.0],[151.0],[120.0],[89.0],[119.0],[364.0],[78.0],[860.0],[16.0],[361.0],[573.0]
103,[120.0],[87.0],[84.0],[412.0],[393.0],[367.0],[84.0],[378.0],[765.0],[84.0],[955.0],[762.0],[458.0],[382.0],[650.0],[237.0],[390.0],[14.0],[87.0],[380.0],[21.0],[22.0],[889.0],[14.0],[382.0]
104,[75.0],[506.0],[382.0],[1018.0],[357.0],[84.0],[869.0],[21.0],[1018.0],[159.0],[411.0],[68.0],[13.0],[13.0],[690.0],[71.0],[84.0],[296.0],[193.0],[92.0],[403.0],[87.0],[336.0],[879.0],[84.0]
105,[193.0],[219.0],[87.0],[357.0],[332.0],[193.0],[791.0],[213.0],[393.0],[87.0],[187.0],[237.0],[860.0],[682.0],[112.0],[380.0],[897.0],[120.0],[80.0],[84.0],[180.0],[684.0],[390.0],[394.0],[87.0]
