Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
18,674,285,127,537,21,299,259,335,728,240,740,399,580,744,916,304,688,344,523,218,613,928,229,114,339,490,625,60,403,555,287,282,190,966,641,838,200,44,98,973,816,641,110,780,624,658,422,507,249,512,303,809,715,184,714,221,26,384,417,563,856,408,550,802,202,696,616,382,849,610,914,630,642,90,584,546,591,732,106,933,296,849,122,81,21,498,377,81,350,853,173,892,995,304,156,160,304,417,520,473
19,94,555,784,549,234,509,819,157,571,804,551,39,562,41,777,983,886,84,291,237,903,963,237,970,725,436,777,54,57,224,685,6,317,633,289,14,545,444,64,974,857,316,196,609,1,1,713,961,965,60,594,349,511,716,698,207,104,219,786,777,136,996,359,926,753,268,983,184,869,60,919,213,171,121,488,424,807,73,341,736,195,638,245,722,685,881,254,524,541,907,46,234,591,521,287,276,935,419,473,527
20,641,251,109,970,972,657,853,956,45,132,959,447,398,101,72,406,632,528,215,719,745,826,273,796,349,957,89,594,958,420,470,255,296,781,524,901,574,787,196,589,357,959,486,335,77,75,149,430,185,468,56,184,684,887,616,223,654,477,978,440,308,81,51,509,244,699,345,567,853,815,308,661,205,687,191,814,981,560,561,764,35,779,145,541,798,233,146,129,422,596,283,830,922,26,778,955,500,100,462,410
21,628,658,663,253,437,622,800,717,521,885,822,897,925,632,845,769,968,246,154,515,814,479,30,101,932,744,807,769,858,234,135,485,328,443,254,841,122,6,392,412,41,258,17,45,355,470,533,533,100,784,731,898,122,660,500,684,50,615,750,977,755,468,875,276,664,544,619,787,772,661,452,9,245,760,789,773,505,565,799,224,938,257,439,674,633,255,637,653,305,602,62,477,994,772,601,191,461,958,511,637
22,461,104,320,575,530,148,250,812,275,227,463,853,668,549,537,131,727,614,45,808,115,167,697,896,359,418,733,370,591,47,191,775,79,84,384,451,363,250,147,578,713,834,268,107,909,139,183,31,612,448,175,580,724,315,860,171,950,714,197,102,926,231,938,19,19,262,254,26,201,184,324,758,26,920,531,266,20,321,811,691,472,699,692,991,205,811,86,128,113,769,390,952,871,780,929,385,417,291,163,901
23,783,929,689,32,578,618,499,19,531,706,173,579,490,133,677,813,662,874,265,728,217,614,809,205,989,108,697,643,297,963,481,869,604,468,540,961,344,823,408,158,955,662,24,162,413,403,0,250,434,734,742,818,369,596,270,412,89,435,140,270,359,501,772,932,794,514,882,442,203,602,302,914,502,551,947,915,968,745,404,674,188,803,92,539,243,428,542,334,328,438,912,970,929,987,742,805,793,89,732,450
24,379,943,628,366,542,881,79,805,899,843,701,988,252,84,849,852,626,592,539,619,224,15,166,605,14,352,668,279,560,730,598,617,399,548,735,363,54,75,682,407,160,474,380,285,854,149,387,495,650,688,151,378,650,868,207,781,997,840,752,530,505,37,102,323,856,210,907,298,777,77,493,201,211,258,916,802,424,498,134,60,912,711,715,367,83,773,431,392,564,264,460,472,621,240,757,413,6,82,50,31
25,351,397,954,460,655,477,527,39,149,546,298,884,907,470,983,259,986,848,727,503,746,130,262,718,257,455,551,281,533,928,246,144,868,654,675,68,395,512,446,473,142,337,930,731,10,915,564,551,594,740,938,602,753,238,670,194,836,759,337,315,65,842,195,11,785,722,350,545,327,297,304,340,626,536,261,829,652,681,218,45,413,10,856,133,654,395,65,106,268,649,358,187,188,104,80,491,906,269,237,204
26,603,205,846,859,616,342,339,873,623,367,430,830,468,512,174,951,354,662,346,138,104,164,831,418,57,64,608,120,12,188,568,190,966,224,409,164,239,940,751,68,589,538,908,754,838,160,126,867,554,308,399,614,412,304,436,63,710,865,367,354,400,897,679,830,602,288,118,941,807,764,510,774,273,167,830,950,192,995,154,206,717,399,476,680,676,766,715,533,483,833,116,238,131,95,878,343,884,204,876,130
27,485,983,772,399,826,808,159,196,242,449,54,562,914,990,87,88,798,395,294,225,597,320,643,586,501,636,374,358,192,754,582,978,417,857,391,951,356,391,538,38,869,504,181,302,423,770,294,499,792,426,158,203,619,122,8,116,129,543,168,349,932,140,805,111,652,842,853,622,976,975,733,992,314,336,608,484,642,948,603,630,142,206,179,8,124,823,205,286,302,181,18,956,882,394,11,769,426,104,307,264
28,48,114,910,893,231,660,438,143,701,89,139,835,357,138,551,771,335,908,35,270,664,663,482,799,612,922,262,272,709,236,381,742,315,404,887,767,528,895,922,3,279,398,264,887,7,820,44,306,35,806,405,289,919,758,329,762,688,967,176,143,837,546,628,123,46,346,407,311,231,912,64,859,660,259,276,591,215,379,860,641,998,431,105,895,662,521,44,339,259,443,530,896,445,512,299,308,983,373,516,929
29,961,967,29,788,796,530,958,778,588,459,16,814,254,973,486,167,59,743,971,508,166,974,778,65,757,705,971,62,459,451,241,765,390,145,786,587,371,432,134,800,132,423,814,444,345,843,946,125,418,237,216,630,593,765,693,585,610,920,525,61,281,900,124,551,997,159,72,415,783,641,328,719,321,565,118,147,244,87,163,775,388,373,957,937,617,216,27,906,640,139,163,733,337,128,254,661,923,384,938,324
30,941,97,892,454,731,577,4,318,192,379,241,987,276,260,705,641,610,890,89,314,696,660,696,160,109,53,503,212,706,310,564,784,922,926,329,245,420,68,138,614,402,605,215,418,602,841,676,565,577,537,622,66,25,233,817,732,641,652,155,905,499,637,404,190,434,687,931,484,167,886,927,387,112,843,373,778,363,65,974,472,516,420,854,290,257,464,80,256,962,456,445,417,474,905,706,130,163,74,878,622
31,692,611,556,578,994,506,689,416,824,434,261,745,178,544,314,453,790,172,122,745,538,69,41,628,227,412,667,542,49,296,278,979,483,728,231,650,502,167,748,86,271,940,456,128,71,586,872,37,259,427,948,741,766,253,736,591,509,606,776,269,451,236,730,611,387,486,552,182,364,997,124,873,837,756,614,441,59,491,452,476,852,566,84,935,287,583,437,705,252,539,997,347,380,722,140,663,676,630,137,748
32,522,500,809,548,814,145,906,23,55,895,801,43,281,491,396,500,823,543,18,183,165,667,17,402,579,456,318,13,524,98,320,763,850,684,911,234,40,904,794,148,662,660,886,155,900,973,313,606,465,445,217,660,658,829,73,946,826,999,383,620,939,813,287,884,488,843,163,606,306,852,57,386,180,106,797,304,221,370,367,939,108,740,198,93,406,520,113,757,106,915,689,629,124,973,664,871,852,459,873,161
33,938,125,888,625,927,913,686,927,475,803,739,692,390,471,600,927,799,845,197,946,782,459,750,878,711,464,319,308,429,117,957,794,224,12,883,995,490,730,393,708,206,480,569,480,331,229,951,330,651,627,309,841,338,428,91,269,337,829,512,667,113,416,831,657,776,27,787,675,342,737,77,917,989,933,248,471,176,730,71,498,285,374,178,472,198,929,911,995,958,815,833,760,485,990,369,99,28,418,960,495
34,696,909,375,16,214,28,225,749,894,998,865,503,508,25,472,253,544,545,826,894,275,241,897,314,707,360,131,244,891,44,728,998,652,973,483,111,256,554,120,43,832,422,309,569,481,438,823,552,4,838,627,432,774,447,443,111,984,350,777,458,348,765,47,616,62,253,200,437,266,820,469,329,456,396,601,51,449,562,250,606,660,827,675,557,710,842,204,585,980,659,887,241,386,80,879,372,862,473,884,26
35,83,577,781,34,6,782,170,17,172,855,483,391,749,666,70,857,72,803,393,784,812,94,519,376,473,652,685,708,6,168,350,469,548,798,891,853,73,366,975,632,821,119,398,596,546,942,606,419,9,951,695,301,814,622,979,987,651,686,51,115,797,688,725,130,727,909,554,360,609,279,889,841,732,88,541,108,55,823,95,152,883,928,131,764,223,49,519,93,628,300,263,762,830,286,311,87,572,653,370,697
36,740,458,634,904,669,501,703,221,183,414,163,366,583,877,599,900,642,813,140,136,124,862,940,670,918,685,605,247,947,765,571,552,658,141,395,645,8,345,97,524,16,917,577,481,432,962,109,675,234,199,401,503,426,840,55,843,456,547,542,945,609,604,587,391,344,295,110,279,901,712,673,2,978,352,530,111,803,113,258,776,637,787,440,526,91,917,720,97,230,12,425,296,841,435,346,458,549,901,901,333
37,233,862,273,221,236,682,639,943,569,878,250,693,972,488,804,156,747,938,186,208,829,353,468,912,311,149,920,617,665,490,794,118,177,927,850,913,881,584,485,771,900,650,15,954,250,638,871,393,771,255,941,595,890,202,842,618,421,368,33,828,298,621,607,20,575,912,61,291,162,615,708,791,271,806,669,173,254,685,133,453,127,172,236,658,832,179,670,421,768,118,131,571,111,107,441,330,878,948,465,75
38,131,752,685,118,208,156,2,630,200,962,987,356,129,573,754,136,976,398,856,422,710,723,551,480,151,285,417,518,602,727,417,162,892,587,227,738,925,535,872,78,648,681,632,590,620,244,764,799,601,895,866,320,604,753,671,727,505,54,934,85,974,792,433,352,853,973,224,813,534,340,762,514,135,225,206,69,919,71,749,780,850,117,877,484,902,692,624,941,37,335,430,436,390,480,356,214,634,49,783,513
39,801,860,953,138,348,642,881,85,184,859,907,839,144,208,277,765,411,723,304,787,626,999,324,297,120,7,826,9,39,161,252,583,638,955,4,664,496,398,769,115,804,875,377,759,197,922,58,779,510,224,452,67,742,511,531,465,887,673,762,877,80,850,674,353,554,714,572,473,440,629,714,489,748,184,997,119,385,775,278,492,504,167,282,479,439,436,411,414,90,212,145,534,507,74,22,466,933,278,243,281
40,42,601,670,376,290,869,141,715,991,187,234,362,960,650,723,946,316,61,895,952,347,920,31,772,751,879,975,17,347,674,82,790,901,388,207,264,733,185,358,404,762,714,580,381,112,954,393,549,71,849,160,863,733,610,626,663,721,347,336,48,622,583,263,642,451,307,521,22,834,341,238,806,40,9,651,577,948,720,992,407,260,441,469,904,293,237,958,356,161,663,763,577,317,402,87,121,361,432,407,318
41,893,23,588,31,454,804,537,199,651,657,965,678,847,668,9,940,861,102,831,121,334,369,278,415,994,282,549,903,460,913,904,843,453,432,123,578,985,348,774,116,255,659,163,58,865,748,818,490,252,34,986,384,252,700,839,1,40,37,737,703,482,673,360,343,675,661,352,547,671,117,576,71,509,278,453,810,197,59,229,947,837,736,407,596,649,845,743,17,921,536,821,125,566,805,233,614,436,844,375,848
42,689,737,27,48,966,494,24,667,744,307,928,321,645,746,359,151,715,195,500,605,256,361,941,381,84,207,595,312,237,121,442,404,908,123,356,242,156,615,989,541,188,789,725,412,574,153,456,156,403,966,77,57,28,419,268,104,696,823,223,360,543,332,75,420,634,858,819,859,330,436,109,708,610,561,547,123,68,23,70,192,179,927,601,491,812,560,740,181,756,668,898,918,66,570,654,20,734,963,470,362
43,451,258,649,85,832,797,293,156,249,16,503,323,715,358,707,255,658,57,662,662,529,864,752,452,96,837,564,320,31,72,101,393,882,227,129,174,123,919,184,696,771,256,957,911,613,756,599,777,88,26,723,821,826,120,705,594,98,957,530,851,982,269,466,770,22,79,902,905,308,896,206,65,335,404,324,34,722,848,132,140,284,664,243,502,986,85,8,58,931,240,919,763,481,452,122,700,917,259,3,335
44,971,900,680,819,944,116,752,384,448,58,924,392,905,761,763,886,403,201,189,178,288,808,313,635,899,734,997,737,488,99,299,218,756,582,145,945,369,211,327,310,296,968,607,710,916,866,360,132,958,960,102,207,663,368,306,728,632,541,296,136,349,951,299,773,437,717,6,985,19,59,380,985,385,439,85,510,744,691,990,87,199,293,321,358,250,609,73,267,917,236,140,56,609,679,235,71,528,642,818,365
45,75,316,99,54,347,861,824,887,959,277,86,784,767,327,835,317,442,658,763,323,338,546,406,321,571,869,563,23,950,399,534,924,182,916,401,702,320,579,725,105,996,952,544,907,362,742,897,830,892,136,961,363,610,48,440,148,79,893,552,986,973,337,534,958,988,122,251,7,936,316,501,603,42,602,758,175,713,584,289,259,949,235,80,356,161,207,400,115,910,202,500,950,628,323,418,106,709,241,522,618
46,942,467,796,166,452,210,543,645,33,817,151,394,72,406,192,143,372,578,421,357,215,509,390,581,173,74,708,783,969,394,877,223,501,64,343,837,527,502,296,40,256,643,892,18,433,528,709,201,310,465,432,663,894,772,165,835,406,968,55,133,411,91,584,118,251,51,143,453,354,792,312,447,282,619,873,16,168,264,109,32,691,980,994,960,936,152,118,905,25,932,813,501,364,671,192,270,969,253,211,980
47,824,53,428,119,337,874,840,908,951,255,525,942,908,268,629,474,552,728,885,192,139,236,143,121,753,46,909,898,40,582,132,271,424,41,192,120,996,537,575,919,807,249,643,835,975,74,439,137,901,19,774,205,16,824,7,74,5,295,11,361,999,80,493,531,844,631,699,714,757,114,857,180,384,969,490,930,185,327,907,278,105,596,908,812,926,388,701,593,791,423,941,638,422,626,399,860,736,390,934,227
48,705,843,864,998,563,686,696,757,271,320,779,146,235,344,559,318,837,391,797,338,116,371,241,238,419,787,160,325,742,65,286,474,685,105,899,275,125,196,117,470,535,664,414,42,288,176,174,859,555,368,318,428,599,207,219,189,726,666,941,340,450,703,527,297,363,828,333,821,622,214,753,554,391,203,122,530,35,902,480,517,419,607,931,132,610,347,206,24,544,498,421,348,986,669,484,435,485,667,188,713
49,835,417,148,452,512,178,19,456,713,836,668,918,37,619,684,132,189,20,537,699,44,981,623,681,788,472,362,111,595,205,915,355,426,393,418,298,265,175,814,709,82,874,971,122,984,338,122,926,727,248,821,177,722,969,326,343,975,461,107,451,131,921,168,406,911,20,486,835,605,334,938,474,673,54,417,611,641,135,688,257,90,727,960,885,645,421,867,530,803,831,805,382,84,859,853,102,57,843,175,906
