Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,3,44,55,87,34,38,74,58,85,10,22,25,22,1,78,81,90,75,52,14,95,19,15,17,58,20,2,91,33,26,3,15,72,92,64,38,12,75,31,36,56,97,99,28,75,46,68,101,33,80,60,73,70,82,87,45,23,46,49,90,33,63,83,61,63,45,15,72,102,29,55,91,11,82,5,12,47,73,45,49,8,57,84,27,25,55,9,74,71,96,95,42,71,72,26,79,8,91,22,37
11,78,39,37,36,95,19,18,79,33,41,75,90,35,16,80,23,57,34,77,42,78,71,68,24,30,97,13,40,38,33,89,23,56,89,67,71,58,95,75,18,9,14,74,8,1,17,32,58,42,30,85,6,91,4,33,69,51,66,22,33,91,85,61,60,72,14,101,84,52,7,23,101,37,4,22,79,85,8,30,34,36,30,39,60,26,71,17,86,33,59,18,92,38,37,85,1,93,59,56,52
12,20,57,9,21,70,56,37,37,68,74,20,39,91,64,31,1,22,48,48,28,58,12,35,8,16,87,25,59,80,82,71,86,96,23,0,68,88,94,59,49,22,57,100,50,25,53,90,9,49,27,48,61,78,69,34,65,64,26,48,99,37,42,67,9,74,18,40,85,69,26,98,69,28,79,101,84,75,29,17,7,60,76,68,93,61,101,7,82,76,23,29,93,65,81,23,6,10,17,66,94
13,29,31,44,83,64,93,58,83,74,19,9,91,9,79,86,82,87,69,85,2,28,65,85,66,102,36,24,52,95,8,19,3,11,2,57,65,48,83,4,5,49,92,21,44,62,2,77,50,102,62,63,54,0,100,17,42,12,58,76,102,55,67,57,51,60,93,79,52,68,79,84,32,100,1,70,23,71,93,53,75,3,27,31,75,80,34,56,20,13,80,78,28,67,40,89,93,31,51,31,21
14,56,24,90,9,48,22,68,52,97,21,101,76,89,5,93,88,14,62,97,36,15,50,61,46,4,2,37,99,18,58,88,50,64,4,53,89,63,102,48,69,20,23,90,23,80,23,83,72,98,8,83,66,17,28,72,100,87,25,67,21,61,35,73,98,35,95,1,0,82,69,96,102,4,98,4,24,27,89,58,82,40,9,100,18,10,70,64,60,55,51,11,58,8,56,65,56,48,16,74,16
15,54,37,33,99,91,50,39,101,64,0,28,31,7,75,77,20,34,20,79,29,70,56,95,49,31,5,101,65,99,43,62,10,63,60,79,91,22,24,70,12,55,83,79,61,79,12,65,87,75,73,8,99,32,71,15,47,3,98,3,14,29,22,18,6,48,8,42,59,73,94,3,86,62,17,94,28,28,28,11,43,99,40,45,19,28,26,97,71,81,72,69,23,16,102,80,71,85,58,52,69
16,40,100,40,67,68,67,67,51,78,72,95,54,69,9,27,67,64,49,24,93,11,37,32,62,68,62,31,22,40,22,54,83,33,83,23,63,61,96,20,54,90,67,77,15,84,100,48,1,46,16,90,97,82,53,10,16,32,16,2,25,72,53,66,15,4,84,26,60,40,74,59,23,73,87,33,74,0,64,9,22,0,28,57,58,71,64,23,14,91,8,35,98,10,22,98,85,51,21,19,73
17,23,84,30,64,81,64,31,68,56,56,15,73,74,72,102,74,15,79,4,82,18,7,3,69,65,19,72,56,55,4,5,38,55,53,77,52,37,40,64,40,73,25,51,90,99,45,6,69,56,61,5,38,87,51,70,34,22,74,6,23,39,92,88,59,56,64,0,24,57,46,45,13,9,64,11,36,5,15,81,72,39,44,22,40,22,8,15,92,80,71,68,16,46,5,12,40,54,49,40,96
18,86,95,98,47,51,82,29,13,89,3,90,40,53,12,66,61,100,32,91,46,67,91,30,19,69,41,56,54,11,30,43,60,15,75,44,42,29,34,41,45,75,68,60,62,73,102,62,55,65,78,84,90,11,35,65,18,5,48,27,32,26,76,7,77,79,44,7,86,35,19,35,11,91,3,96,39,12,100,24,15,23,96,6,69,12,81,2,51,63,6,85,87,18,86,35,63,38,64,98,101
19,69,87,5,44,0,59,91,32,42,24,99,83,67,37,3,87,85,88,37,50,42,70,75,42,41,22,19,92,45,19,87,47,73,33,49,90,25,85,9,42,54,47,20,4,10,37,53,46,67,99,67,84,44,90,77,99,1,82,75,35,77,15,20,102,73,4,33,78,1,88,20,28,30,34,48,63,72,9,18,40,82,20,15,61,88,19,69,102,25,7,33,82,22,79,64,46,68,68,93,57
