Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
10,618,77,316,208,631,824,950,156,701,426,236,732,477,87,120,393,605,730,485,946,543,785,282,734,19,708,287,802,435,950,598,765,579,963,222,414,856,989,910,78,303,412,952,990,410,463,569,140,871,648,763,492,833,416,888,429,704,592,96,739,214,188,405,260,290,820,928,163,101,296,563,882,649,760,499,397,851,890,874,427,807,144,370,514,509,247,69,755,145,884,99,171,684,550,669,474,229,987,169,393
11,413,106,714,946,249,367,223,992,284,350,252,248,72,986,717,141,340,935,835,781,14,248,334,124,550,88,826,534,633,44,799,648,650,644,259,79,49,525,484,547,754,897,50,345,873,238,837,815,667,30,112,740,302,487,879,162,242,470,983,972,537,872,142,794,623,268,400,4,470,609,903,956,548,793,115,304,829,701,829,34,866,103,240,807,241,107,531,13,228,897,850,580,391,782,474,560,275,594,770,605
12,609,894,32,470,802,161,609,990,268,313,222,825,914,584,644,86,322,317,982,484,481,379,716,455,974,325,316,314,669,2,36,332,7,433,988,642,594,780,377,733,234,204,454,482,170,685,978,858,7,373,949,750,646,614,615,828,370,188,1,129,437,55,726,911,599,379,614,209,797,380,240,966,562,863,684,655,203,653,684,788,93,210,455,470,567,79,89,453,233,577,448,136,679,698,120,856,76,315,406,576
13,622,328,687,146,317,193,143,482,169,655,381,378,287,776,646,864,145,34,872,993,158,173,430,456,603,323,260,844,526,974,490,533,595,485,184,147,731,113,573,651,278,200,274,355,827,911,976,340,706,998,183,741,209,610,664,795,683,527,177,696,43,313,683,109,834,590,907,223,929,696,976,762,109,942,268,294,714,531,86,575,327,897,453,443,711,710,668,77,165,548,431,287,945,57,395,747,878,702,450,658
14,872,468,764,352,836,348,889,757,795,230,646,556,489,456,436,478,58,760,505,527,207,324,379,739,969,255,204,296,4,389,270,701,99,197,480,518,749,320,858,874,208,168,741,412,839,866,717,379,787,706,152,830,865,958,982,118,326,917,882,214,306,291,803,284,846,670,206,750,286,741,804,16,492,982,989,355,899,309,19,903,830,446,552,175,867,25,783,974,8,911,847,785,920,383,62,252,215,636,963,904
15,581,365,728,447,654,868,451,998,73,429,696,265,420,215,586,503,284,67,190,267,208,719,3,697,160,892,196,11,76,829,824,404,535,939,69,507,43,146,843,831,76,244,486,819,821,707,54,696,915,56,824,795,326,660,355,418,579,396,824,274,250,53,407,616,845,819,108,578,798,916,19,968,656,764,539,804,537,796,44,39,716,41,93,330,731,674,995,691,371,551,709,862,154,369,779,21,860,684,816,525
16,858,554,716,119,691,305,130,802,203,634,453,254,330,492,983,753,101,175,601,574,587,579,536,481,527,570,443,412,168,32,158,280,403,626,263,320,830,853,492,522,526,619,645,898,949,806,680,599,633,486,325,47,55,582,611,604,657,702,15,12,648,194,556,836,774,771,462,960,15,902,541,524,201,421,516,614,954,465,113,327,374,362,849,278,131,884,501,689,748,187,755,982,331,74,589,313,266,518,24,636
17,947,495,971,670,198,187,671,551,872,976,295,296,993,69,297,215,163,864,503,320,582,231,11,122,302,545,457,280,330,433,638,186,744,342,207,937,695,316,788,527,6,770,681,611,964,877,24,386,294,509,703,762,60,756,694,281,504,964,102,632,542,369,75,454,203,351,296,802,387,377,9,373,559,653,350,157,653,738,447,790,730,649,787,363,22,554,677,868,443,417,115,885,57,108,166,459,64,910,869,985
18,641,584,240,417,299,780,490,382,399,555,728,696,339,966,613,580,973,350,296,173,304,744,928,81,498,550,190,658,809,229,110,995,344,473,520,106,384,26,616,610,523,688,184,202,563,546,304,914,81,422,44,591,641,816,715,21,408,642,335,892,630,849,90,933,218,285,624,732,98,849,856,303,304,21,674,221,282,122,625,740,259,377,287,417,714,507,156,200,114,403,916,802,60,512,249,160,853,537,127,838
19,316,488,804,419,509,609,436,184,39,224,571,268,725,633,903,562,974,541,195,46,521,41,963,524,881,359,317,1,349,237,196,591,84,527,473,341,219,104,983,60,291,886,716,753,777,424,935,919,722,713,444,807,289,857,511,234,996,171,157,234,213,869,121,736,237,555,1,73,64,638,136,594,983,685,94,207,6,245,777,551,819,254,685,786,698,961,287,545,970,57,777,926,54,60,965,276,907,549,784,14
20,959,191,132,100,657,335,957,567,447,420,45,699,349,781,745,398,589,422,35,283,26,101,826,129,233,51,296,75,184,273,486,922,528,410,462,561,477,654,345,815,215,632,887,244,440,814,500,308,541,149,787,981,524,357,684,972,81,205,956,830,661,853,687,764,719,251,77,560,196,779,308,56,406,798,641,223,255,145,89,959,853,146,470,978,616,430,778,574,796,958,72,509,594,468,185,955,596,970,109,901
21,258,789,885,958,622,45,744,787,897,234,521,544,932,443,814,925,412,305,938,62,772,632,479,653,255,875,328,470,898,30,17,994,246,637,511,799,615,50,619,661,154,968,660,664,977,773,461,452,674,533,6,505,254,41,122,437,468,245,717,477,9,772,760,224,515,658,355,565,392,257,755,731,769,633,628,684,485,439,807,822,800,637,135,750,500,533,601,122,101,858,845,276,769,784,100,191,602,253,663,841
22,834,531,227,291,148,107,418,26,853,47,275,262,359,84,115,668,578,113,472,390,780,549,167,128,811,938,79,139,580,697,268,871,614,901,163,811,714,950,254,184,45,727,315,19,102,266,417,324,991,183,250,20,384,713,724,530,231,26,812,952,758,201,920,691,808,104,909,321,147,699,926,175,131,205,461,171,775,692,733,463,250,86,191,197,860,31,929,363,896,591,537,19,370,448,612,385,769,575,320,451
23,662,947,706,89,618,162,108,442,579,963,531,514,989,468,217,490,158,328,188,912,987,133,614,334,428,772,604,403,818,809,24,929,874,450,732,404,435,89,882,602,265,662,596,794,270,915,793,302,539,0,823,968,540,955,369,578,501,502,19,970,914,203,551,674,728,929,413,745,408,803,359,742,813,243,783,412,869,92,697,173,499,542,481,140,270,250,742,344,205,297,677,932,643,734,434,805,438,32,689,961
24,474,916,843,82,881,285,352,298,988,730,899,210,14,548,224,252,407,564,912,460,240,84,15,392,773,102,399,149,378,166,380,621,592,31,50,134,840,997,907,77,539,626,868,856,530,802,6,493,367,387,75,424,735,160,650,542,37,211,805,472,201,777,258,60,619,943,854,498,682,711,505,151,852,83,379,781,617,715,668,701,79,431,598,752,207,495,757,54,605,560,849,323,279,688,650,413,264,366,628,363
25,337,261,546,269,477,731,455,545,884,928,149,722,257,654,746,907,473,268,413,358,104,470,130,106,395,195,868,915,602,262,930,188,848,204,237,218,759,836,350,297,727,986,238,785,315,829,906,304,133,564,512,652,675,142,753,655,842,626,39,187,340,327,536,45,503,397,10,681,446,10,65,938,259,654,351,194,144,856,551,298,527,65,246,337,670,551,80,395,718,533,983,11,281,740,594,491,649,460,954,68
26,538,830,367,204,342,754,64,941,830,188,623,288,57,224,104,468,68,483,717,116,95,512,164,533,766,679,966,160,614,831,908,131,662,130,876,154,865,710,118,764,346,354,304,602,354,950,884,510,680,126,940,192,409,589,412,616,897,273,873,238,774,807,167,206,138,205,838,995,751,399,400,399,951,676,603,63,190,476,608,430,339,715,568,367,436,867,878,239,418,12,174,830,120,308,554,343,833,859,846,164
27,504,608,449,104,808,302,636,622,562,754,242,842,501,857,597,914,38,302,142,18,394,990,320,286,823,805,417,770,203,643,181,882,395,264,307,603,543,129,853,975,294,798,122,652,349,484,426,733,8,294,391,642,391,869,619,826,140,314,196,956,992,976,336,630,225,983,423,948,538,206,932,158,88,124,485,116,978,179,374,54,159,205,582,168,8,499,11,356,586,192,87,111,358,426,792,769,181,399,772,951
28,398,276,89,373,660,887,922,311,835,236,701,346,612,404,664,357,3,259,998,530,512,138,663,339,521,628,315,820,289,482,264,445,908,929,516,860,967,688,407,912,35,335,758,46,143,591,983,64,895,44,895,215,887,279,919,231,546,660,143,896,859,231,259,641,270,114,7,379,922,431,837,405,771,662,48,762,742,105,262,139,438,44,381,176,329,306,299,528,799,709,551,123,272,806,35,308,443,893,910,767
29,423,118,459,384,530,444,705,415,814,451,588,159,757,145,166,254,800,640,388,163,128,973,974,906,216,124,390,843,630,778,814,337,743,324,938,163,920,610,72,641,971,59,765,997,61,147,923,328,937,946,432,244,786,132,593,796,900,321,778,733,719,783,565,775,508,967,345,87,134,373,281,216,167,617,961,585,765,957,971,16,958,27,241,525,693,125,254,371,65,459,486,551,62,237,418,661,139,788,29,587
30,605,373,379,74,577,418,53,484,987,310,192,687,109,926,696,276,614,962,516,445,905,260,660,256,464,404,922,841,66,696,215,474,890,622,878,974,652,641,931,886,89,610,233,434,905,778,163,927,290,676,68,363,329,402,25,731,637,112,318,417,387,167,843,472,314,97,602,65,138,420,499,622,641,257,941,732,784,854,503,241,4,80,564,155,817,565,706,420,160,706,705,190,212,537,577,130,456,454,892,245
31,940,614,434,630,506,128,412,182,745,296,824,486,227,728,538,178,86,252,852,997,722,544,69,705,583,730,483,586,741,41,456,380,172,748,137,452,606,509,552,997,122,790,253,387,269,441,676,124,935,872,167,59,231,271,766,994,236,837,416,347,873,364,756,476,745,611,71,491,748,566,451,948,453,287,692,591,979,84,667,261,689,437,278,776,736,37,140,502,628,49,314,611,542,427,259,663,539,578,556,650
32,660,797,895,459,145,155,456,606,43,98,55,843,579,684,165,281,148,106,108,689,973,491,667,757,520,287,850,973,660,17,886,124,543,161,873,367,999,826,163,852,18,823,829,488,620,304,852,57,93,313,904,221,911,662,658,814,813,180,23,629,386,306,106,939,183,500,900,370,794,740,939,217,500,406,522,946,763,198,318,801,906,113,320,383,73,606,664,40,402,524,396,884,13,445,465,871,915,548,809,234
33,480,248,803,418,913,480,464,675,692,117,475,27,711,12,782,390,708,958,285,833,990,471,459,995,929,831,224,229,841,750,569,485,845,495,960,71,829,337,787,737,197,799,428,776,667,471,28,77,472,951,730,176,883,206,338,927,416,989,927,760,917,342,933,498,946,125,331,730,393,374,113,309,927,198,938,269,794,178,319,739,686,911,957,512,91,330,369,490,878,429,600,657,308,627,651,99,815,625,888,995
34,422,601,998,473,28,569,360,437,503,44,894,253,707,973,275,508,43,980,660,887,80,25,241,585,842,47,652,438,432,897,309,386,545,26,884,250,350,984,200,820,826,544,447,62,458,51,862,469,557,823,554,449,483,832,774,214,765,456,749,241,329,266,396,606,894,909,481,562,120,827,348,627,253,710,696,111,998,675,131,865,225,204,728,777,443,552,879,256,314,891,472,616,244,838,4,372,659,16,375,111
35,119,541,855,653,782,596,652,360,391,168,172,909,473,798,812,749,632,628,883,263,286,666,94,93,49,725,548,942,301,519,398,830,803,697,370,95,686,651,554,279,393,72,622,727,115,108,572,889,764,606,366,55,891,821,814,6,688,732,17,762,841,609,88,152,784,577,546,823,975,928,797,695,857,223,83,987,469,131,685,483,170,519,350,51,979,419,311,73,376,6,70,130,708,951,9,87,300,34,781,853
36,917,530,414,901,501,481,685,279,366,765,183,295,918,141,124,583,524,230,637,425,435,877,862,97,917,587,658,962,503,940,577,841,813,333,901,258,547,456,110,712,140,642,840,344,945,111,549,673,526,109,345,803,395,16,426,669,604,978,221,296,2,901,352,776,136,458,432,113,97,787,609,401,900,91,740,843,552,440,605,163,703,720,571,542,55,675,346,8,670,947,599,391,247,199,234,458,12,904,634,645
37,650,669,878,948,682,954,149,291,693,490,569,912,311,927,829,972,771,768,127,131,107,488,353,421,179,607,177,638,595,468,15,111,938,75,465,133,368,421,61,615,186,747,202,575,828,173,878,708,658,871,584,254,850,900,890,236,621,271,943,571,791,162,806,453,208,862,250,685,485,172,298,941,156,832,233,618,118,236,920,250,639,670,794,33,842,393,441,881,912,665,804,20,617,255,771,330,118,221,273,913
38,681,206,962,49,156,590,285,813,356,727,200,973,151,587,710,129,78,37,850,430,480,573,723,941,692,433,892,244,320,551,632,390,398,513,783,749,54,505,224,340,856,976,753,853,85,69,634,762,484,764,535,919,227,648,604,208,792,135,630,436,514,534,225,780,422,752,620,71,872,117,974,866,136,902,131,727,162,877,417,987,2,624,417,934,671,799,356,925,480,602,754,352,518,895,601,214,335,118,685,738
39,875,997,859,278,642,759,7,473,839,161,184,714,120,955,626,144,115,90,504,145,74,208,999,414,436,674,638,922,67,324,377,507,723,281,243,278,673,887,572,629,304,411,511,554,877,119,933,714,479,58,398,385,4,804,742,348,850,748,85,534,489,440,184,492,787,860,197,775,769,167,80,452,765,439,801,465,583,282,826,907,881,411,252,762,531,779,22,496,297,39,277,353,9,224,510,466,212,138,953,664
40,714,651,187,432,869,381,879,22,362,674,991,307,751,388,347,960,404,161,260,763,402,650,920,356,237,263,901,954,863,31,580,317,61,318,407,992,347,721,521,341,895,316,610,451,48,577,361,238,904,393,185,948,207,762,733,290,583,40,715,577,806,834,9,407,952,601,112,720,358,441,622,160,946,293,42,663,790,469,975,234,141,958,82,336,626,549,87,733,772,347,723,642,17,849,71,121,663,376,670,264
41,659,453,657,844,804,58,282,547,678,913,651,661,994,432,334,847,116,921,837,821,805,668,369,17,845,360,453,748,384,278,163,566,102,848,375,229,37,40,352,117,831,861,700,675,703,810,436,576,596,818,348,197,123,255,252,454,673,509,199,125,71,671,278,947,121,23,865,59,774,736,482,986,940,649,893,1,843,407,549,965,537,743,904,737,839,490,233,985,415,460,9,343,903,34,252,614,536,31,588,578
42,789,547,307,963,494,412,207,859,321,121,744,858,84,123,256,645,541,756,179,898,570,746,361,181,560,75,908,153,57,941,725,66,195,362,470,70,823,696,819,436,500,715,419,634,360,123,734,109,491,456,615,68,356,188,28,966,332,610,667,918,708,330,561,192,605,737,574,23,989,927,543,77,151,812,689,104,404,601,595,928,24,740,442,223,268,156,654,156,381,237,359,420,312,966,403,20,668,48,27,242
43,256,324,16,259,797,911,837,905,323,72,249,79,96,227,529,715,696,931,284,919,452,358,864,58,85,466,882,756,821,752,957,481,57,335,3,132,957,98,902,896,662,658,120,22,851,34,917,206,502,599,919,722,129,771,826,832,269,335,156,763,65,308,404,140,662,258,613,848,184,664,982,723,255,986,451,594,393,243,564,503,293,8,101,530,705,777,122,123,452,31,707,770,320,26,88,700,240,85,649,174
44,968,85,58,642,116,710,734,985,392,99,448,717,899,582,288,905,310,917,199,140,679,761,808,267,609,299,756,866,207,313,607,609,201,365,818,990,541,632,6,59,189,403,368,437,136,510,528,380,358,360,211,744,145,296,663,944,951,385,384,56,985,19,439,87,178,900,916,691,327,293,349,102,886,250,971,728,218,321,997,924,752,73,299,296,306,132,235,369,635,488,763,773,737,960,958,71,236,819,680,945
45,952,758,277,241,861,907,869,7,784,399,959,122,571,916,338,767,105,910,949,500,323,327,546,115,207,534,182,742,363,406,544,628,658,618,522,289,893,79,251,316,763,442,48,988,986,175,709,501,356,897,579,713,401,996,610,347,337,42,887,950,603,936,602,259,323,316,362,584,725,235,973,961,317,161,75,148,924,80,563,86,824,400,534,552,440,830,418,320,321,950,835,958,23,136,892,106,202,54,99,702
46,643,873,817,253,210,18,74,453,394,394,33,51,173,64,215,72,40,25,691,813,671,406,509,905,152,584,501,528,663,390,892,364,578,980,211,109,968,406,143,792,421,372,772,251,133,16,969,312,960,709,502,168,343,256,894,452,91,282,645,501,447,354,619,32,357,467,433,264,296,980,411,432,143,936,942,835,223,994,708,151,543,118,877,55,165,201,192,527,581,969,192,118,783,465,310,270,932,166,796,837
47,249,490,255,390,874,835,46,714,942,582,951,631,753,41,139,908,919,791,105,941,626,268,236,593,388,493,424,74,205,143,643,422,728,227,934,907,295,5,699,114,885,552,824,844,361,930,736,857,812,439,537,185,192,807,16,337,80,384,908,638,180,757,969,278,192,53,975,327,575,596,999,774,474,926,824,74,271,908,909,525,840,701,132,11,7,137,399,996,121,40,629,531,898,19,901,860,423,119,428,120
48,664,122,320,667,686,42,787,821,146,65,271,828,419,105,116,235,470,544,419,421,669,344,371,24,347,527,685,176,428,241,414,986,391,713,188,480,666,726,333,214,797,837,207,363,340,530,485,753,132,174,196,35,899,535,599,563,703,391,757,348,554,622,203,517,338,843,288,902,117,607,450,318,318,610,705,189,474,931,160,779,696,206,286,941,219,859,484,125,238,742,559,297,325,368,555,435,498,998,864,275
49,874,417,836,843,178,122,472,835,918,205,713,20,788,393,44,37,709,803,90,805,859,619,981,530,421,168,426,338,177,623,971,84,20,906,175,688,461,975,486,334,537,189,969,911,451,611,57,938,885,122,175,641,418,82,722,512,921,673,456,382,474,605,54,257,699,417,984,135,814,727,131,821,132,645,835,343,355,960,362,668,19,867,915,107,326,926,853,265,681,595,684,406,111,248,727,102,831,452,148,298
